Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Pionerer og milepæle,Hvem blev den første amerikaner i rummet?,100,Alan Shepard,John Glenn,Gus Grissom,Scott Carpenter,,,
Pionerer og milepæle,Hvem udførte den første rumvandring?,200,Aleksej Leonov,Ed White,Jurij Gagarin,Neil Armstrong,,,
Pionerer og milepæle,Hvad hed Alan Shepards Mercury-kapsel?,300,Freedom 7,Friendship 7,Liberty Bell 7,Aurora 7,,,
Pionerer og milepæle,Hvilken mission omfattede den første rumvandring?,400,Voskhod 2,Vostok 1,Soyuz 4,Apollo 9,,,
Pionerer og milepæle,"Hvad hed missionen, der gjorde Valentina Teresjkova til den første kvinde i rummet?",500,Vostok 6,Vostok 3,Voskhod 2,Soyuz 6,,,
Raketter og rumfartøjer,Hvilket program blev Saturn V især udviklet til?,100,Apollo-programmet,Mercury-programmet,Gemini-programmet,Viking-programmet,,,
Raketter og rumfartøjer,Hvilken raket sendte Apollo 11 mod Månen?,200,Saturn V,Saturn I,Atlas V,Titan II,,,
Raketter og rumfartøjer,Hvor mange hovedtrin havde Saturn V-raketten?,300,3,2,4,5,,,
Raketter og rumfartøjer,Hvilken del af rumfærgen vendte tilbage og landede som et svævefly?,400,orbiteren,den eksterne tank,faststofboosterne samlet,nyttelastkappen,,,
Raketter og rumfartøjer,Hvad bestod det amerikanske rumfærgesystem ved opsendelsen af ud over orbiteren?,500,to faststofboostere og en ekstern tank,fire flydende boostere og en kapsel,én faststofbooster og to eksterne tanke,kun orbiteren uden hjælperaketter,,,
Månen og Mars,Hvilken indisk mission gennemførte en blød månelanding i 2023?,100,Chandrayaan-3,Chandrayaan-1,Mangalyaan,Aditya-L1,,,
Månen og Mars,Hvilken sonde foretog den første vellykkede forbiflyvning af Mars?,200,Mariner 4,Mariner 2,Viking 1,Mars 3,,,
Månen og Mars,"Hvad hedder roveren, der fulgte med Chang’e 4 til Månens bagside?",300,Yutu-2,Pragyan,Lunokhod 1,Sojourner,,,
Månen og Mars,Hvad hed landeren på Chandrayaan-3?,400,Vikram,Pragyan,Rohini,Shakti,,,
Månen og Mars,"Hvilken sovjetisk lander blev i 1971 det første rumfartøj, der gennemførte en blød landing på Mars?",500,Mars 3,Mars 2,Viking 1,Mariner 9,,,
Satellitter og rumstationer,Hvad gør en kommunikationssatellit typisk?,100,modtager og videresender radiosignaler,producerer raketbrændstof,måler kun jordskælv under havet,lander automatisk på Månen,,,
Satellitter og rumstationer,Hvor lang omløbstid har en geostationær satellit omtrent?,200,"ét siderisk døgn, cirka 24 timer",90 minutter,12 timer,30 døgn,,,
Satellitter og rumstationer,Over hvilket område ligger en geostationær satellitbane?,300,over ækvator,over Nordpolen,over en vilkårlig breddegrad,direkte over nulmeridianen alene,,,
Satellitter og rumstationer,Hvad kendetegner en polar satellitbane?,400,satellitten passerer nær begge poler,satellitten står stille over ækvator,satellitten kredser om Månen,satellitten forlader Solsystemet,,,
Satellitter og rumstationer,Hvad betyder forkortelsen LEO?,500,Low Earth Orbit,Lunar Escape Operation,Long Elliptical Observatory,Launch Engine Output,,,
