Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Retter og hjemsteder,"Hvilken brasiliansk ret er en kraftig bønnegryde, ofte lavet med sorte bønner og kød?",100,feijoada,moqueca,acarajé,farofa,,,
Retter og hjemsteder,"Hvilken mexicansk sauce kan indeholde chili, krydderier, nødder og i nogle varianter chokolade?",200,mole,salsa verde,guacamole,pico de gallo,,,
Retter og hjemsteder,Hvilken mexicansk spise består af en tortilla foldet omkring fyld?,300,taco,tamale,arepa,empanada,,,
Retter og hjemsteder,"Hvilken canadisk ret fra Québec består klassisk af pommes frites, ostekorn og brun sauce?",400,poutine,tourtière,pemmican,beavertail,,,
Retter og hjemsteder,"Hvilken Louisiana-ret er en tyk suppe eller gryde, som ofte jævnes med roux eller okra?",500,gumbo,jambalaya,étouffée,bisque,,,
Ingredienser og teknikker,Hvilken proces holder olie og vand blandet i mayonnaise?,100,emulgering,gelatinering,krystallisering,fermentering,,,
Ingredienser og teknikker,Hvordan tilsættes fond typisk under klassisk risottotilberedning?,200,lidt ad gangen under omrøring,alt på én gang efter afkøling,kun efter at risen er færdig,ved tørbagning uden væske,,,
Ingredienser og teknikker,Hvad krydres japansk sushiris typisk med?,300,"riseddike, sukker og salt",sojasauce og sesamolie,kokosmælk og lime,miso og chili,,,
Ingredienser og teknikker,Hvad er masa harina lavet af?,400,"tørret, nixtamaliseret majs",malet rå ris,ristet boghvede,tørret kassava,,,
Ingredienser og teknikker,Hvilken mikroorganismekultur bruges ofte til at fremstille miso og sojasauce?,500,koji,kefirgryn,bagegær,eddikemor,,,
"Brød, sødt og drikke",Hvilket tyndt fladbrød forbindes med Armenien og andre dele af regionen omkring Kaukasus og Vestasien?,100,lavash,injera,bagel,bannock,,,
"Brød, sødt og drikke","Hvilket mørkt, tæt rugbrød forbindes med Westfalen i Tyskland?",200,pumpernickel,brioche,focaccia,pita,,,
"Brød, sødt og drikke",Hvilket italiensk julebrød er højt og sødt med kandiseret frugt?,300,panettone,pandoro,colomba,ciabatta,,,
"Brød, sødt og drikke","Hvilken italiensk dessert laves typisk af mascarpone, kaffe og ladyfingers?",400,tiramisu,panna cotta,cannoli,zabaglione,,,
"Brød, sødt og drikke",Hvilke friturestegte dejstænger serveres ofte med sukker og chokolade i Spanien og Latinamerika?,500,churros,beignets,donuts,zeppole,,,
Måltider og madkultur,Hvilken japansk madtradition blev optaget på UNESCOs liste som “Washoku”?,100,traditionel japansk madkultur,japansk fastfood,sushikonkurrencer,teknisk knivslibning,,,
Måltider og madkultur,Hvilken fælles spise- og livsstilstradition omkring Middelhavet er optaget på UNESCOs kulturarvsliste?,200,Middelhavskosten,Atkins-kuren,paleokost,New Nordic Cuisine,,,
Måltider og madkultur,Hvilket fransk måltidsritual med faste serveringsled er optaget på UNESCOs kulturarvsliste?,300,det gastronomiske måltid hos franskmændene,den daglige baguette,café au lait ved morgenmad,markedslunch i Provence,,,
Måltider og madkultur,"Hvilket lands traditionelle køkken blev i 2010 optaget på UNESCOs liste med fokus på majs, bønner og chili?",400,Mexico,Canada,Argentina,Cuba,,,
Måltider og madkultur,Hvilket napolitansk håndværk omkring pizzabagning er optaget på UNESCOs kulturarvsliste?,500,pizzaiuolo-kunsten,produktion af tørpasta,isfremstilling,trøffeljagt,,,
