Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Rødder og hjemsteder,I hvilken bydel i New York forbindes hiphoppens fremkomst i 1970'erne især med blokfester?,100,Bronx,Queens,Manhattan,Staten Island,,,
Rødder og hjemsteder,Hvilken caribisk østat er reggae opstået i?,200,Jamaica,Cuba,Barbados,Haiti,,,
Rødder og hjemsteder,Hvilken hurtig jamaicansk genre gik forud for rocksteady og reggae?,300,ska,samba,salsa,soca,,,
Rødder og hjemsteder,"Hvilken jamaicansk studiestil bygger på remix, ekko og fremhævet bas?",400,dub,bossa nova,zydeco,operette,,,
Rødder og hjemsteder,Hvilken genre fra Trinidad og Tobago er kendt for fortællende sange og karnevalstradition?,500,calypso,fado,raï,klezmer,,,
Rytmer og instrumenter,Hvilke to roller var centrale ved hiphoppens tidlige blokfester?,100,DJ og MC,dirigent og koncertmester,kantor og organist,komponist og librettist,,,
Rytmer og instrumenter,I hvilken amerikansk by opstod housemusikken i klubmiljøet i begyndelsen af 1980'erne?,200,Chicago,Seattle,Memphis,Boston,,,
Rytmer og instrumenter,I hvilken amerikansk by opstod techno som betegnelse for en elektronisk dansemusikscene i 1980'erne?,300,Detroit,Austin,Miami,New Orleans,,,
Rytmer og instrumenter,Hvilken britisk elektronisk genre bruger hurtige breakbeats og markant bas?,400,drum and bass,ambient,country pop,bolero,,,
Rytmer og instrumenter,Hvilket håndholdt bælginstrument er centralt i mange tangoensembler?,500,bandoneon,melodica,mundharpe,concertina,,,
Kunstnere og gennembrud,Hvilken sangerinde blev kendt som “Queen of Disco”?,100,Donna Summer,Janis Joplin,Carole King,Tina Turner,,,
Kunstnere og gennembrud,Hvilken DJ-pioner forbindes med gruppen Grandmaster Flash and the Furious Five?,200,Grandmaster Flash,Brian Eno,Giorgio Moroder,Nile Rodgers,,,
Kunstnere og gennembrud,Hvilken jamaicansk kunstner gjorde reggae internationalt kendt med The Wailers?,300,Bob Marley,Harry Belafonte,Fela Kuti,Carlos Santana,,,
Kunstnere og gennembrud,Hvilken jamaicansk producer forbindes stærkt med dub og studiet Black Ark?,400,Lee “Scratch” Perry,Quincy Jones,Phil Spector,Rick Rubin,,,
Kunstnere og gennembrud,Hvilken cubanskfødt sangerinde blev kendt som “Queen of Salsa”?,500,Celia Cruz,Mercedes Sosa,Amália Rodrigues,Astrud Gilberto,,,
Stilarter og undergenrer,Hvilken bluesstil blev elektrificeret i efterkrigstidens Chicago?,100,Chicago blues,Piedmont blues,country blues,gospel blues,,,
Stilarter og undergenrer,Hvilken genre kombinerer country med tidlig rock'n'roll og forbindes med 1950'erne?,200,rockabilly,shoegaze,trip-hop,post-rock,,,
Stilarter og undergenrer,Hvilken rockretning fra 1960'erne forbindes med psykedeliske lyde og udvidede studieeksperimenter?,300,psykedelisk rock,new wave,grunge,rocksteady,,,
Stilarter og undergenrer,"Hvilken rockretning er kendt for lange kompositioner, skiftende taktarter og konceptalbum?",400,progressiv rock,punkrock,garage rock,rockabilly,,,
Stilarter og undergenrer,Hvilken genre udviklede sig omkring tungt forvrængede guitarer og bands som Black Sabbath?,500,heavy metal,bluegrass,acid house,fado,,,
