Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘queso’?,100,ost,æble,brød,mælk,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘pan’?,200,brød,æble,ost,mælk,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘leche’?,300,mælk,æble,ost,brød,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘lunes’?,400,mandag,vi ses i morgen,i går,snart,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘hasta mañana’?,500,vi ses i morgen,mandag,i går,snart,,,
Grammatik og udtale,Hvilket ord betyder “der er” i nutid?,100,hay,es,está,tiene,,,
Grammatik og udtale,Hvilken form af “tener” passer til “yo”?,200,tengo,tiene,tenemos,tienes,,,
Grammatik og udtale,Hvilken form af “ir” passer til “nosotros”?,300,vamos,van,vais,voy,,,
Grammatik og udtale,Hvad er præteritumsformen af “ir” med “yo”?,400,fui,iba,voy,iré,,,
Grammatik og udtale,Hvilken form er imperfektum af “ser” med “yo”?,500,era,fui,soy,sería,,,
Kunst og kultur,Hvem skrev værket “La ciudad y los perros”?,100,Mario Vargas Llosa,Isabel Allende,Pablo Neruda,Octavio Paz,,,
Kunst og kultur,Hvem skabte værket eller figuren La Celestina?,200,Fernando de Rojas,Quino,Juan Ramón Jiménez,Pedro Calderón de la Barca,,,
Kunst og kultur,Hvem skabte værket eller figuren Mafalda?,300,Quino,Fernando de Rojas,Juan Ramón Jiménez,Pedro Calderón de la Barca,,,
Kunst og kultur,Hvem skabte værket eller figuren Platero y yo?,400,Juan Ramón Jiménez,Fernando de Rojas,Quino,Pedro Calderón de la Barca,,,
Kunst og kultur,Hvem skabte værket eller figuren La vida es sueño?,500,Pedro Calderón de la Barca,Fernando de Rojas,Quino,Juan Ramón Jiménez,,,
Den spansktalende verden,"Hvilket land passer til beskrivelsen “spansk, fransk og portugisisk er officielle sprog”?",100,Ækvatorialguinea,Paraguay,Bolivia,Peru,,,
Den spansktalende verden,Hvilket land passer til beskrivelsen “spansk samt quechua og aymara har officiel status i relevante områder”?,200,Peru,Paraguay,Bolivia,Ækvatorialguinea,,,
Den spansktalende verden,I hvilket land eller område ligger Machu Picchu?,300,Peru,Chile,Mexico,Colombia,,,
Den spansktalende verden,"I hvilket land eller område ligger Rapa Nui, også kaldet Påskeøen?",400,Chile,Peru,Mexico,Colombia,,,
Den spansktalende verden,I hvilket land eller område ligger Chichén Itzá?,500,Mexico,Peru,Chile,Colombia,,,
