Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skæve taktarter og danse,Hvordan grupperes daichovo horo normalt i 9/8?,100,2+2+2+3,3+3+3,2+3+2+2,4+2+3,,,
Skæve taktarter og danse,Hvilken asymmetrisk taktart forbindes ofte med kopanitsa?,200,11/8,7/8,9/8,13/8,,,
Skæve taktarter og danse,Hvordan grupperes den almindelige 7/8-puls i lesnoto ofte?,300,3+2+2,2+2+3,2+3+2,4+3,,,
Skæve taktarter og danse,Hvilken taktart bruges ofte til pravo horo?,400,2/4,5/8,7/8,11/8,,,
Skæve taktarter og danse,Hvilken taktart forbindes stærkt med den græske solodans zeibekiko?,500,9/8,4/4,6/8,7/8,,,
Roma og musik på tværs,Ved hvilke familiebegivenheder spiller romani brassbands en særlig vigtig rolle i Sydøstserbien?,100,bryllupper,skoleeksamener,sportsfinaler,parlamentsåbninger,,,
Roma og musik på tværs,Hvilken historisk ensembletype var med til at præge udviklingen af Balkan-brassbands?,200,osmanniske militærorkestre,barokke strygekvartetter,gregorianske kor,skotske sækkepibebands,,,
Roma og musik på tværs,"I hvilket land ligger byen Guča, der er kendt for sin trompetfestival?",300,Serbien,Rumænien,Albanien,Grækenland,,,
Roma og musik på tværs,Hvilket land kommer brassbandet Fanfare Ciocărlia fra?,400,Rumænien,Serbien,Bulgarien,Kroatien,,,
Roma og musik på tværs,Hvilken rumænsk landsby forbindes med ensemblet Taraf de Haïdouks?,500,Clejani,Guča,Bistritsa,Kalamata,,,
Instrumenter og ensembler,Hvilket instrument er stærkt forbundet med græsk rebetiko?,100,bouzouki,gaida,tapan,nai,,,
Instrumenter og ensembler,Hvad er en baglamas i rebetiko-ensembler?,200,en lille langhalset lut,en stor bastromme,en panfløjte,en metalblæser,,,
Instrumenter og ensembler,Hvordan frembringes lyden på et cimbalom eller țambal?,300,strengene slås med små køller,luft blæses gennem en sæk,en bue stryger én streng,et skind gnides med hånden,,,
Instrumenter og ensembler,Hvor mange strenge har en traditionel çifteli normalt?,400,to,én,fire,otte,,,
Instrumenter og ensembler,Hvilket instrument ledsager traditionelt albanske episke sange under navnet lahuta?,500,et enstrenget strygeinstrument,en stor kobberkedel,en endeblæst fløjte,en rammetromme,,,
"Stilarter, sange og steder",Hvad er ojkanje?,100,en kroatisk tostemmig sangtradition fra det dalmatiske bagland,en græsk luttetype,en rumænsk kredsdans,en bulgarsk trompetfestival,,,
"Stilarter, sange og steder",Hvilket land fik den kollektive dans kolo optaget på UNESCOs repræsentative liste i 2017?,200,Serbien,Albanien,Rumænien,Tyrkiet,,,
"Stilarter, sange og steder",I hvilket år kom rebetiko på UNESCOs repræsentative liste?,300,2017,2003,2012,2024,,,
"Stilarter, sange og steder",I hvilket år kom sevdalinka på UNESCOs repræsentative liste?,400,2024,2008,2012,2017,,,
"Stilarter, sange og steder",I hvilket år blev dalmatisk klapa-sang optaget på UNESCOs repræsentative liste?,500,2012,2005,2017,2024,,,
