Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘fromage’?,100,ost,æble,brød,mælk,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘pain’?,200,brød,æble,ost,mælk,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘lait’?,300,mælk,æble,ost,brød,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘lundi’?,400,mandag,i morgen,i går,snart,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘demain’?,500,i morgen,mandag,i går,snart,,,
Grammatik og udtale,Hvilken form af “aller” passer til “ils”?,100,vont,allez,allons,vas,,,
Grammatik og udtale,Hvilken form af “faire” passer til “vous”?,200,faites,faisons,font,faisez,,,
Grammatik og udtale,Hvilken sætning står korrekt i passé composé?,300,J’ai mangé.,Je suis mangé.,J’ai manger.,Je mangeai hier maintenant.,,,
Grammatik og udtale,Hvilken form er korrekt om en kvinde: “Elle est ___ à Paris”?,400,allée,allé,aller,allés,,,
Grammatik og udtale,Hvordan dannes en almindelig fransk nægtelse omkring verbet?,500,ne … pas,pas … ne,non … jamais,ni … oui,,,
Kunst og kultur,Hvem skrev værket “Les Années”?,100,Annie Ernaux,Marcel Proust,Antoine de Saint-Exupéry,Marguerite Duras,,,
Kunst og kultur,Hvem skabte figuren Cyrano de Bergerac?,200,Edmond Rostand,Maurice Leblanc,Georges Simenon,Hergé,,,
Kunst og kultur,Hvem skabte figuren Arsène Lupin?,300,Maurice Leblanc,Edmond Rostand,Georges Simenon,Hergé,,,
Kunst og kultur,Hvem skabte figuren kommissær Maigret?,400,Georges Simenon,Edmond Rostand,Maurice Leblanc,Hergé,,,
Kunst og kultur,Hvem skabte figuren Tintin?,500,Hergé,Edmond Rostand,Maurice Leblanc,Georges Simenon,,,
Den frankofone verden,Hvilket land passer til beskrivelsen “fransk og engelsk er officielle sprog”?,100,Cameroun,Canada,Schweiz,Haiti,,,
Den frankofone verden,Hvilket land passer til beskrivelsen “fransk er officielt sprog sammen med kreolsk”?,200,Haiti,Canada,Schweiz,Cameroun,,,
Den frankofone verden,I hvilket land eller område ligger Mont-Saint-Michel?,300,Frankrig,Canada,Senegal,Belgien,,,
Den frankofone verden,I hvilket land eller område ligger Vieux-Québec?,400,Canada,Frankrig,Senegal,Belgien,,,
Den frankofone verden,I hvilket land eller område ligger øen Gorée?,500,Senegal,Frankrig,Canada,Belgien,,,
