Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Forfattere og værker,Hvem skrev digtet “Guldhornene”?,100,Adam Oehlenschläger,N.F.S. Grundtvig,Johannes Ewald,B.S. Ingemann,,,
Forfattere og værker,Hvem skrev det filosofiske værk “Enten – Eller”?,200,Søren Kierkegaard,Georg Brandes,Ludvig Holberg,Poul Martin Møller,,,
Forfattere og værker,Hvilket værk af Inger Christensen er bygget op efter alfabetets bogstaver?,300,Alfabet,Det,Azorno,Sommerfugledalen,,,
Forfattere og værker,Hvem skrev romanen “Den kroniske uskyld”?,400,Klaus Rifbjerg,Leif Panduro,Villy Sørensen,Anders Bodelsen,,,
Forfattere og værker,Hvem skrev romanen “Hærværk”?,500,Tom Kristensen,Hans Scherfig,Martin A. Hansen,Mogens Klitgaard,,,
Perioder og strømninger,Hvad kaldes den danske kunst- og kulturperiode i første halvdel af 1800-tallet med blandt andre H.C. Andersen og Søren Kierkegaard?,100,Guldalderen,Sølvalderen,Oplysningstiden,Systemskiftet,,,
Perioder og strømninger,Hvem indledte i 1871 sine forelæsninger om “Hovedstrømninger i det 19de Aarhundredes Litteratur”?,200,Georg Brandes,Harald Høffding,Søren Kierkegaard,Viggo Hørup,,,
Perioder og strømninger,Hvilken formulering sammenfatter Georg Brandes' krav til moderne litteratur?,300,at sætte problemer under debat,at dyrke rim uden indhold,at undgå samtidens konflikter,at efterligne middelalderens helteviser,,,
Perioder og strømninger,Hvilken litterær retning søger en troværdig skildring af hverdagsliv og samfund?,400,realisme,romantik,surrealisme,dadaisme,,,
Perioder og strømninger,"Hvilken retning lagde vægt på arv, miljø og mennesket som bestemt af biologiske og sociale vilkår?",500,naturalisme,symbolisme,klassicisme,ekspressionisme,,,
"Figurer, former og genrer",Hvad hedder fortælleren i “Den kroniske uskyld”?,100,Janus Tolne,Tore Reimer,Poul Berger,Mogens Jørgensen,,,
"Figurer, former og genrer",Hvad hedder journalisten i Tom Kristensens “Hærværk”?,200,Ole Jastrau,Mikkel Thøgersen,Erik Skram,Arne Garborg,,,
"Figurer, former og genrer",Hvad hedder hovedpersonen i “Barndommens gade”?,300,Ester,Tine,Katinka,Ditte,,,
"Figurer, former og genrer",Hvilket erhverv har Smilla Jaspersen i “Frøken Smillas fornemmelse for sne”?,400,hun er uddannet glaciolog,hun er arkæolog,hun er jurist,hun er kirurg,,,
"Figurer, former og genrer",I hvilken dansk by foregår store dele af “Nordkraft”?,500,Aalborg,Aarhus,Odense,Esbjerg,,,
"Priser, sprog og litteraturliv",Hvilken dansk forfatter vandt Nordisk Råds litteraturpris i 1974 for “Uden mål – og med”?,100,Villy Sørensen,Dan Turèll,Svend Åge Madsen,Anders Bodelsen,,,
"Priser, sprog og litteraturliv",Hvilken forfatter vandt Nordisk Råds litteraturpris i 1997 for romanen “Bang”?,200,Dorrit Willumsen,Kirsten Thorup,Suzanne Brøgger,Dea Trier Mørch,,,
"Priser, sprog og litteraturliv",Hvilken digter vandt Nordisk Råds litteraturpris i 1999 for “Dronningeporten”?,300,Pia Tafdrup,Inger Christensen,Vita Andersen,Marianne Larsen,,,
"Priser, sprog og litteraturliv",Hvilken forfatter vandt Nordisk Råds litteraturpris i 2008 for novellesamlingen “Bavian”?,400,Naja Marie Aidt,Helle Helle,Jan Sonnergaard,Simon Fruelund,,,
"Priser, sprog og litteraturliv",Hvilken forfatter vandt Nordisk Råds litteraturpris i 2017 for “Erindring om kærligheden”?,500,Kirsten Thorup,Helle Helle,Dorthe Nors,Merete Pryds Helle,,,
