Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Ansigt, blik og bevægelse",Hvad kan et nik ofte fungere som i en samtale?,100,et tegn på opmærksomhed eller tilslutning,et sikkert bevis på løgn,et tegn på døvhed,en skriftlig kommando,,,
"Ansigt, blik og bevægelse","Hvad kaldes en bevægelse, hvor man viser retning med en finger?",200,en deiktisk gestus,en vokal pause,en duftmarkør,en tidskode,,,
"Ansigt, blik og bevægelse",Hvad er kropsholdning?,300,måden kroppen bæres og placeres på,lydstyrken i stemmen,afstanden mellem to bygninger,ordvalget i en tekst,,,
"Ansigt, blik og bevægelse",Hvad betyder en orientering front mod front i en samtale?,400,at kroppene vender mod hinanden,at begge ser væk,at man står ryg mod ryg,at begge sidder ned,,,
"Ansigt, blik og bevægelse","Hvilken bevægelse kan regulere, hvem der får ordet?",500,at løfte en hånd,at lukke øjnene i søvn,at binde sko,at tage en jakke på,,,
"Stemme, rum og berøring","Hvad kaldes studiet af, hvordan afstand og rum påvirker kommunikation?",100,proxemics,chronemics,haptics,fonologi,,,
"Stemme, rum og berøring",Hvad kaldes kommunikation gennem berøring?,200,haptics,proxemics,vocalics,oculesics,,,
"Stemme, rum og berøring",Hvad kaldes kommunikation gennem brug af tid og timing?,300,chronemics,kinesics,semantics,haptics,,,
"Stemme, rum og berøring",Hvilken afstandszone er normalt tættest på kroppen?,400,intim afstand,offentlig afstand,social afstand,forelæsningsafstand,,,
"Stemme, rum og berøring",Hvilken afstand bruges ofte ved almindelig samtale mellem venner?,500,personlig afstand,offentlig afstand,sceneafstand,trafikafstand,,,
Samtalens funktioner,Hvad kan et blik mod døren under en samtale blandt andet signalere?,100,et ønske om at afslutte eller skifte fokus,et sikkert bevis på tyveri,at personen er blind,at døren er låst,,,
Samtalens funktioner,Hvad er kongruens mellem verbal og nonverbal kommunikation?,200,at signalerne peger i samme retning,at ordene og kroppen altid modsiger hinanden,at kun stemmen bruges,at kommunikationen foregår på skrift,,,
Samtalens funktioner,Hvad er inkongruens i kommunikation?,300,at forskellige signaler ikke passer sammen,at alle signaler gentager hinanden,at samtalen er lydløs,at to personer bruger samme ord,,,
Samtalens funktioner,Hvad kan et venligt ansigtsudtryk gøre ved en kritisk besked?,400,blødgøre den opfattede relationelle tone,fjerne alle ord,gøre kritikken matematisk,ændre modtagerens alder,,,
Samtalens funktioner,Hvilken type information sender nonverbale signaler ofte om et forhold?,500,"nærhed, magt og holdning",postnummer og CPR-nummer,grammatisk køn alene,vejrudsigten,,,
"Kultur, forskning og myter","Hvad er forkert ved at sige, at 93 procent af al mening altid er kropssprog?",100,tallet kan ikke generaliseres til al kommunikation,procenten er altid 100,kropssprog findes ikke,ord er aldrig vigtige,,,
"Kultur, forskning og myter",Hvordan varierer personlige afstandszoner?,200,"med kultur, relation, situation og individ",de er biologisk faste for alle,de afhænger kun af højde,de er ens i alle lande,,,
"Kultur, forskning og myter",Hvordan kan samme håndgestus forstås i forskellige kulturer?,300,den kan have forskellige eller modsatte betydninger,den har altid samme betydning,den mister al betydning uden tale,den forstås kun af børn,,,
"Kultur, forskning og myter",Hvad bør man gøre med kulturregler om kropssprog?,400,"bruge dem som forsigtige pejlemærker, ikke stereotyper",behandle dem som absolutte love,ignorere individuelle forskelle,antage at alle i et land er ens,,,
"Kultur, forskning og myter",Er tegnsprog blot kropssprog?,500,"nej, tegnsprog er fuldt udviklede sprog","ja, tegnsprog har ingen grammatik","ja, tegnsprog består kun af mimik","nej, fordi tegnsprog kun er skrift",,,
