Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Instruktører og film,Hvem instruerede “The Elephant Man” fra 1980?,100,David Lynch,David Cronenberg,Terry Gilliam,Alan Parker,,,
Instruktører og film,Hvem instruerede “The Last Emperor” fra 1987?,200,Bernardo Bertolucci,Federico Fellini,Franco Zeffirelli,Sergio Leone,,,
Instruktører og film,Hvem instruerede “Cinema Paradiso” fra 1988?,300,Giuseppe Tornatore,Roberto Benigni,Nanni Moretti,Ettore Scola,,,
Instruktører og film,Hvem instruerede animationsfilmen “My Neighbor Totoro” fra 1988?,400,Hayao Miyazaki,Isao Takahata,Katsuhiro Otomo,Satoshi Kon,,,
Instruktører og film,Hvem instruerede “Ran” fra 1985?,500,Akira Kurosawa,Nagisa Oshima,Shohei Imamura,Masaki Kobayashi,,,
Roller og skuespillere,Hvem spiller Jack Torrance i “The Shining”?,100,Jack Nicholson,Robert De Niro,Gene Hackman,Harvey Keitel,,,
Roller og skuespillere,Hvem spiller bokseren Jake LaMotta i “Raging Bull”?,200,Robert De Niro,Sylvester Stallone,Nick Nolte,Al Pacino,,,
Roller og skuespillere,Hvem spiller Henry Jones Sr. i “Indiana Jones and the Last Crusade”?,300,Sean Connery,Michael Caine,Max von Sydow,Christopher Plummer,,,
Roller og skuespillere,Hvem spiller den titelbærende cyborg i “The Terminator”?,400,Arnold Schwarzenegger,Dolph Lundgren,Sylvester Stallone,Rutger Hauer,,,
Roller og skuespillere,Hvem spiller spøgelsesjægeren Peter Venkman i “Ghostbusters”?,500,Bill Murray,Dan Aykroyd,Harold Ramis,Chevy Chase,,,
Oscarvindere,Hvilken film fra 1987 vandt Oscar for bedste film?,100,The Last Emperor,Broadcast News,Fatal Attraction,Moonstruck,,,
Oscarvindere,Hvilken film fra 1988 vandt Oscar for bedste film?,200,Rain Man,Dangerous Liaisons,Mississippi Burning,Working Girl,,,
Oscarvindere,Hvilken film fra 1989 vandt Oscar for bedste film?,300,Driving Miss Daisy,Born on the Fourth of July,Dead Poets Society,My Left Foot,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Raging Bull”?,400,Robert De Niro,John Hurt,Jack Lemmon,Peter O’Toole,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “On Golden Pond”?,500,Henry Fonda,Burt Lancaster,Dudley Moore,Paul Newman,,,
"Musik, teknik og filmhistorie",Hvilken gruppe indspillede “Take My Breath Away” til “Top Gun”?,100,Berlin,Heart,Blondie,The Bangles,,,
"Musik, teknik og filmhistorie",Hvem synger “(I’ve Had) The Time of My Life” i “Dirty Dancing”?,200,Bill Medley og Jennifer Warnes,Kenny Rogers og Dolly Parton,Peter Cetera og Amy Grant,Lionel Richie og Diana Ross,,,
"Musik, teknik og filmhistorie",Hvilken kunstner skrev og fremførte titelmusikken til “Purple Rain”?,300,Prince,Michael Jackson,David Bowie,Stevie Wonder,,,
"Musik, teknik og filmhistorie",Hvilken musiker spiller Jareth og bidrager med sange til “Labyrinth”?,400,David Bowie,Sting,Peter Gabriel,Freddie Mercury,,,
"Musik, teknik og filmhistorie",Hvem komponerede musikken til “Cinema Paradiso”?,500,Ennio Morricone,Nino Rota,Nicola Piovani,Luis Bacalov,,,
