Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Grundlov og Folketing,"Hvad kaldes princippet om, at statsmagten deles i lovgivende, udøvende og dømmende magt?",100,magtens tredeling,negativ parlamentarisme,forholdstalsvalg,kommunalt selvstyre,,,
Grundlov og Folketing,Hvem udøver den dømmende magt i Danmark?,200,domstolene,Folketinget,regeringen,kommunerne,,,
Grundlov og Folketing,Hvem udøver i praksis den udøvende magt?,300,regeringen,Folketingets Præsidium,Højesteret,regionerne,,,
Grundlov og Folketing,Hvad kaldes et forslag til en ny lov?,400,lovforslag,aktstykke,bekendtgørelse,forespørgsel,,,
Grundlov og Folketing,Hvor mange behandlinger gennemgår et lovforslag normalt i Folketinget?,500,3,1,2,4,,,
Valg og partier,Hvad betyder hemmelig stemmeafgivning?,100,"andre må ikke kunne se, hvad den enkelte vælger stemmer",stemmerne tælles ikke,kun partierne kender resultatet,vælgeren må ikke tale om politik,,,
Valg og partier,Hvilket bogstav bruges traditionelt af Socialdemokratiet på stemmesedlen?,200,A,V,C,F,,,
Valg og partier,Hvilket bogstav bruges traditionelt af Venstre på stemmesedlen?,300,V,A,B,Ø,,,
Valg og partier,Hvilket bogstav bruges af Det Konservative Folkeparti?,400,C,K,H,D,,,
Valg og partier,Hvilket bogstav bruges af Socialistisk Folkeparti?,500,F,S,G,R,,,
Regeringer og politisk historie,"Hvem var statsminister, da Danmark blev besat den 9. april 1940?",100,Thorvald Stauning,Erik Scavenius,Vilhelm Buhl,Hans Hedtoft,,,
Regeringer og politisk historie,Hvem blev statsminister i november 1942 og fortsatte frem til regeringens ophør i august 1943?,200,Erik Scavenius,Vilhelm Buhl,Knud Kristensen,John Christmas Møller,,,
Regeringer og politisk historie,Hvem ledede befrielsesregeringen fra maj 1945?,300,Vilhelm Buhl,Hans Hedtoft,Erik Scavenius,Knud Kristensen,,,
Regeringer og politisk historie,"Hvilken statsminister stod i spidsen, da Danmark blev medlem af NATO i 1949?",400,Hans Hedtoft,H.C. Hansen,Viggo Kampmann,Jens Otto Krag,,,
Regeringer og politisk historie,Hvilken statsminister udskrev folkeafstemningen om dansk EF-medlemskab i 1972?,500,Jens Otto Krag,Anker Jørgensen,Hilmar Baunsgaard,Poul Hartling,,,
"Kommuner, regioner og rigsfællesskab",Hvilken opgave har regionerne især haft siden 2007?,100,drift af hospitaler og sundhedsvæsen,folkeskoleundervisning,politi og forsvar,udstedelse af pas,,,
"Kommuner, regioner og rigsfællesskab",Hvilket folkevalgt organ leder en region?,200,regionsrådet,kommunalbestyrelsen,Folketingets Præsidium,Statsrådet,,,
"Kommuner, regioner og rigsfællesskab",Hvilken by var administrationssæde for Region Hovedstaden ved oprettelsen i 2007?,300,Hillerød,København,Roskilde,Helsingør,,,
"Kommuner, regioner og rigsfællesskab",Hvilken by blev administrationssæde for Region Sjælland ved oprettelsen i 2007?,400,Sorø,Roskilde,Næstved,Køge,,,
"Kommuner, regioner og rigsfællesskab",Hvilken by blev administrationssæde for Region Syddanmark ved oprettelsen i 2007?,500,Vejle,Odense,Esbjerg,Kolding,,,
