Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Byer og kendte steder,Hvilken by har den restaurerede kongeborg Koldinghus?,100,Kolding,Fredericia,Viborg,Aabenraa,,,
Byer og kendte steder,Hvilken fæstningsby blev anlagt af Frederik 3. i 1600-tallet?,200,Fredericia,Esbjerg,Grenaa,Skanderborg,,,
Byer og kendte steder,Hvilken sønderjysk by ligger på Als og har Sønderborg Slot?,300,Sønderborg,Tønder,Haderslev,Aabenraa,,,
Byer og kendte steder,Hvilken by regnes almindeligvis som Danmarks ældste eksisterende by?,400,Ribe,Viborg,Aarhus,Hobro,,,
Byer og kendte steder,"Hvilken nordlig by ligger nær Grenen, hvor Skagerrak og Kattegat mødes?",500,Skagen,Frederikshavn,Hirtshals,Sæby,,,
Landskab og farvande,Hvilken nationalpark omfatter store klit- og hedelandskaber ved den nordvestjyske kyst?,100,Nationalpark Thy,Nationalpark Mols Bjerge,Nationalpark Kongernes Nordsjælland,Nationalpark Skjoldungernes Land,,,
Landskab og farvande,Hvilken nationalpark ligger på Djursland og rummer kuperet istidslandskab?,200,Nationalpark Mols Bjerge,Nationalpark Thy,Nationalpark Vadehavet,Nationalpark Rebild Bakker,,,
Landskab og farvande,Hvilket tidevandsområde langs Sydvestjylland er optaget på UNESCOs verdensarvsliste?,300,Vadehavet,Ringkøbing Fjord,Limfjorden,Mariager Fjord,,,
Landskab og farvande,"Hvad hedder den store fjord, der skærer Nordjylland igennem fra Hals til Thyborøn?",400,Limfjorden,Randers Fjord,Horsens Fjord,Kolding Fjord,,,
Landskab og farvande,Hvilken å har Danmarks største vandføring og udmunder i Ringkøbing Fjord?,500,Skjern Å,Gudenåen,Storå,Kongeåen,,,
Historie og arkæologi,Hvilket oldtidsområde ved Aalborg rummer en stor gravplads fra jernalder og vikingetid?,100,Lindholm Høje,Jelling,Lejre,Borre,,,
Historie og arkæologi,Hvad hedder det store forsvarsværk tværs over den sydlige del af den jyske halvø?,200,Danevirke,Margrethevolden,Vestvolden,Virket,,,
Historie og arkæologi,"Hvilken historisk landevej fulgte Jyllands højderyg og blev brugt af handlende, pilgrimme og kvægdrivere?",300,Hærvejen,Kongevejen,Margueritruten,Adelgade,,,
Historie og arkæologi,Hvilken kamp i 1849 endte med et dansk udfald fra fæstningen Fredericia?,400,Slaget ved Fredericia,Slaget ved Dybbøl,Slaget på Isted Hede,Slaget ved Helgoland,,,
Historie og arkæologi,Hvilket slag den 18. april 1864 blev et afgørende dansk nederlag?,500,Slaget ved Dybbøl,Slaget ved Fredericia,Slaget ved Bov,Slaget ved Lundby,,,
"Kultur, erhverv og forbindelser","Hvilken maler skabte værket “Hip, hip, hurra!” med skagenskunstnere omkring et bord?",100,P.S. Krøyer,Michael Ancher,Anna Ancher,J.F. Willumsen,,,
"Kultur, erhverv og forbindelser",Hvilken forfatter og præst forbindes med noveller fra den jyske hede som “Hosekræmmeren”?,200,Steen Steensen Blicher,Jeppe Aakjær,Johannes V. Jensen,Hans Kirk,,,
"Kultur, erhverv og forbindelser",Hvilken forfatter skrev “Vredens børn” og digte om den jyske hede?,300,Jeppe Aakjær,St.St. Blicher,Martin Andersen Nexø,Thøger Larsen,,,
"Kultur, erhverv og forbindelser",Hvilken nobelprismodtager fra Himmerland skrev “Kongens Fald”?,400,Johannes V. Jensen,Henrik Pontoppidan,Karl Gjellerup,Martin Andersen Nexø,,,
"Kultur, erhverv og forbindelser",Hvilken roman af Hans Kirk skildrer et indremissionsk fiskersamfund i Nordjylland?,500,Fiskerne,Lykke-Per,Hærværk,Pelle Erobreren,,,
