Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Grækenland og Rom,Hvilken græsk gud forbindes med vin og teater?,100,Dionysos,Ares,Hermes,Pan,,,
Grækenland og Rom,Hvilken græsk gud er smed og håndværkernes beskytter?,200,Hefaistos,Apollo,Hades,Kronos,,,
Grækenland og Rom,Hvilken græsk gudinde vogter arnen og hjemmets ild?,300,Hestia,Hera,Iris,Nemesis,,,
Grækenland og Rom,Hvilken græsk gudinde er Zeus’ hustru og forbindes med ægteskab?,400,Hera,Athene,Demeter,Leto,,,
Grækenland og Rom,Hvilken græsk gud forbindes især med krigens voldsomme side?,500,Ares,Hermes,Apollo,Asklepios,,,
Egyptens gudeverden,Hvilken løvehovedet gudinde forbindes med krig og ødelæggende solkraft?,100,Sekhmet,Bastet,Isis,Nephthys,,,
Egyptens gudeverden,Hvilken gudinde forbindes stærkt med katte og hjemmets beskyttelse?,200,Bastet,Nut,Maat,Tefnut,,,
Egyptens gudeverden,Hvilken skabergud og håndværkergud havde et vigtigt kultcentrum i Memphis?,300,Ptah,Khonsu,Sobek,Min,,,
Egyptens gudeverden,Hvilken vædderhovedet gud fremstiller i nogle myter mennesker på et pottemagerhjul?,400,Khnum,Amun,Geb,Shu,,,
Egyptens gudeverden,Hvilken krokodillegud forbindes med Nilen og frugtbarhed?,500,Sobek,Anubis,Horus,Bes,,,
Mesopotamien og Nærorienten,Hvilken månegud kaldes Nanna på sumerisk og Sin på akkadisk?,100,Nanna-Sin,Utu-Shamash,Nergal,Marduk,,,
Mesopotamien og Nærorienten,Hvem hersker over underverdenen i fortællingen om Inannas nedstigning?,200,Ereshkigal,Ninhursag,Tiamat,Asherah,,,
Mesopotamien og Nærorienten,"Hvilken gud forbindes med krig, pest og senere underverdenen?",300,Nergal,Nabu,Dumuzi,Enkimdu,,,
Mesopotamien og Nærorienten,Hvilken gud var nationalgud i det assyriske rige?,400,Ashur,Marduk,Baal,El,,,
Mesopotamien og Nærorienten,"Hvem er den kaotiske saltvandsskikkelse, som Marduk besejrer i Enuma Elish?",500,Tiamat,Apsu,Ereshkigal,Nammu,,,
Myter fra andre kulturer,"Hvilken hinduistisk gud forbindes med dans, askese og ødelæggelse som led i fornyelse?",100,Shiva,Brahma,Varuna,Hanuman,,,
Myter fra andre kulturer,Hvilken hinduistisk gudinde forbindes med lykke og velstand?,200,Lakshmi,Kali,Sarasvati,Durga,,,
Myter fra andre kulturer,"Hvilken hinduistisk gudinde forbindes med lærdom, musik og tale?",300,Sarasvati,Parvati,Lakshmi,Ganga,,,
Myter fra andre kulturer,Hvilken japansk gud forbindes med storme og er Amaterasus bror?,400,Susanoo,Tsukuyomi,Inari,Hachiman,,,
Myter fra andre kulturer,Hvilken japansk gud forbindes med månen?,500,Tsukuyomi,Raijin,Fujin,Ebisu,,,
