Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Regning,Hvad er 7 · (5 + 3)?,100,56,40,49,63,,,
Regning,Hvad er 250 ÷ 5 + 17?,200,67,57,60,77,,,
Regning,Hvad er 3 · 24 - 16?,300,56,48,60,64,,,
Regning,Hvad er 1.000 - 468?,400,532,522,542,568,,,
Regning,Hvad er 32 · 15?,500,480,450,470,510,,,
Brøker og procent,"Hvad er 12,5 % af 160?",100,20,16,18,25,,,
Brøker og procent,Hvad er 7/10 skrevet som procent?,200,70 %,7 %,17 %,700 %,,,
Brøker og procent,Hvad er 30 % af 240?,300,72,60,70,84,,,
Brøker og procent,Hvad er 1 1/2 skrevet som decimaltal?,400,"1,5","1,2","1,25","2,5",,,
Brøker og procent,Hvad er 4/5 ÷ 2/5?,500,2,1,4,8/25,,,
Geometri og måling,Hvad er vinkelsummen i en firkant?,100,360°,180°,270°,540°,,,
Geometri og måling,Hvad er rumfanget af en kasse på 3 cm × 4 cm × 5 cm?,200,60 cm³,12 cm³,20 cm³,47 cm³,,,
Geometri og måling,"Hvad er omkredsen af en cirkel med diameter 10 cm, når π sættes til 3,14?",300,"31,4 cm","15,7 cm","62,8 cm",314 cm,,,
Geometri og måling,"Hvad er arealet af en cirkel med radius 3 cm, når π sættes til 3,14?",400,"28,26 cm²","18,84 cm²","9,42 cm²","56,52 cm²",,,
Geometri og måling,En retvinklet trekant har kateter på 6 cm og 8 cm. Hvor lang er hypotenusen?,500,10 cm,12 cm,14 cm,15 cm,,,
Tal og algebra,Hvilken værdi af x løser 3x = 27?,100,9,6,8,12,,,
Tal og algebra,"Hvad er næste tal i følgen 1, 4, 9, 16, ...?",200,25,20,24,32,,,
Tal og algebra,Hvad er 10⁻²?,300,"0,01","0,1","0,001",100,,,
Tal og algebra,Hvilken værdi af x løser 2x + 5 = 17?,400,6,5,7,11,,,
Tal og algebra,Hvad er faktoriseringen af 36 i primtal?,500,2² · 3²,2 · 18,3 · 12,6²,,,
