Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Kroppe og tilpasninger,"Hvilken fisk er dækket af bladlignende udvækster, der camouflerer den blandt tang?",100,blad-dragefisk,søhest,flyvefisk,kuglefisk,,,
Kroppe og tilpasninger,"Hvilken frøgruppe har så gennemsigtig hud på bugen, at organer kan ses?",200,glasfrøer,giftfrøer,løvfrøer,hornfrøer,,,
Kroppe og tilpasninger,Hvilken australsk øgle leder vand mod munden gennem små riller mellem skællene?,300,tornet djævel,kraveøgle,blåtunget skink,varan,,,
Kroppe og tilpasninger,"Hvilken øgle kaldes “Jesus-øgle”, fordi den kan løbe korte strækninger på vandoverfladen?",400,basilisk,leguan,gekko,agam,,,
Kroppe og tilpasninger,Hvad består skællene hos skældyr hovedsagelig af?,500,keratin,kalk,kitin,benvæv,,,
Levesteder og udbredelse,Hvilket land er kiwiernes naturlige hjemsted?,100,New Zealand,Australien,Chile,Japan,,,
Levesteder og udbredelse,I hvilken region lever binturongen naturligt?,200,Syd- og Sydøstasien,Sahara,Sydamerika,Sydeuropa,,,
Levesteder og udbredelse,I hvilke høje bjergområder lever sneleoparden?,300,Centralasiens bjergkæder,Andesbjergene,Alperne,Atlasbjergene,,,
Levesteder og udbredelse,Hvor lever rovdyret fossa naturligt?,400,Madagaskar,Filippinerne,Ny Guinea,Sumatra,,,
Levesteder og udbredelse,På hvilket kontinent lever mankeulven naturligt?,500,Sydamerika,Afrika,Asien,Australien,,,
Adfærd og føde,"Hvilken australsk fugl kan efterligne motorsave, kameraer og andre fugles kald?",100,lyrehalefugl,kookaburra,kasuar,emu,,,
Adfærd og føde,Hvad bygger en han-løvhyttefugl for at imponere hunner?,200,en dekoreret løvhytte,et muddertårn,en flydende rede,en underjordisk tunnel,,,
Adfærd og føde,Hvilken afrikansk fugl kan lede mennesker til vilde bikolonier?,300,stor honninggøg,næsehornsfugl,sekretærfugl,væverfugl,,,
Adfærd og føde,"Hvilket natligt insekt bruger Mælkevejen som orientering, når det ruller sin kugle?",400,gødningsbille,oldenborre,knæler,vandkalv,,,
Adfærd og føde,Hvilket havdyr er set bære kokosnøddeskaller som flytbart skjul?,500,kokosblæksprutte,nautil,sepia,kæmpeblæksprutte,,,
Slægtskab og formering,Hvilken dyregruppe tilhører dolkhaler trods deres navn?,100,leddyr,fisk,bløddyr,pighuder,,,
Slægtskab og formering,Hvad er en hvalhaj zoologisk set?,200,en fisk,et pattedyr,en padde,et krybdyr,,,
Slægtskab og formering,Hvilken dyreklasse tilhører flagermus?,300,pattedyr,fugle,krybdyr,padder,,,
Slægtskab og formering,Hvilket pigget australsk dyr er ligesom næbdyret et æglæggende pattedyr?,400,myrepindsvin,pindsvin,pungdjævel,muldvarp,,,
Slægtskab og formering,Hvilken dyregruppe tilhører vandmænd?,500,nældedyr,bløddyr,pighuder,ledorme,,,
