Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og styreformer,Hvad er Norges valuta?,100,norske kroner,danske kroner,euro,svenske kroner,,,
Lande og styreformer,Hvad hedder Sveriges valuta?,200,svenske kroner,norske kroner,euro,danske kroner,,,
Lande og styreformer,Hvilket betalingsmiddel har Finland som euroland?,300,euro,svenske kroner,finske mark,norske kroner,,,
Lande og styreformer,Hvad hedder den islandske valuta?,400,islandske kroner,euro,norske kroner,danske kroner,,,
Lande og styreformer,Hvad er det officielle betalingsmiddel på Færøerne?,500,danske kroner,euro,norske kroner,svenske kroner,,,
Natur og geografi,Hvor mange hovedøer består Færøerne af?,100,18,8,24,36,,,
Natur og geografi,"Hvor mange øer angiver Nordisk Samarbejde, at Åland består af?",200,6.757,675,1.581,18,,,
Natur og geografi,Hvilket bjerg er højest i Norge?,300,Galdhøpiggen,Kebnekaise,Halti,Hvannadalshnúkur,,,
Natur og geografi,Hvilket svensk bjerg når landets største højde?,400,Kebnekaise,Galdhøpiggen,Slættaratindur,Orrdalsklint,,,
Natur og geografi,Hvad kaldes Finlands højeste punkt ved grænsen til Norge?,500,Halti,Saana,Kebnekaise,Galdhøpiggen,,,
Sprog og kultur,Hvilket sprog har Åland som eneste officielle sprog?,100,svensk,finsk,dansk,norsk,,,
Sprog og kultur,Hvad hedder de to ligestillede norske skriftsprog?,200,bokmål og nynorsk,riksmål og landsmål,svensk og nynorsk,bokmål og samisk,,,
Sprog og kultur,Hvem udarbejdede i 1800-tallet grundlaget for nynorsk?,300,Ivar Aasen,Henrik Ibsen,Snorri Sturluson,Elias Lönnrot,,,
Sprog og kultur,Hvilke tre ekstra bogstaver bruges i det danske alfabet efter z?,400,"æ, ø og å","ä, ö og ü","å, ä og ö","þ, ð og æ",,,
Sprog og kultur,Hvilket af disse er et officielt nationalt mindretalssprog i Sverige?,500,meänkieli,islandsk,færøsk,grønlandsk,,,
Historie og samarbejde,I hvilket år trådte Danmark ind i det daværende EF?,100,1973,1957,1985,1995,,,
Historie og samarbejde,I hvilket år blev Sverige medlem af EU?,200,1995,1973,1986,2004,,,
Historie og samarbejde,I hvilket år blev Finland medlem af EU?,300,1995,1973,1981,2004,,,
Historie og samarbejde,Hvilket nordisk land blev optaget i NATO i 2023?,400,Finland,Sverige,Island,Danmark,,,
Historie og samarbejde,Hvilket land blev det seneste nordiske NATO-medlem i 2024?,500,Sverige,Finland,Norge,Island,,,
