Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Käse’?,100,ost,æble,brød,mælk,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Brot’?,200,brød,æble,ost,mælk,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Milch’?,300,mælk,æble,ost,brød,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Montag’?,400,mandag,vi ses i morgen,i går,snart,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘bis morgen’?,500,vi ses i morgen,mandag,i går,snart,,,
Grammatik og udtale,Hvilken form af “haben” passer til “wir”?,100,haben,habt,hat,habe,,,
Grammatik og udtale,Hvilken form af “werden” passer til “er”?,200,wird,werde,werdet,werden,,,
Grammatik og udtale,Hvordan placeres det delte verbum i “Ich ___ um sieben Uhr ___”?,300,stehe … auf,aufstehe … ikke mere,auf … stehe,stehe auf … igen til sidst,,,
Grammatik og udtale,Hvilken sætning står korrekt i perfektum?,400,Ich habe gearbeitet.,Ich bin gearbeitet.,Ich habe arbeiten.,Ich arbeitete gehabt.,,,
Grammatik og udtale,Hvilket hjælpeverbum bruges normalt i perfektum af “gehen”?,500,sein,haben,werden,können,,,
Kunst og kultur,Hvem skrev værket “Die Klavierspielerin”?,100,Elfriede Jelinek,Hermann Hesse,Bertolt Brecht,Friedrich Dürrenmatt,,,
Kunst og kultur,Hvem skabte værket eller figuren Struwwelpeter?,200,Heinrich Hoffmann,Johanna Spyri,Erich Kästner,Michael Ende,,,
Kunst og kultur,Hvem skabte værket eller figuren Heidi?,300,Johanna Spyri,Heinrich Hoffmann,Erich Kästner,Michael Ende,,,
Kunst og kultur,Hvem skabte værket eller figuren Emil und die Detektive?,400,Erich Kästner,Heinrich Hoffmann,Johanna Spyri,Michael Ende,,,
Kunst og kultur,Hvem skabte værket eller figuren Die unendliche Geschichte?,500,Michael Ende,Heinrich Hoffmann,Johanna Spyri,Erich Kästner,,,
Den tysktalende verden,I hvilket land er tysk ét af fire nationale sprog?,100,Schweiz,Tyskland,Østrig,Belgien,,,
Den tysktalende verden,I hvilket land findes et officielt tysksproget fællesskab?,200,Belgien,Tyskland,Østrig,Schweiz,,,
Den tysktalende verden,I hvilken by eller region ligger Brandenburger Tor?,300,Berlin,Wien,Bayern,Alperne på grænsen mellem Schweiz og Italien,,,
Den tysktalende verden,I hvilken by eller region ligger Schloss Schönbrunn?,400,Wien,Berlin,Bayern,Alperne på grænsen mellem Schweiz og Italien,,,
Den tysktalende verden,I hvilken by eller region ligger Schloss Neuschwanstein?,500,Bayern,Berlin,Wien,Alperne på grænsen mellem Schweiz og Italien,,,
