Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Fysik, måling og forskning",Hvad var Ole Rømers afgørende konklusion om lys?,100,Det bevæger sig med en endelig hastighed,Det kan ikke bevæge sig i vakuum,Det består kun af lydsvingninger,Det bevæger sig øjeblikkeligt,,,
"Fysik, måling og forskning",Hvilken dansk kemiker indførte pH-begrebet i 1909?,200,S.P.L. Sørensen,Johan Kjeldahl,Niels Finsen,August Krogh,,,
"Fysik, måling og forskning",Hvilket år indførte S.P.L. Sørensen pH-skalaen?,300,1909,1884,1920,1943,,,
"Fysik, måling og forskning","På hvilket laboratorium arbejdede S.P.L. Sørensen, da han udviklede pH-begrebet?",400,Carlsberg Laboratorium,Niels Bohr Institutet,Statens Serum Institut,Risø,,,
"Fysik, måling og forskning",Hvad angiver en pH-værdi først og fremmest?,500,hvor sur eller basisk en opløsning er,hvor hurtigt en væske fordamper,hvor meget en genstand vejer,hvor stærkt et stof leder elektricitet,,,
Medicin og bioteknologi,Hvilken forsker var med til at grundlægge Nordisk Insulinlaboratorium i 1923?,100,Hans Christian Hagedorn,Hans Christian Gram,Niels Stensen,Villum Kann Rasmussen,,,
Medicin og bioteknologi,Hvad står forkortelsen NPH for i insulinpræparatet NPH-insulin?,200,Neutral Protamine Hagedorn,Nordic Pure Human,Neutral Pancreatic Hormone,Novo Protamine Hybrid,,,
Medicin og bioteknologi,Hvilket stof bruges i NPH-insulin til at forlænge insulinets virkning?,300,protamin,heparin,penicillin,adrenalin,,,
Medicin og bioteknologi,Hvilket år blev NPH-insulin introduceret?,400,1946,1923,1954,1985,,,
Medicin og bioteknologi,Hvilket år blev den første NovoPen lanceret?,500,1985,1957,1973,1997,,,
"Industri, transport og hverdag",Hvem grundlagde Danfoss?,100,Mads Clausen,Poul Due Jensen,P.A. Fisker,Villum Kann Rasmussen,,,
"Industri, transport og hverdag",Hvor blev Danfoss grundlagt?,200,Nordborg på Als,Billund,Bjerringbro,Kalundborg,,,
"Industri, transport og hverdag","Hvilket år grundlagde Mads Clausen virksomheden, der blev til Danfoss?",300,1933,1906,1945,1957,,,
"Industri, transport og hverdag",Hvilken komponent til køleanlæg var blandt Mads Clausens første produkter?,400,en automatisk ekspansionsventil,en dieselmotor,en elektrisk støvsuger,en insulinpumpe,,,
"Industri, transport og hverdag",Hvad regulerer en termostatisk radiatorventil?,500,rummets temperatur,vandets surhedsgrad,bilmotorens omdrejninger,radioens lydstyrke,,,
"Lyd, leg og digitale idéer",Hvilket år blev Bang & Olufsen grundlagt?,100,1925,1898,1932,1958,,,
"Lyd, leg og digitale idéer",I hvilken vestjysk by blev Bang & Olufsen grundlagt?,200,Struer,Herning,Esbjerg,Holstebro,,,
"Lyd, leg og digitale idéer",Hvilket produktområde forbindes især med Bang & Olufsen?,300,lyd- og billedudstyr,pumper og ventiler,medicin og stomiposer,byggesten og legetøj,,,
"Lyd, leg og digitale idéer",Hvilken dansk datalog skabte programmeringssproget C++?,400,Bjarne Stroustrup,Anders Hejlsberg,Peter Naur,Per Brinch Hansen,,,
"Lyd, leg og digitale idéer",På hvilket forskningssted begyndte Bjarne Stroustrup arbejdet med C++?,500,Bell Labs,CERN,Niels Bohr Institutet,Carlsberg Laboratorium,,,
