Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1988?,100,Seoul,Busan,Tokyo,Beijing,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1996?,200,Atlanta,Boston,Dallas,Miami,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1972?,300,München,Hamborg,Frankfurt,Wien,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1976?,400,Montréal,Toronto,Vancouver,Québec,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1968?,500,Mexico City,Guadalajara,Monterrey,Havana,,,
Sportsgrene og discipliner,Hvor mange spillere har et volleyballhold på banen ad gangen?,100,6,5,7,9,,,
Sportsgrene og discipliner,Hvor mange spillere har et håndboldhold på banen ad gangen inklusive målmanden?,200,7,6,8,11,,,
Sportsgrene og discipliner,Hvor mange spillere har et rugby sevens-hold på banen?,300,7,5,11,15,,,
Sportsgrene og discipliner,Hvor mange spillere har et landhockeyhold normalt på banen inklusive målmanden?,400,11,7,9,12,,,
Sportsgrene og discipliner,"Hvilken kampsport bruger kast, holdegreb og ippon som central scoring?",500,judo,taekwondo,boksning,fægtning,,,
Symboler og organisation,Hvilke tre værdier fremhæver IOC som olympiske kerneværdier?,100,"excellence, respekt og venskab","styrke, sejr og berømmelse","fart, højde og længde","disciplin, lydighed og nationalitet",,,
Symboler og organisation,Hvad betyder forkortelsen IOC på engelsk?,200,International Olympic Committee,International Organisation of Champions,Intercontinental Olympic Council,International Office of Competition,,,
Symboler og organisation,"Hvad kaldes et lands organisation under den olympiske bevægelse, for eksempel Danmarks Idrætsforbund som dansk repræsentant?",300,"en national olympisk komité, NOC","et internationalt specialforbund, IF","en lokal organisationskomité, OCOG",en professionel liga,,,
Symboler og organisation,"Hvad kaldes det internationale forbund, der styrer en olympisk sportsgren?",400,"et internationalt specialforbund, IF","en national olympisk komité, NOC",en værtsbys OCOG,en atleterklub,,,
Symboler og organisation,Hvad kaldes organisationskomitéen for en bestemt udgave af de olympiske lege?,500,OCOG,NOC,WADA,CAS,,,
Atleter og præstationer,"Hvilken atlet vandt guld i både 5000 meter, 10.000 meter og maraton ved Helsinki 1952?",100,Emil Zátopek,Paavo Nurmi,Abebe Bikila,Lasse Virén,,,
Atleter og præstationer,Hvilken etiopisk løber vandt OL-maraton barfodet i Rom 1960?,200,Abebe Bikila,Mamo Wolde,Haile Gebrselassie,Kenenisa Bekele,,,
Atleter og præstationer,Hvilken højdespringer gjorde “Fosbury Flop” berømt ved OL i 1968?,300,Dick Fosbury,Valeriy Brumel,Javier Sotomayor,Charles Dumas,,,
Atleter og præstationer,"Hvilken længdespringer satte verdensrekord med 8,90 meter ved OL i Mexico City 1968?",400,Bob Beamon,Mike Powell,Carl Lewis,Ralph Boston,,,
Atleter og præstationer,Hvilken svømmer vandt syv guldmedaljer ved OL i München 1972?,500,Mark Spitz,Michael Phelps,Matt Biondi,Alexander Popov,,,
