Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Klima og drivhuseffekt,Hvad betyder albedo?,100,"den andel af indkommende lys, som en overflade reflekterer",luftens indhold af ilt,havets gennemsnitlige dybde,en gletsjers bevægelseshastighed,,,
Klima og drivhuseffekt,Hvad er en klimafeedback?,200,"en proces, der forstærker eller dæmper en indledende klimaændring",en meningsmåling om klima,en daglig vejrudsigt,et internationalt klimatopmøde,,,
Klima og drivhuseffekt,Hvad kendetegner en positiv klimafeedback?,300,den forstærker den oprindelige ændring,den ophæver altid al opvarmning,den påvirker kun tidevand,den virker kun i laboratorier,,,
Klima og drivhuseffekt,Hvad er en aerosol i klimasammenhæng?,400,små partikler eller dråber i atmosfæren,en type havstrøm,et lag i Jordens kerne,en måleenhed for nedbør,,,
Klima og drivhuseffekt,Hvordan virker vanddampsfeedbacken typisk i et varmere klima?,500,"varmere luft kan indeholde mere vanddamp, som yderligere forstærker opvarmningen",vanddamp forsvinder helt fra atmosfæren,mere vanddamp stopper al solstråling,vanddamp ændrer Jordens aksehældning,,,
Menneskelige udledninger,Hvad er den direkte kilde til CO₂ fra et kulfyret kraftværk?,100,forbrænding af kullets kulstof,vandets fordampning i køletårnet,generatorens magnetfelt,elektricitetens bevægelse i ledninger,,,
Menneskelige udledninger,Hvilken energikilde står bag størstedelen af transportsektorens direkte CO₂-udledninger?,200,oliebaserede brændstoffer,vindenergi,geotermisk energi,vandkraft,,,
Menneskelige udledninger,Hvilken gruppe drivhusgasser bruges blandt andet som kølemidler i køleanlæg og varmepumper?,300,HFC-gasser,ædelgasser,sulfater,iltisotoper,,,
Menneskelige udledninger,Hvilken meget potent drivhusgas bruges blandt andet som isoleringsgas i elektrisk udstyr?,400,"svovlhexafluorid, SF₆","svovldioxid, SO₂","metan, CH₄","ammoniak, NH₃",,,
Menneskelige udledninger,Hvilken gruppe fluorholdige drivhusgasser forbindes blandt andet med aluminium- og elektronikindustri?,500,PFC-gasser,nitrater,silikater,chlorider,,,
Følger og risici,Hvilken type ekstrem hændelse bliver typisk hyppigere og mere intens ved global opvarmning?,100,hedebølger,solformørkelser,jordskælv,vulkanudbrud,,,
Følger og risici,Hvad er meteorologisk tørke?,200,en længere periode med usædvanligt lidt nedbør,en periode med lavt tidevand,et pludseligt temperaturfald,en storm uden lyn,,,
Følger og risici,Hvorfor kan kraftig nedbør blive mere intens i et varmere klima?,300,varmere luft kan indeholde mere vanddamp,varmere luft kan ikke indeholde vand,regnskyer bliver altid mindre,havene holder op med at fordampe,,,
Følger og risici,Hvad betyder arktisk forstærkning?,400,Arktis opvarmes hurtigere end det globale gennemsnit,Arktis bliver større hvert år,vinden i Arktis stopper helt,Solen skinner stærkere ved Nordpolen end ved ækvator,,,
Følger og risici,Hvorfor kan optøning af permafrost forstærke opvarmningen?,500,kulstof kan frigives som CO₂ og metan,frossen jord omdannes til sollys,permafrost absorberer al atmosfærisk ilt,optøning stopper nedbrydning af organisk stof,,,
Løsninger og aftaler,Hvad betyder energieffektivitet?,100,at levere samme nytte med mindre energi,at bruge mere energi på samme opgave,at lagre al energi som kul,at slukke for alle elektriske apparater permanent,,,
Løsninger og aftaler,Hvordan kan god kollektiv trafik reducere transportudledninger?,200,ved at flytte flere personer med færre køretøjer og mindre energi pr. passager,ved at gøre alle rejser længere,ved kun at bruge større parkeringspladser,ved at forbyde gang og cykling,,,
Løsninger og aftaler,Hvad gør en varmepumpe?,300,den flytter varme fra et koldere område til et varmere ved hjælp af energi,den producerer varme ved at brænde kul i boligen,den omdanner al varme til lys,den kan kun køle og aldrig varme,,,
Løsninger og aftaler,Hvad betyder elektrificering som klimatiltag?,400,"at erstatte direkte brug af fossile brændsler med elektricitet, hvor det er muligt",at gøre elnettet mekanisk,at øge benzinforbruget,at fjerne alle batterier,,,
Løsninger og aftaler,"Hvad betyder genplantning af skov, reforestation?",500,"at genetablere skov på arealer, der tidligere var skov",at plante skov på havbunden,at fjerne alle gamle træer,at dyrke korn i en skov,,,
