Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Guder og slægter,"Hvilken gud er særlig knyttet til hav, sejlads og rigdom?",100,Njord,Ull,Forsete,Høner,,,
Guder og slægter,Hvilken jættekvinde og gudinde forbindes med ski og jagt?,200,Skade,Nanna,Eir,Snotra,,,
Guder og slægter,Hvilken gud forbindes med digtekunst og veltalenhed?,300,Brage,Vidar,Vali,Hod,,,
Guder og slægter,Hvilken gud forbindes i Snorres Edda med retfærdighed og forlig?,400,Forsete,Tyr,Ull,Høner,,,
Guder og slægter,Hvilken herskerinde over dødsriget er datter af Loke?,500,Hel,Ran,Gerda,Gefion,,,
Væsner og genstande,"Hvad hedder Odins ring, som drypper nye ringe hver niende nat?",100,Draupner,Andvaranaut,Brisingamen,Gleipner,,,
Væsner og genstande,"Hvad hedder Frejs skib, der kan foldes sammen?",200,Skidbladner,Naglfar,Hringhorni,Sessrumnir,,,
Væsner og genstande,Hvilket horn blæser Heimdal i ved Ragnarok?,300,Gjallarhorn,Odreør,Lur Gjoll,Bragebægeret,,,
Væsner og genstande,"Hvad hedder skibet af døde menneskers negle, der sejler ved Ragnarok?",400,Naglfar,Skidbladner,Hringhorni,Ellida,,,
Væsner og genstande,Hvilket sværd bruger Sigurd til at dræbe dragen Fafner?,500,Gram,Gungner,Tyrfing,Dainsleif,,,
Verdener og fortællinger,Hvilken tåget og kold urverden nævnes sammen med Muspelheim i skabelsesfortællingen?,100,Niflheim,Alfheim,Asgård,Jotunheim,,,
Verdener og fortællinger,Hvad kaldes broen mellem Midgård og Asgård?,200,Bifrost,Gjallarbroen,Bilrosts port,Valgrind,,,
Verdener og fortællinger,Hvilken brønd ved Yggdrasil forbindes med nornerne?,300,Urds brønd,Mimers brønd,Hvergelmir,Suttungs kilde,,,
Verdener og fortællinger,Hvilken brønd ofrer Odin sit øje ved?,400,Mimers brønd,Urds brønd,Hvergelmir,Gjallarkilden,,,
Verdener og fortællinger,Hvad kaldes gudernes og verdens undergang og fornyelse?,500,Ragnarok,Fimbulvinter,Ginnungagap,Vigrid,,,
"Kilder, ritualer og ord","Hvad hedder den del af Snorres Edda, der især forklarer skjaldesprogets billeder og omskrivninger?",100,Skáldskaparmál,Gylfaginning,Háttatal,Vaftrudnersmål,,,
"Kilder, ritualer og ord",Hvad kaldes en poetisk omskrivning som “hvalens vej” for havet?,200,en kenning,en rune,en galder,et blót,,,
"Kilder, ritualer og ord",Hvad var en skjald i nordisk middelalder?,300,"en digter, ofte knyttet til en fyrstes hof",en tempelpræstinde,en skibsbygger,en lovsigemand alene,,,
"Kilder, ritualer og ord","Hvad kaldes den norrøne form for magi, som blandt andet forbindes med Freja og Odin?",400,sejd,blót,holmgang,ting,,,
"Kilder, ritualer og ord",Hvad betyder ordet blót i førkristen nordisk religionspraksis?,500,et rituelt offer eller kultmåltid,en skriftlig lovsamling,en begravelseshøj,en krigserklæring,,,
