Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Retter og hjemsteder,"Hvilken koreansk madvare består af fermenterede grøntsager, ofte kinakål eller radise?",100,kimchi,miso,tempeh,natto,,,
Retter og hjemsteder,Hvilket nordafrikansk køkkenredskab og hvilken gryderet deler navn?,200,tagine,tandoor,wok,paellera,,,
Retter og hjemsteder,Hvilken grynret af dampet semulje er traditionel i Nordafrika?,300,couscous,polenta,bulgur,risotto,,,
Retter og hjemsteder,Hvilken ret af rå fisk eller skaldyr marineret i citrus forbindes særligt med Peru?,400,ceviche,sashimi,gravlaks,poke,,,
Ingredienser og teknikker,Hvad er tempura?,100,en japansk metode med let dej og friturestegning,en koreansk fermenteringskrukke,en kinesisk dampkurv,en indisk krydderiblanding,,,
Ingredienser og teknikker,Hvad er en tandoor?,200,en cylindrisk lerovn,en japansk kniv,en mexicansk morter,en fransk kobbergryde,,,
Ingredienser og teknikker,Hvilken metode bruger en wok og meget høj varme i kort tid?,300,wokstegning,braisering,pochering,konfitering,,,
Ingredienser og teknikker,Hvad består en klassisk roux af?,400,fedtstof og mel,æg og olie,mælk og ost,sukker og vand,,,
"Brød, sødt og drikke",Hvilket korn bruges traditionelt som hovedingrediens i injera?,100,teff,rug,majs,byg,,,
"Brød, sødt og drikke",Hvilke to hovedtyper af tortilla er almindelige i Mexico?,200,majs- og hvedetortilla,rug- og bygtortilla,ris- og boghvedetortilla,havre- og speltortilla,,,
"Brød, sødt og drikke",Hvilket italiensk fladbrød bages typisk med olivenolie og kan toppes med urter?,300,focaccia,brioche,pumpernickel,matzah,,,
"Brød, sødt og drikke",Hvilket flettet brød forbindes med jødisk sabbat og højtider?,400,challah,ciabatta,panettone,naan,,,
Måltider og madkultur,Hvad er iftar under ramadanen?,100,"måltidet, der bryder dagens faste",måltidet før solopgang,en pilgrimsrejse,en særlig brødtype,,,
Måltider og madkultur,"Hvilket ord bruges om mad, der er tilladt efter islamiske regler?",200,halal,kosher,vegan,umami,,,
Måltider og madkultur,Hvilken kombination holdes adskilt i traditionel kosher madlavning?,300,kød og mælkeprodukter,fisk og grøntsager,brød og vin,salt og sukker,,,
