Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Ansigt, blik og bevægelse","Hvad kaldes en konventionel gestus med en ret fast kulturel betydning, som en tommelfinger op?",100,et emblem,en adaptor,en regulator,en refleks,,,
"Ansigt, blik og bevægelse","Hvad kaldes bevægelser, der ledsager og tydeliggør det, man siger?",200,illustratorer,emblemer,pauser,artefakter,,,
"Ansigt, blik og bevægelse","Hvad kaldes små selvberøringer eller rastløse bevægelser, der ofte håndterer spænding?",300,adaptorer,illustratorer,deiktiske ord,prosodi,,,
"Ansigt, blik og bevægelse","Hvilken betegnelse bruges om signaler, der viser følelser i ansigt og krop?",400,affektudtryk,grammatik,ortografi,debatteknik,,,
"Stemme, rum og berøring","Hvilket stemmetræk handler om, hvor kraftigt stemmen høres?",100,lydstyrke,pupilstørrelse,håndstilling,øjefarve,,,
"Stemme, rum og berøring",Hvad kan en pause i talen blandt andet bruges til?,200,at markere eftertryk eller give tænketid,at ændre personens højde,at forkorte afstanden fysisk,at erstatte alle ord,,,
"Stemme, rum og berøring",Hvilken nonverbal lyd kan udtrykke lettelse uden egentlige ord?,300,et suk,en paragraf,et komma,en håndbevægelse,,,
"Stemme, rum og berøring",Hvilket fænomen er latter et eksempel på?,400,en nonverbal vokalisering,en skriftlig kode,en afstandszone,en genstand,,,
Samtalens funktioner,"Hvilken funktion har et sarkastisk tonefald, der ikke passer til de positive ord?",100,den modsiger eller ændrer ordenes mening,den gentager kun ordene,den viser afstand i meter,den er skriftlig,,,
Samtalens funktioner,Hvilken funktion har et løftet øjenbryn på et bestemt ord?,200,den kan fremhæve ordet,den oversætter ordet,den fjerner ordets lyd,den ændrer alfabetet,,,
Samtalens funktioner,Hvilken funktion har øjenkontakt og små nik i styringen af turtagning?,300,de regulerer samtalen,de erstatter alle emner,de gør samtalen skriftlig,de måler højden,,,
Samtalens funktioner,Hvad kaldes korte lytterreaktioner som “mhm” og nik?,400,backchannel-signaler,nøgleord,morfemer,overskrifter,,,
"Kultur, forskning og myter",Hvad er den bedste tilgang til mulig deception?,100,"vurdere indhold, kontekst og flere datakilder",lede efter én magisk gestus,antage at nervøsitet er løgn,ignorere det sagte,,,
"Kultur, forskning og myter","Hvad er problemet med påstanden om, at krydsede arme altid betyder modstand?",200,"gestussen kan også skyldes kulde, vane eller komfort",armene kan ikke krydses,modstand vises kun med stemmen,påstanden gælder kun børn,,,
"Kultur, forskning og myter",Hvad er Mehrabians 7-38-55-regel oprindeligt knyttet til?,300,snævre forsøg med modstridende følelsesbudskaber,al menneskelig kommunikation,matematikundervisning,skriftlig juridisk tekst,,,
