Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Klima og drivhuseffekt,Hvilken enhed bruges ofte til atmosfærens koncentration af kuldioxid?,100,ppm,kilowatt,pascal,decibel,,,
Klima og drivhuseffekt,Hvad gør en positiv strålingspåvirkning normalt ved klimasystemet?,200,den bidrager til opvarmning,den stopper al nedbør,den sænker altid havniveauet,den fjerner alle skyer,,,
Klima og drivhuseffekt,Hvad gør en negativ strålingspåvirkning normalt ved klimasystemet?,300,den bidrager til afkøling,den øger altid havets saltholdighed,den gør dagene længere,den skaber jordskælv,,,
Klima og drivhuseffekt,"Hvad betyder strålingspåvirkning, også kaldet radiative forcing?",400,en ændring i Jordens energibalance,en måling af vindens retning,en optælling af solpletter alene,en ændring i Jordens omløbshastighed,,,
Menneskelige udledninger,"Hvilken gas dannes ofte, når organisk affald nedbrydes uden ilt på lossepladser?",100,metan,ilt,kvælstof,helium,,,
Menneskelige udledninger,Hvilken drivhusgas kan dannes i oversvømmede rismarker uden meget ilt?,200,metan,argon,ilt,kvælstof,,,
Menneskelige udledninger,Hvilken drivhusgas kan øges ved brug af kvælstofgødning i jord?,300,lattergas,kulilte,radon,vandstof,,,
Menneskelige udledninger,Hvilke drivhusgasser kan især komme fra husdyrgødning?,400,metan og lattergas,ilt og argon,helium og neon,svovldioxid og brint,,,
Følger og risici,"Hvad sker der med havets pH, når mere kuldioxid opløses og giver forsuring?",100,pH falder,pH stiger altid til 14,pH ændres ikke,pH bliver præcis 7 overalt,,,
Følger og risici,Hvad sker der ved koralblegning?,200,koraller mister mange af deres symbiotiske alger og bliver blege,koraller omdannes til kalksand på én dag,koraller producerer ekstra pigment ved kulde,alle koraller dør øjeblikkeligt,,,
Følger og risici,Hvad er en marin hedebølge?,300,en længere periode med usædvanligt høje havtemperaturer i et område,en storm med meget høje bølger,et vulkanudbrud under havet,en tidevandsbølge efter jordskælv,,,
Følger og risici,Hvordan kan tilbagetrækning af bjerggletsjere påvirke vandforsyning?,400,den kan ændre sæsonen og mængden af smeltevand i floder,den stopper al nedbør globalt,den gør floder salte,den fordobler altid grundvandet,,,
Løsninger og aftaler,Hvilken fælles egenskab har sol- og vindenergi under drift?,100,de producerer elektricitet uden direkte afbrænding af fossile brændsler,de virker kun om natten,de udleder altid mere CO₂ end kul,de kan kun bruges på øer,,,
Løsninger og aftaler,Hvad betyder netto-nul CO₂?,200,at menneskeskabte CO₂-udledninger balanceres af menneskeskabt fjernelse af CO₂,at der ikke findes CO₂ i atmosfæren,at alle lande har samme udledning,at kulstoffet i havet er nul,,,
Løsninger og aftaler,Hvad er et resterende kulstofbudget?,300,"den mængde CO₂, der endnu kan udledes for en given sandsynlighed for et temperaturmål",et lands årlige energiregning,prisen på ét ton kul,et budget til vejrsatellitter,,,
