Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Fenster’?,100,vindue,hus,dør,tag,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Tür’?,200,dør,hus,vindue,tag,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Dach’?,300,tag,hus,vindue,dør,,,
Ord og udtryk,Hvad betyder det tyske ord eller udtryk ‘Apfel’?,400,æble,ost,brød,mælk,,,
Grammatik og udtale,Hvilken form er korrekt i akkusativ: “Ich sehe ___ Mann”?,100,den,der,dem,des,,,
Grammatik og udtale,Hvilken form er korrekt i dativ: “Ich helfe ___ Kind”?,200,dem,das,den,des,,,
Grammatik og udtale,Hvilken form er korrekt i genitiv: “die Tür ___ Hauses”?,300,des,dem,den,das,,,
Grammatik og udtale,Hvilken form af “sein” passer til “ich”?,400,bin,bist,ist,sind,,,
Kunst og kultur,Hvem skrev værket “Buddenbrooks”?,100,Thomas Mann,Johann Wolfgang von Goethe,Friedrich Schiller,Franz Kafka,,,
Kunst og kultur,Hvem skrev værket “Siddhartha”?,200,Hermann Hesse,Bertolt Brecht,Friedrich Dürrenmatt,Elfriede Jelinek,,,
Kunst og kultur,Hvem skrev værket “Mutter Courage und ihre Kinder”?,300,Bertolt Brecht,Hermann Hesse,Friedrich Dürrenmatt,Elfriede Jelinek,,,
Kunst og kultur,Hvem skrev værket “Der Besuch der alten Dame”?,400,Friedrich Dürrenmatt,Hermann Hesse,Bertolt Brecht,Elfriede Jelinek,,,
Den tysktalende verden,Hvad er hovedstaden eller forbundsbyen i Liechtenstein?,100,Vaduz,Berlin,Wien,Bern,,,
Den tysktalende verden,"I hvilket land er tysk det almindelige føderale forvaltningssprog, og Berlin er hovedstad?",200,Tyskland,Østrig,Schweiz,Belgien,,,
Den tysktalende verden,"I hvilket land er tysk officielt landsdækkende, mens kroatisk, slovensk og ungarsk har officiel status i visse regioner?",300,Østrig,Tyskland,Schweiz,Belgien,,,
