Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘thunder’?,100,torden,finregn,brise,hagl,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘breeze’?,200,brise,finregn,torden,hagl,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘hail’?,300,hagl,finregn,torden,brise,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘borrow’?,400,låne af nogen,låne noget ud,forbedre,undgå,,,
Grammatik og udtale,Hvad er den korrekte komparativform af “good”?,100,better,gooder,more good,best,,,
Grammatik og udtale,Hvad er den korrekte superlativform af “bad”?,200,worst,baddest,more bad,worse,,,
Grammatik og udtale,Hvilken form er korrekt i sætningen “She ___ television every evening”?,300,watches,watch,watchs,watching,,,
Grammatik og udtale,Hvilket af disse engelske substantiver er normalt utælleligt?,400,advice,suggestion,idea,answer,,,
Litteratur og kultur,Hvem skrev værket “Nineteen Eighty-Four”?,100,George Orwell,William Shakespeare,Jane Austen,Charles Dickens,,,
Litteratur og kultur,Hvem skrev værket “The Lord of the Rings”?,200,J.R.R. Tolkien,Virginia Woolf,Charlotte Brontë,James Joyce,,,
Litteratur og kultur,Hvem skrev værket “Mrs Dalloway”?,300,Virginia Woolf,J.R.R. Tolkien,Charlotte Brontë,James Joyce,,,
Litteratur og kultur,Hvem skrev værket “Jane Eyre”?,400,Charlotte Brontë,J.R.R. Tolkien,Virginia Woolf,James Joyce,,,
Den engelsktalende verden,Hvad er hovedstaden i New Zealand?,100,Wellington,London,Dublin,Ottawa,,,
Den engelsktalende verden,Hvilket land har engelsk og fransk som føderale officielle sprog?,200,Canada,Irland,New Zealand,Singapore,,,
Den engelsktalende verden,Hvilket land har irsk som første officielle sprog og engelsk som andet?,300,Irland,Canada,New Zealand,Singapore,,,
