Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Forfattere og værker,Hvem skrev komedien “Jeppe på Bjerget”?,100,Ludvig Holberg,Adam Oehlenschläger,Johan Herman Wessel,Søren Kierkegaard,,,
Forfattere og værker,Hvem skrev novellen “Hosekræmmeren”?,200,Steen Steensen Blicher,Herman Bang,Henrik Pontoppidan,J.P. Jacobsen,,,
Forfattere og værker,Hvem skrev romanen “Kongens fald”?,300,Johannes V. Jensen,Tom Kristensen,Martin A. Hansen,Klaus Rifbjerg,,,
Forfattere og værker,Hvem skrev romanen “Ved Vejen”?,400,Herman Bang,Amalie Skram,Henrik Pontoppidan,J.P. Jacobsen,,,
Perioder og strømninger,"Hvilken romantisk idé ser natur, menneske og ånd som dele af en levende helhed?",100,organismetanken,behaviorismen,positivismen,dekonstruktionen,,,
Perioder og strømninger,Hvilken forfatter forbindes med dansk universalromantik og værker som “Aladdin”?,200,Adam Oehlenschläger,Herman Bang,Martin Andersen Nexø,Tom Kristensen,,,
Perioder og strømninger,Hvilken strømning brugte historiske emner og fædrelandet til at styrke national identitet?,300,nationalromantikken,naturalismen,futurismen,absurdismen,,,
Perioder og strømninger,Hvilken betegnelse bruges ofte om Blichers jordnære skildringer mellem romantik og realisme?,400,poetisk realisme,magisk realisme,socialistisk realisme,ny enkelhed,,,
"Figurer, former og genrer",Hvad hedder Jeppes kone i “Jeppe på Bjerget”?,100,Nille,Lucretia,Leonora,Magdelone,,,
"Figurer, former og genrer","Hvad hedder bondesønnen, der kalder sig Erasmus Montanus?",200,Rasmus Berg,Jeppe Nielsen,Jacob von Thybo,Henrik Meier,,,
"Figurer, former og genrer",Hvad hedder Pelles far i “Pelle Erobreren”?,300,Lasse Karlsson,Mikkel Thøgersen,Emanuel Hansted,Ole Jastrau,,,
"Figurer, former og genrer",Hvad er hovedpersonen Lykke-Pers borgerlige navn?,400,Peter Andreas Sidenius,Per Sidenius Brandt,Peder Lykke Madsen,Andreas Berg,,,
"Priser, sprog og litteraturliv","Hvad hedder prisen, som danske litteraturkritikere uddeler for årets bedste bog?",100,Kritikerprisen,De Gyldne Laurbær,H.C. Andersen Prisen,Weekendavisens Litteraturpris,,,
"Priser, sprog og litteraturliv",Hvilken pris er opkaldt efter boghandlernes gyldne laurbærkrans?,200,De Gyldne Laurbær,Nordisk Råds litteraturpris,Georg Brandes-Prisen,Blixenprisen,,,
"Priser, sprog og litteraturliv","Hvilken dansk forfatter vandt Nordisk Råds litteraturpris i 1970 for “Anna, jeg, Anna”?",300,Klaus Rifbjerg,Villy Sørensen,Benny Andersen,Leif Panduro,,,
