Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og styreformer,Hvad kaldes Færøernes hovedstad?,100,Tórshavn,Klaksvík,Nuuk,Mariehamn,,,
Lande og styreformer,Hvilken grønlandsk by er landets hovedstad?,200,Nuuk,Sisimiut,Tórshavn,Reykjavík,,,
Lande og styreformer,Hvilken by er centrum for Ålands selvstyre?,300,Mariehamn,Turku,Visby,Tórshavn,,,
Lande og styreformer,Hvad betaler man med i Danmark?,400,danske kroner,svenske kroner,euro,islandske kroner,,,
Natur og geografi,Hvilke tre lande har Norge landegrænse til?,100,"Sverige, Finland og Rusland","Danmark, Sverige og Finland","Sverige, Island og Rusland","Finland, Danmark og Rusland",,,
Natur og geografi,Hvilke tre lande har Finland landegrænse til?,200,"Sverige, Norge og Rusland","Danmark, Norge og Sverige","Sverige, Estland og Rusland","Norge, Island og Rusland",,,
Natur og geografi,Hvilket nordisk land har ingen landegrænser?,300,Island,Danmark,Finland,Norge,,,
Natur og geografi,På hvilket kontinent ligger Grønland geografisk?,400,Nordamerika,Europa,Asien,Antarktis,,,
Sprog og kultur,Hvilke to sprog er Finlands nationale sprog?,100,finsk og svensk,finsk og samisk,svensk og norsk,finsk og russisk,,,
Sprog og kultur,Hvilket sprog har officiel status i Island?,200,islandsk,færøsk,norsk,dansk,,,
Sprog og kultur,Hvad er Færøernes officielle sprog?,300,færøsk,islandsk,dansk,norsk,,,
Sprog og kultur,Hvilket sprog er officielt i Grønland?,400,grønlandsk,dansk,islandsk,inuktitut fra Canada,,,
Historie og samarbejde,Hvilken organisation står for det parlamentariske nordiske samarbejde?,100,Nordisk Råd,Nordisk Ministerråd,Arktisk Råd,Østersørådet,,,
Historie og samarbejde,Hvilken organisation står for de nordiske regeringers samarbejde?,200,Nordisk Ministerråd,Nordisk Råd,Nordisk Folketing,Skandinavisk Union,,,
Historie og samarbejde,Hvilke tre lande menes normalt med Skandinavien i snæver betydning?,300,"Danmark, Norge og Sverige","Danmark, Finland og Island","Norge, Sverige og Finland","Danmark, Sverige og Island",,,
