Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Rødder og hjemsteder,I hvilket årti fik rock'n'roll sit brede gennembrud i USA?,100,1950'erne,1920'erne,1970'erne,1990'erne,,,
Rødder og hjemsteder,Hvilken genre voksede ud af rhythm and blues og gospel i det afroamerikanske USA i 1950'erne og 1960'erne?,200,soul,grunge,trance,klezmer,,,
Rødder og hjemsteder,Hvilken genre udviklede sig i afroamerikanske miljøer med stærkt fokus på groove og synkoperet bas?,300,funk,fado,bluegrass,opera,,,
Rødder og hjemsteder,Hvilken dansemusikgenre dominerede mange natklubber i 1970'erne?,400,disco,bebop,folk metal,ragtime,,,
Rytmer og instrumenter,Hvad kaldes reggaens markante akkorder på de svage taktslag ofte?,100,offbeat-skank,four-on-the-floor,blastbeat,shufflebas,,,
Rytmer og instrumenter,Hvilken jamaicansk genre har typisk hurtigere tempo end reggae og tydelige offbeat-akkorder?,200,ska,dub,rocksteady,mento-ballade,,,
Rytmer og instrumenter,"Hvilket instrument får ofte en fremtrædende, synkoperet rolle i funk?",300,elbas,valdhorn,harpe,cembalo,,,
Rytmer og instrumenter,"Hvad kaldes den stabile stortromme på hvert taktslag, som er typisk for disco og house?",400,four-on-the-floor,clave,bossa-nova-celle,habanera,,,
Kunstnere og gennembrud,Hvilken musiker kaldes ofte “Father of Bluegrass”?,100,Bill Monroe,Chet Atkins,Muddy Waters,Dizzy Gillespie,,,
Kunstnere og gennembrud,Hvilken guitarist og sangskriver var en central pioner i rock'n'roll med numre som “Johnny B. Goode”?,200,Chuck Berry,Miles Davis,Johnny Cash,Marvin Gaye,,,
Kunstnere og gennembrud,Hvilken sangerinde blev kendt som “Queen of Soul”?,300,Aretha Franklin,Ella Fitzgerald,Dolly Parton,Donna Summer,,,
Kunstnere og gennembrud,Hvilken kunstner kaldes ofte “Godfather of Soul” og var afgørende for funkens udvikling?,400,James Brown,Sam Cooke,Ray Charles,Otis Redding,,,
Stilarter og undergenrer,Hvilken jazzstil fra 1950'erne videreudviklede bebop med stærke blues- og gospeltræk?,100,hard bop,cool jazz,dixieland,ambient jazz,,,
Stilarter og undergenrer,"Hvilken 1980'er- og 1990'er-stil blandede jazz med funk, soul og klubkultur?",200,acid jazz,barokjazz,free folk,chamber pop,,,
Stilarter og undergenrer,Hvilken bluesstil forbindes med akustisk guitar og Mississippi-deltaet?,300,Delta blues,Chicago blues,jump blues,British blues,,,
