Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Instruktører og film,Hvem instruerede boksedramaet “Raging Bull” fra 1980?,100,Martin Scorsese,Francis Ford Coppola,Michael Cimino,Sydney Pollack,,,
Instruktører og film,Hvem instruerede “Raiders of the Lost Ark” fra 1981?,200,Steven Spielberg,George Lucas,Richard Donner,John Landis,,,
Instruktører og film,Hvem instruerede “Aliens” fra 1986?,300,James Cameron,Ridley Scott,John Carpenter,David Cronenberg,,,
Instruktører og film,Hvem instruerede “Amadeus” fra 1984?,400,Miloš Forman,Roman Polanski,Wolfgang Petersen,Volker Schlöndorff,,,
Roller og skuespillere,Hvem spiller Daniel LaRusso i “The Karate Kid” fra 1984?,100,Ralph Macchio,Rob Lowe,Matt Dillon,Tom Cruise,,,
Roller og skuespillere,Hvem spiller piloten Maverick i “Top Gun”?,200,Tom Cruise,Val Kilmer,Kevin Bacon,Charlie Sheen,,,
Roller og skuespillere,Hvem spiller Celie i “The Color Purple”?,300,Whoopi Goldberg,Oprah Winfrey,Alfre Woodard,Angela Bassett,,,
Roller og skuespillere,Hvem spiller engelsklæreren John Keating i “Dead Poets Society”?,400,Robin Williams,Dustin Hoffman,Tom Hanks,Michael Keaton,,,
Oscarvindere,Hvilken film fra 1983 vandt Oscar for bedste film?,100,Terms of Endearment,The Big Chill,The Right Stuff,Tender Mercies,,,
Oscarvindere,Hvilken film fra 1984 vandt Oscar for bedste film?,200,Amadeus,A Passage to India,The Killing Fields,Places in the Heart,,,
Oscarvindere,Hvilken film fra 1985 vandt Oscar for bedste film?,300,Out of Africa,The Color Purple,Witness,Kiss of the Spider Woman,,,
Oscarvindere,Hvilken film fra 1986 vandt Oscar for bedste film?,400,Platoon,Hannah and Her Sisters,The Mission,A Room with a View,,,
"Musik, teknik og filmhistorie",Hvem komponerede hovedparten af musikken til “Back to the Future”?,100,Alan Silvestri,James Horner,Michael Kamen,Danny Elfman,,,
"Musik, teknik og filmhistorie",Hvem sang titelnummeret til “Ghostbusters”?,200,Ray Parker Jr.,Kenny Loggins,Lionel Richie,Huey Lewis,,,
"Musik, teknik og filmhistorie",Hvem sang titelnummeret “Footloose” fra filmen af samme navn?,300,Kenny Loggins,Billy Ocean,Bryan Adams,Peter Cetera,,,
