Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Celler og krop,Hvilket organel producerer størstedelen af cellens ATP ved aerob respiration?,100,mitokondriet,Golgiapparatet,cellekernen,lysosomet,,,
Celler og krop,Hvor foregår proteinsyntesen?,200,på ribosomer,i lysosomer,i centrioler,i cellevæggen,,,
Celler og krop,Hvilket organel modificerer og sorterer mange proteiner før transport?,300,Golgiapparatet,mitokondriet,cellekernen,kloroplasten,,,
Celler og krop,Hvilket organel nedbryder mange affaldsstoffer og makromolekyler i dyreceller?,400,lysosomet,ribosomet,nukleolus,cellevæggen,,,
Arv og evolution,Hvor mange kromosomer har en typisk menneskelig kropscelle?,100,46,23,44,92,,,
Arv og evolution,Hvilken DNA-base danner normalt par med guanin?,200,cytosin,adenin,thymin,uracil,,,
Arv og evolution,Hvad er et gen?,300,et DNA-afsnit med information til et funktionelt produkt,et helt kromosomsæt,en type cellemembran,et frit protein i blodet,,,
Arv og evolution,Hvad er et kromosom?,400,en organiseret struktur af DNA og proteiner,en energiproducerende organel,et lipid i cellemembranen,et signalstof mellem neuroner,,,
Planter og svampe,Hvilken gas frigives typisk som biprodukt ved fotosyntese?,100,ilt,metan,ammoniak,argon,,,
Planter og svampe,Hvilket plantevæv transporterer vand og mineraler fra rødderne?,200,xylem,floem,epidermis,kambium alene,,,
Planter og svampe,Hvilket plantevæv transporterer sukker og andre organiske stoffer?,300,floem,xylem,korkvæv,rodhætte,,,
Planter og svampe,"Hvad kaldes de små åbninger i blade, som regulerer gasudveksling?",400,spalteåbninger,rodhår,støvknapper,kimblade,,,
Økologi og dyr,Hvad er en producents rolle i en fødekæde?,100,at danne organisk stof fra uorganiske kilder,at spise alle nedbrydere,at omdanne dyr til mineraler alene,at leve uden energikilde,,,
Økologi og dyr,Hvad er en nedbryders vigtigste økologiske rolle?,200,at nedbryde dødt organisk materiale og frigive næringsstoffer,at producere sollys,at standse stofkredsløb,at omdanne ilt til grundstoffer,,,
Økologi og dyr,Hvad viser pilene i en fødekæde normalt?,300,retningen for energi og stof fra føde til forbruger,hvilket dyr der løber hurtigst,retningen for vind,hvor arterne vandrer om vinteren,,,
