Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og hovedstæder,Hvad er Irlands hovedstad?,100,Dublin,Cork,Belfast,Galway,,,
Lande og hovedstæder,Hvad er Grækenlands hovedstad?,200,Athen,Thessaloniki,Sofia,Nicosia,,,
Lande og hovedstæder,Hvad er Portugals hovedstad?,300,Lissabon,Porto,Madrid,Braga,,,
Lande og hovedstæder,Hvad er Canadas hovedstad?,400,Ottawa,Toronto,Montréal,Vancouver,,,
"Bjerge, floder og landskaber",På hvilket kontinent ligger Alperne?,100,Europa,Asien,Nordamerika,Sydamerika,,,
"Bjerge, floder og landskaber",I hvilket ocean udmunder Amazonfloden?,200,Atlanterhavet,Stillehavet,Det Indiske Ocean,Det Arktiske Ocean,,,
"Bjerge, floder og landskaber",I hvilket hav udmunder Nilen?,300,Middelhavet,Rødehavet,Det Arabiske Hav,Sortehavet,,,
"Bjerge, floder og landskaber",Hvilken flod løber gennem Budapest?,400,Donau,Rhinen,Volga,Elben,,,
"Hav, øer og grænser",Hvilket land hører øen Sicilien til?,100,Italien,Grækenland,Spanien,Kroatien,,,
"Hav, øer og grænser",Hvilke to lande adskilles af Den Engelske Kanal?,200,Storbritannien og Frankrig,Irland og Storbritannien,Spanien og Marokko,Danmark og Sverige,,,
"Hav, øer og grænser",Hvilket land hører øen Tasmanien til?,300,Australien,New Zealand,Indonesien,Papua Ny Guinea,,,
"Hav, øer og grænser",Hvilke to verdensdele adskilles af Beringstrædet?,400,Asien og Nordamerika,Europa og Afrika,Asien og Europa,Nordamerika og Sydamerika,,,
"Kort, klima og verdensdele","Hvad kaldes længdegraden gennem Greenwich, som sættes til 0 grader?",100,nulmeridianen,ækvator,datolinjen,Krebsens vendekreds,,,
"Kort, klima og verdensdele",Hvad viser en målestok på et kort?,200,forholdet mellem afstand på kortet og i virkeligheden,højden på alle bjerge,kortets orientering mod nord,gennemsnitstemperaturen i området,,,
"Kort, klima og verdensdele",Hvad forbinder en højdekurve på et topografisk kort?,300,punkter med samme højde,punkter med samme temperatur,steder med samme befolkningstal,områder med samme tidszone,,,
