Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Krop og bevægelse,Hvad kaldes den lange knogle mellem forknæ eller hase og kodeled?,100,pibeknoglen,skulderbladet,kronbenet,bækkenet,,,
Krop og bevægelse,Hvilket led på bagbenet svarer funktionelt omtrent til menneskets ankel?,200,haseleddet,kodeleddet,hofteleddet,albueleddet,,,
Krop og bevægelse,"Hvad kaldes den V-formede, elastiske struktur på undersiden af hoven?",300,strålen,sålen,hovvæggen,kronranden,,,
Krop og bevægelse,Hvilket led på bagbenet svarer anatomisk til menneskets knæ?,400,stifleleddet,haseleddet,kodeleddet,forpartens knæ,,,
Pasning og sundhed,Hvilken fagperson beskærer og eventuelt beslår hestens hove?,100,beslagsmeden,sadleren,dommeren,berideren,,,
Pasning og sundhed,Hvad bruges en hovrenser primært til?,200,at fjerne jord og sten fra hovens underside,at klippe manen,at måle pulsen,at pudse sadlen,,,
Pasning og sundhed,Hvilket mineral tilbydes ofte som en saltsten eller i en afbalanceret ration?,300,natriumchlorid,kviksølv,bly,uran,,,
Pasning og sundhed,Hvorfor kan regelmæssig tandkontrol være vigtig for heste?,400,skarpe tandspidser og andre problemer kan påvirke tygning og komfort,hestens tænder holder op med at vokse ved ét år,tandkontrol ændrer hestens race,heste har ingen kindtænder,,,
Racer og anvendelse,Fra hvilket land stammer fjordhesten?,100,Norge,Sverige,Danmark,Island,,,
Racer og anvendelse,Fra hvilken britisk øgruppe stammer shetlandsponyen?,200,Shetlandsøerne,Hebriderne,Orkneyøerne,Scillyøerne,,,
Racer og anvendelse,I hvilket land blev Shire-hesten udviklet?,300,England,Belgien,Nederlandene,Irland,,,
Racer og anvendelse,Fra hvilket område i Skotland stammer Clydesdale-racen?,400,Clyde-dalen,Højlandet ved Inverness,Orkneyøerne,Fife-halvøen,,,
Ridning og hestesport,Hvilke tre faser består klassisk eventing eller military af?,100,"dressur, terrænridt og springning","dressur, polo og voltigering","travløb, galopløb og springning","kørsel, distance og dressur",,,
Ridning og hestesport,Hvilken eventingfase foregår over faste forhindringer i terræn?,200,terrænridtet,dressuren,banespringningen,mønstringen,,,
Ridning og hestesport,Hvad kendetegner distanceridning?,300,lange ruter med veterinære kontroller af hestens tilstand,korte sprint med sulky,gymnastik på en cirkel,springning udelukkende indendørs,,,
