Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Grundlov og Folketing,Hvor mange medlemmer vælges til Folketinget fra Færøerne?,100,2,1,3,4,,,
Grundlov og Folketing,Hvilken dato fejres Grundlovsdag?,200,5. juni,1. maj,15. juni,9. april,,,
Grundlov og Folketing,Hvilket år blev Danmarks første grundlov underskrevet?,300,1849,1660,1901,1953,,,
Grundlov og Folketing,Hvilket år blev den gældende danske grundlov vedtaget?,400,1953,1915,1849,1972,,,
Valg og partier,Hvad er hovedformålet med tillægsmandaterne?,100,at gøre den samlede mandatfordeling mere proportional,at sikre hvert parti mindst ti mandater,at udpege ministre,at repræsentere kommunerne,,,
Valg og partier,Hvad kaldes en stemme på en bestemt kandidat frem for kun på partiet?,200,personlig stemme,blank stemme,stedfortræderstemme,mandatstemme,,,
Valg og partier,Hvad kaldes det at afgive sin stemme før selve valgdagen?,300,brevstemme,prøvestemme,forhåndsmandat,partistemme,,,
Valg og partier,Hvor gammel skal man være for at have valgret til Folketinget?,400,18 år,16 år,20 år,21 år,,,
Regeringer og politisk historie,Hvilken statsminister sad samlet længst i embedet i det 20. århundrede?,100,Thorvald Stauning,Jens Otto Krag,Poul Schlüter,Anker Jørgensen,,,
Regeringer og politisk historie,Hvilken konge afskedigede Zahle-regeringen under Påskekrisen i 1920?,200,Christian 10.,Frederik 8.,Christian 9.,Frederik 9.,,,
Regeringer og politisk historie,Hvilken statsminister stod sammen med P. Munch bag Kanslergadeforliget i 1933?,300,Thorvald Stauning,Vilhelm Buhl,Knud Kristensen,Erik Scavenius,,,
Regeringer og politisk historie,Hvad var Kanslergadeforligets hovedkarakter?,400,et bredt kriseforlig om økonomi og sociale reformer,en fredsaftale med Tyskland,en aftale om Grønlands selvstyre,en ny grundlov,,,
"Kommuner, regioner og rigsfællesskab",Hvad kaldes kommunalbestyrelsen i flere af de største bykommuner?,100,byrådet,landstinget,præsidiet,magistraten alene,,,
"Kommuner, regioner og rigsfællesskab",Hvem vælger normalt borgmesteren efter et kommunalvalg?,200,kommunalbestyrelsens medlemmer,alle vælgere ved et særskilt direkte valg,statsministeren,regionsrådet,,,
"Kommuner, regioner og rigsfællesskab",Hvilken stor velfærdsopgave varetager kommunerne?,300,folkeskolen,universiteterne,forsvaret,udenrigspolitikken,,,
