Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Byer og kendte steder,Hvilken jysk by rummer domkirken med Danmarks længste kirkeskib?,100,Aarhus,Ribe,Viborg,Aalborg,,,
Byer og kendte steder,Hvilken by er kendt for kunstmuseet ARoS og regnbuepanoramaet på taget?,200,Aarhus,Herning,Kolding,Horsens,,,
Byer og kendte steder,Hvilken østjysk by har det tidligere Horsens Statsfængsel som museum og kultursted?,300,Horsens,Vejle,Randers,Fredericia,,,
Byer og kendte steder,Hvilken by ved Vejle Fjord er kendt for boligbyggeriet Bølgen?,400,Vejle,Kolding,Haderslev,Sønderborg,,,
Landskab og farvande,"Hvad hedder Danmarks længste vandløb, som løber gennem det østlige Jylland?",100,Gudenåen,Skjern Å,Storå,Varde Å,,,
Landskab og farvande,"Hvad hedder Danmarks højeste naturlige punkt, som ligger i Østjylland?",200,Møllehøj,Himmelbjerget,Yding Skovhøj,Ejer Bavnehøj,,,
Landskab og farvande,Hvilken sø er den største i Jylland målt efter areal?,300,Mossø,Julsø,Furesø,Arresø,,,
Landskab og farvande,Hvilken vandrende klit ligger mellem Skagen og Frederikshavn?,400,Råbjerg Mile,Rubjerg Knude,Bulbjerg,Himmelbjerget,,,
Historie og arkæologi,Hvilket jernalderfund fra Himmerland er et stort dekoreret sølvkar?,100,Gundestrupkedlen,Solvognen,Guldhornene,Hobybægrene,,,
Historie og arkæologi,Hvilket moselig blev fundet nær Silkeborg i 1950?,200,Tollundmanden,Grauballemanden,Borremosemanden,Huldremosekvinden,,,
Historie og arkæologi,Hvilket moselig blev fundet ved Grauballe i 1952?,300,Grauballemanden,Tollundmanden,Haraldskærkvinden,Koelbjergmanden,,,
Historie og arkæologi,Hvilken bronzealderkvinde blev fundet i en egekiste nær Vejle?,400,Egtvedpigen,Skrydstruppigen,Huldremosekvinden,Dronning Gunhild,,,
"Kultur, erhverv og forbindelser",Hvilken jysk virksomhed er internationalt kendt for produktion af vindmøller?,100,Vestas,Danfoss,Grundfos,Terma,,,
"Kultur, erhverv og forbindelser",Hvilken detailkæde blev grundlagt af Lars Larsen og har navn efter Jylland?,200,JYSK,Salling,Coop,Normal,,,
"Kultur, erhverv og forbindelser",Hvilken kunstnergruppe arbejdede omkring Skagen i slutningen af 1800-tallet?,300,Skagensmalerne,Fynboerne,Odsherredsmalerne,Cobra,,,
