Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Fysik og energi,Hvad beregnes fart som?,100,afstand divideret med tid,tid divideret med afstand,masse gange fart,kraft divideret med areal,,,
Fysik og energi,Hvad er SI-enheden for elektrisk strømstyrke?,200,ampere,volt,ohm,coulomb,,,
Fysik og energi,Hvad er SI-enheden for elektrisk spænding?,300,volt,ampere,watt,tesla,,,
Fysik og energi,Hvad er SI-enheden for elektrisk modstand?,400,ohm,volt,ampere,henry,,,
Kemi og stoffer,Hvad angiver et grundstofs atomnummer?,100,antallet af protoner,antallet af neutroner,antallet af elektronskaller,atomets masse i gram,,,
Kemi og stoffer,Hvad kaldes atomer af samme grundstof med forskelligt antal neutroner?,200,isotoper,ioner,legeringer,polymerer,,,
Kemi og stoffer,Hvad kaldes et atom eller molekyle med elektrisk nettoladning?,300,en ion,en isotop,en katalysator,en opløsning,,,
Kemi og stoffer,Hvad er den kemiske formel for vand?,400,H₂O,CO₂,O₂,H₂O₂,,,
Jorden og vejret,Hvad driver hovedsageligt bevægelsen af Jordens tektoniske plader?,100,varmestrømme i kappen,Månens lys,vind i troposfæren,havets saltholdighed,,,
Jorden og vejret,"Hvad kaldes grænsen, hvor to tektoniske plader bevæger sig fra hinanden?",200,en divergent pladegrænse,en konvergent pladegrænse,en transform pladegrænse,en erosionsfront,,,
Jorden og vejret,"Hvad kaldes grænsen, hvor to tektoniske plader bevæger sig mod hinanden?",300,en konvergent pladegrænse,en divergent pladegrænse,en passiv kyst,en vejrfront,,,
Jorden og vejret,"Hvad kaldes instrumentet, der måler jordens rystelser ved et jordskælv?",400,et seismometer,et barometer,et hygrometer,et anemometer,,,
Måling og metode,Hvorfor bruges en kontrolgruppe i et forsøg?,100,for at give et sammenligningsgrundlag,for at skjule resultaterne,for at gøre alle variable forskellige,for at erstatte gentagelser,,,
Måling og metode,Hvorfor gentages målinger i et eksperiment?,200,for at vurdere variation og øge pålideligheden,for at sikre præcis samme tilfældige fejl,for at ændre hypotesen undervejs,for at undgå at beregne gennemsnit,,,
Måling og metode,Hvad beskriver målenøjagtighed?,300,hvor tæt en måling er på den sande værdi,hvor ens gentagne målinger er,hvor mange decimaler der skrives,hvor hurtigt målingen foretages,,,
