Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Fysik, måling og forskning","Hvilken dansk astronom påviste i 1676, at lyset har en endelig hastighed?",100,Ole Rømer,Tycho Brahe,Ejnar Hertzsprung,Inge Lehmann,,,
"Fysik, måling og forskning","Hvilket år fremlagde Ole Rømer sin beregning, der viste, at lysets hastighed er endelig?",200,1676,1601,1709,1820,,,
"Fysik, måling og forskning",Hvilken af Jupiters måner brugte Ole Rømer observationer af?,300,Io,Europa,Titan,Triton,,,
"Fysik, måling og forskning","Om hvilken planet kredser månen, som Ole Rømer brugte til at undersøge lysets hastighed?",400,Jupiter,Saturn,Mars,Neptun,,,
Medicin og bioteknologi,Hvilken dansk fysiolog modtog Nobelprisen i 1920?,100,August Krogh,Niels Finsen,Henrik Dam,Jens Christian Skou,,,
Medicin og bioteknologi,Hvilken del af kredsløbet var central i August Kroghs Nobelprisbelønnede forskning?,200,kapillærerne,hjerteklapperne,blodpladerne,lymfeknuderne,,,
Medicin og bioteknologi,Hvem var med til at bringe insulinproduktionen til Danmark efter et besøg i Nordamerika?,300,August og Marie Krogh,Niels og Margrethe Bohr,Peter Bang og Svend Olufsen,Ole og Louise Rømer,,,
Medicin og bioteknologi,"Hvilken profession havde Marie Krogh, som spillede en vigtig rolle i den tidlige danske insulinproduktion?",400,hun var læge,hun var ingeniør,hun var farmaceutisk fabrikant,hun var fysiker,,,
"Industri, transport og hverdag",Hvilke danske ord er navnet LEGO dannet af?,100,leg godt,let og godt,lege og gro,lev godt,,,
"Industri, transport og hverdag",Hvilket år blev LEGO-klodsens moderne koblingssystem patenteret?,200,1958,1932,1949,1963,,,
"Industri, transport og hverdag","Hvilken konstruktion gør, at LEGO-klodser kan hæfte stabilt sammen?",300,knopper og rør,magneter og stålplader,skruer og møtrikker,lim og pap,,,
"Industri, transport og hverdag",Hvilket plastmateriale har LEGO især brugt til sine klodser siden 1960’erne?,400,ABS,PVC,bakelit,polyesterfiber,,,
"Lyd, leg og digitale idéer",Hvilket grundprincip brugte telegrafonen til at gemme lyd?,100,magnetisk registrering,optisk fotografering,mekanisk hulning,kemisk farvning,,,
"Lyd, leg og digitale idéer",Hvilken anden radioteknisk opfindelse forbindes med Valdemar Poulsen?,200,buesenderen,transistoren,radaren,vakuumrøret,,,
"Lyd, leg og digitale idéer",Hvilke to ingeniører grundlagde Bang & Olufsen?,300,Peter Bang og Svend Olufsen,Jens og Lars Rasmussen,August og Marie Krogh,Ole og Godtfred Christiansen,,,
