Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Renæssance og barok,Hvem komponerede værket “Missa Papae Marcelli”?,100,Giovanni Pierluigi da Palestrina,Claudio Monteverdi,Thomas Tallis,Josquin des Prez,,,
Renæssance og barok,Hvem komponerede værket “Spem in alium”?,200,Thomas Tallis,Claudio Monteverdi,Giovanni Pierluigi da Palestrina,Josquin des Prez,,,
Renæssance og barok,Hvem komponerede værket “Ave Maria … virgo serena”?,300,Josquin des Prez,Claudio Monteverdi,Giovanni Pierluigi da Palestrina,Thomas Tallis,,,
Renæssance og barok,Hvem komponerede værket “Goldbergvariationerne”?,400,Johann Sebastian Bach,Georg Friedrich Händel,Antonio Vivaldi,Henry Purcell,,,
Klassik og tidlig romantik,Hvem komponerede værket “Skabelsen”?,100,Joseph Haydn,Wolfgang Amadeus Mozart,Ludwig van Beethoven,Franz Schubert,,,
Klassik og tidlig romantik,Hvem komponerede værket “Don Giovanni”?,200,Wolfgang Amadeus Mozart,Joseph Haydn,Ludwig van Beethoven,Franz Schubert,,,
Klassik og tidlig romantik,Hvem komponerede værket “Fidelio”?,300,Ludwig van Beethoven,Joseph Haydn,Wolfgang Amadeus Mozart,Franz Schubert,,,
Klassik og tidlig romantik,Hvem komponerede værket “Winterreise”?,400,Franz Schubert,Joseph Haydn,Wolfgang Amadeus Mozart,Ludwig van Beethoven,,,
Romantik og nationalromantik,Hvem komponerede værket “Ouverturen til En skærsommernatsdrøm”?,100,Felix Mendelssohn,Frédéric Chopin,Franz Liszt,Robert Schumann,,,
Romantik og nationalromantik,Hvem komponerede værket “Ein deutsches Requiem”?,200,Johannes Brahms,Pjotr Tjajkovskij,Antonín Dvořák,Bedřich Smetana,,,
Romantik og nationalromantik,Hvem komponerede værket “Svanesøen”?,300,Pjotr Tjajkovskij,Johannes Brahms,Antonín Dvořák,Bedřich Smetana,,,
Romantik og nationalromantik,"Hvem komponerede værket “Symfoni nr. 9, “Fra den nye verden””?",400,Antonín Dvořák,Johannes Brahms,Pjotr Tjajkovskij,Bedřich Smetana,,,
1900-tallet og Norden,Hvem komponerede værket “Pierrot lunaire”?,100,Arnold Schönberg,Claude Debussy,Maurice Ravel,Igor Stravinskij,,,
1900-tallet og Norden,"Hvem komponerede værket “Koncert for orkester, Sz. 116”?",200,Béla Bartók,Sergej Prokofjev,Dmitrij Sjostakovitj,Leoš Janáček,,,
1900-tallet og Norden,"Hvem komponerede værket “balletten Romeo og Julie, opus 64”?",300,Sergej Prokofjev,Béla Bartók,Dmitrij Sjostakovitj,Leoš Janáček,,,
