Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘ventana’?,100,vindue,hus,dør,tag eller loft,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘puerta’?,200,dør,hus,vindue,tag eller loft,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘techo’?,300,tag eller loft,hus,vindue,dør,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘manzana’?,400,æble,ost,brød,mælk,,,
Grammatik og udtale,Hvad er den korrekte flertalsform af “luz”?,100,luces,luzes,luzs,luzas,,,
Grammatik og udtale,Hvilken ubestemt artikel passer til “casa”?,200,una,un,unos,el,,,
Grammatik og udtale,Hvilket verbum bruges normalt om varig identitet i “Madrid ___ la capital de España”?,300,es,está,hay,tiene,,,
Grammatik og udtale,Hvilket verbum bruges normalt om midlertidig tilstand i “Ana ___ cansada”?,400,está,es,hay,tiene,,,
Kunst og kultur,Hvem skrev værket “Ficciones”?,100,Jorge Luis Borges,Miguel de Cervantes,Gabriel García Márquez,Federico García Lorca,,,
Kunst og kultur,Hvem skrev værket “La casa de los espíritus”?,200,Isabel Allende,Pablo Neruda,Octavio Paz,Mario Vargas Llosa,,,
Kunst og kultur,Hvem skrev værket “Veinte poemas de amor y una canción desesperada”?,300,Pablo Neruda,Isabel Allende,Octavio Paz,Mario Vargas Llosa,,,
Kunst og kultur,Hvem skrev værket “El laberinto de la soledad”?,400,Octavio Paz,Isabel Allende,Pablo Neruda,Mario Vargas Llosa,,,
Den spansktalende verden,Hvad er hovedstaden i Colombia?,100,Bogotá,Madrid,Mexico City,Buenos Aires,,,
Den spansktalende verden,Hvilket land passer til beskrivelsen “spansk og guaraní er officielle sprog”?,200,Paraguay,Bolivia,Ækvatorialguinea,Peru,,,
Den spansktalende verden,Hvilket land passer til beskrivelsen “spansk er officielt sammen med en række oprindelige sprog”?,300,Bolivia,Paraguay,Ækvatorialguinea,Peru,,,
