Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘cansado’?,100,træt,glad,vred,overrasket,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘enfadado’?,200,vred,glad,træt,overrasket,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘sorprendido’?,300,overrasket,glad,træt,vred,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘estación’?,400,station,rådhus,bageri,bibliotek,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘ayuntamiento’?,500,rådhus,station,bageri,bibliotek,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘panadería’?,600,bageri,station,rådhus,bibliotek,,,
Ord og udtryk,Hvad betyder det spanske ord eller udtryk ‘biblioteca’?,700,bibliotek,station,rådhus,bageri,,,
Ord og udtryk,Hvad betyder det spanske udtryk “estar en las nubes”?,800,at være distræt eller dagdrømme,at være meget vred,at rejse med fly,at arbejde hele natten,,,
Grammatik og udtale,Hvilket ord med accent betyder “hvad”?,100,qué,que,quien,cual,,,
Grammatik og udtale,Hvilken form betyder “du” som personligt pronomen?,200,tú,tu,te,ti,,,
Grammatik og udtale,Hvilket bogstav er særligt for spansk og udtales omtrent som dansk “nj”?,300,ñ,ll,j,h,,,
Grammatik og udtale,Hvordan udtales bogstavet h normalt i standardspansk?,400,det er stumt,som dansk h,som /k/,som /f/,,,
Grammatik og udtale,Hvilke tegn indleder og afslutter et direkte spørgsmål på spansk?,500,¿ og ?,¡ og !,( og ),« og »,,,
Grammatik og udtale,Hvilken form passer efter “Quiero que tú ___”?,600,vengas,vienes,vendrás,venir,,,
Grammatik og udtale,Hvad er korrekt futurum af “hablar” med “yo”?,700,hablaré,hablaría,hablé,hablara,,,
Grammatik og udtale,Hvilken formulering betyder høfligt “Jeg kunne godt tænke mig”?,800,Me gustaría…,Me gustó…,Me gusta que…,Gustaré…,,,
Kunst og kultur,Hvilket sted eller område forbindes traditionen tango især med?,100,Río de la Plata,Mexico,Andalusien,Pamplona,,,
Kunst og kultur,Hvilket sted eller område forbindes traditionen San Fermín især med?,200,Pamplona,Mexico,Andalusien,Río de la Plata,,,
Kunst og kultur,I hvilken by ligger Museo del Prado?,300,Madrid,Mexico City,Buenos Aires,Granada,,,
Kunst og kultur,I hvilken by ligger Museo Frida Kahlo?,400,Mexico City,Madrid,Buenos Aires,Granada,,,
Kunst og kultur,I hvilken by ligger Teatro Colón?,500,Buenos Aires,Madrid,Mexico City,Granada,,,
Kunst og kultur,I hvilken by ligger Alhambra?,600,Granada,Madrid,Mexico City,Buenos Aires,,,
Kunst og kultur,På hvilken dato markerer FN den spanske sprogdag?,700,23. april,12. oktober,6. december,20. marts,,,
Den spansktalende verden,I hvilket år fandt begyndelsen på Mexicos uafhængighedsopstand sted?,100,1810,1978,1816,1914,,,
Den spansktalende verden,I hvilket år fandt Argentinas uafhængighedserklæring sted?,200,1816,1978,1810,1914,,,
Den spansktalende verden,I hvilket år fandt åbningen af Panamakanalen sted?,300,1914,1978,1810,1816,,,
Den spansktalende verden,I hvilken by har Real Academia Española hovedsæde?,400,Madrid,Salamanca,Barcelona,Sevilla,,,
Den spansktalende verden,I hvilken by har Instituto Cervantes sit centrale hovedsæde?,500,Madrid,Toledo,Valencia,Granada,,,
Den spansktalende verden,I hvilken by har Mercosur sit sekretariat?,600,Montevideo,Buenos Aires,Asunción,Brasília,,,
Den spansktalende verden,"I hvilken by har FN’s økonomiske kommission for Latinamerika og Caribien, CEPAL, hovedsæde?",700,Santiago de Chile,Lima,Bogotá,Quito,,,
