Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Ansigt, blik og bevægelse",Hvad kan udvidede pupiller blandt andet skyldes?,100,lysforhold eller fysiologisk aktivering,kun forelskelse,kun løgn,kun sult,,,
"Ansigt, blik og bevægelse",Hvad er en mikroudtryksbevægelse?,200,et meget kortvarigt ansigtsudtryk,en langsom helkropsdans,en skriftlig forkortelse,en permanent ansigtsform,,,
"Ansigt, blik og bevægelse",Hvad kan sammenknebne øjne skyldes ud over følelser?,300,stærkt lys eller synsbesvær,altid mistillid,altid vrede,altid bedrag,,,
"Ansigt, blik og bevægelse",Hvad kan krydsede arme betyde?,400,flere ting afhængigt af kontekst,altid afvisning,altid løgn,altid kulde og intet andet,,,
"Ansigt, blik og bevægelse","Hvad bør man gøre, før man tolker en enkelt bevægelse?",500,se på sammenhæng og flere signaler,slå fast én universel betydning,ignorere situationen,antage bedrag,,,
"Ansigt, blik og bevægelse","Hvad kaldes en persons almindelige nonverbale adfærd, som man kan sammenligne ændringer med?",600,baseline,ordklasse,alfabet,protokol,,,
"Ansigt, blik og bevægelse",Hvilken adfærd kan både være vane og tegn på spænding?,700,at pille ved en ring,at have to øjne,at stå på gulvet,at bære sko,,,
"Ansigt, blik og bevægelse",Hvorfor er det usikkert at aflæse følelser alene fra ansigtet?,800,"udtryk påvirkes af person, kultur og situation",ansigter viser aldrig noget,alle mennesker har samme udtryk hele tiden,øjne kan ikke bevæge sig,,,
"Stemme, rum og berøring",Hvad kan meget langsomt taletempo blandt andet gøre?,100,signalere eftertanke eller tøven,ændre ordets stavning,øge personens højde,fjerne alle pauser,,,
"Stemme, rum og berøring","Hvilken kanal omfatter tøj, smykker og andre genstande, man bruger?",200,artefakter og fremtræden,chronemics,vocalics,grammatik,,,
"Stemme, rum og berøring","Hvilken nonverbal faktor omfatter rummets lys, møblering og temperatur?",300,miljøet,ordforrådet,sætningsleddet,stavningen,,,
"Stemme, rum og berøring",Hvad kaldes kommunikation gennem lugt?,400,olfactics,oculesics,proxemics,chronemics,,,
"Stemme, rum og berøring",Hvorfor skal berøring fortolkes forsigtigt?,500,grænser og normer varierer mellem personer og kulturer,berøring har altid samme betydning,berøring er aldrig kommunikation,berøring kan kun være medicinsk,,,
"Stemme, rum og berøring",Hvad er stilhed i en samtale?,600,en mulig nonverbal besked,altid mangel på kommunikation,en type berøring,en kropsdel,,,
"Stemme, rum og berøring",Hvad kan et ændret stemmeleje under et følsomt emne være?,700,"et signal, der bør vurderes sammen med konteksten",et sikkert løgnebevis,en grammatisk fejl,et tegn på manglende sprog,,,
"Stemme, rum og berøring",Hvad er forskellen på ord og paralanguage?,800,"ord bærer sprogligt indhold, paralanguage former leveringen",paralanguage er kun skrift,ord har ingen betydning,der er ingen forskel,,,
Samtalens funktioner,Hvad betyder nonverbal immediacy?,100,"signaler, der skaber oplevet nærhed og engagement",at tale uden pauser,at stå præcis én meter væk,at ignorere modtageren,,,
Samtalens funktioner,Hvad kan en talers bevægelse tættere på publikum gøre i en passende situation?,200,øge oplevet involvering,garantere enighed,fjerne behovet for ord,bevise autoritet juridisk,,,
Samtalens funktioner,Hvad kan et fast blik uden pauser opleves som?,300,intensitet eller stirren,altid venlighed,altid løgn,altid kulturel neutralitet,,,
Samtalens funktioner,Hvad er en tie sign?,400,"et signal, der viser relationen mellem mennesker",en grammatisk forbindelse,en slipsenål,et pausesymbol i musik,,,
Samtalens funktioner,Hvad kan et fælles foto på et skrivebord kommunikere?,500,tilknytning og identitet,et sikkert professionelt niveau,præcis indkomst,biologisk slægtskab i alle tilfælde,,,
Samtalens funktioner,Hvad kan et hurtigt tempo og korte pauser gøre ved indtrykket af en taler?,600,skabe energi eller pres,gøre stemmen lydløs,ændre talerens modersmål,fjerne tonefald,,,
Samtalens funktioner,Hvad er aktiv lytning nonverbalt?,700,"at vise opmærksomhed med passende blik, orientering og respons",at sidde helt stille uden respons,at afbryde ofte,at se på telefonen hele tiden,,,
"Kultur, forskning og myter",Hvorfor kan nervøsitet ikke bruges som sikkert løgnetegn?,100,sandfærdige mennesker kan også være nervøse,løgnere er aldrig nervøse,nervøsitet kan kun ses i skrift,nervøsitet findes kun hos børn,,,
"Kultur, forskning og myter",Hvad er confirmation bias ved kropssprogslæsning?,200,"at man især lægger mærke til signaler, der bekræfter ens mistanke",at man altid skifter mening,at man glemmer alle bevægelser,at man kun lytter til ord,,,
"Kultur, forskning og myter",Hvad er en etisk risiko ved skråsikker kropssprogsanalyse?,300,fejlagtige domme om intention og troværdighed,for præcis grammatik,for langsom tale,for stor afstand mellem stole,,,
"Kultur, forskning og myter","Hvilken metode er bedst, når en adfærd ændrer sig pludseligt?",400,sammenligne med personens baseline og situationen,bruge en universel ordbog,se bort fra tidligere adfærd,antage skyld,,,
"Kultur, forskning og myter","Hvad betyder det, at nonverbal kommunikation er multikanal?",500,flere signaltyper virker samtidigt,den bruger kun ansigtet,den findes kun online,den kan ikke kombineres med ord,,,
"Kultur, forskning og myter",Hvorfor er kropssprog ofte tvetydigt?,600,sammes signal kan have flere årsager og betydninger,alle signaler er tilfældige,mennesker har ingen krop,det kan kun bruges i teater,,,
"Kultur, forskning og myter",Hvad er den mest fagligt forsvarlige konklusion om kropssprog?,700,"det giver nyttige spor, men sjældent sikre facit alene",det afslører altid tanker præcist,det er uden betydning,det kan erstatte samtale og dokumentation,,,
