Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Instruktører og film,Hvem instruerede “Brazil” fra 1985?,100,Terry Gilliam,John Boorman,Peter Greenaway,Alan Parker,,,
Instruktører og film,Hvem instruerede “RoboCop” fra 1987?,200,Paul Verhoeven,John Carpenter,Walter Hill,Joe Dante,,,
Instruktører og film,Hvem instruerede animefilmen “Akira” fra 1988?,300,Katsuhiro Otomo,Hayao Miyazaki,Mamoru Oshii,Isao Takahata,,,
Instruktører og film,Hvem instruerede “The Terminator” fra 1984?,400,James Cameron,Ridley Scott,Walter Hill,John McTiernan,,,
Instruktører og film,Hvem instruerede “When Harry Met Sally...” fra 1989?,500,Rob Reiner,John Hughes,James L. Brooks,Barry Levinson,,,
Instruktører og film,Hvem instruerede “The Princess Bride” fra 1987?,600,Rob Reiner,Richard Donner,Ron Howard,Joe Dante,,,
Instruktører og film,Hvem instruerede “A Room with a View” fra 1985?,700,James Ivory,David Lean,Richard Attenborough,Stephen Frears,,,
Instruktører og film,Hvem instruerede “Full Metal Jacket” fra 1987?,800,Stanley Kubrick,Oliver Stone,Michael Cimino,Sam Peckinpah,,,
Roller og skuespillere,Hvem spiller Karen Blixen i “Out of Africa”?,100,Meryl Streep,Glenn Close,Jessica Lange,Kathleen Turner,,,
Roller og skuespillere,Hvem spiller drengen Elliott i “E.T. the Extra-Terrestrial”?,200,Henry Thomas,Corey Feldman,River Phoenix,Sean Astin,,,
Roller og skuespillere,Hvem spiller prinsesse Leia i “Return of the Jedi”?,300,Carrie Fisher,Sigourney Weaver,Linda Hamilton,Karen Allen,,,
Roller og skuespillere,Hvem spiller Rick Deckard i “Blade Runner”?,400,Harrison Ford,Rutger Hauer,William Shatner,Kurt Russell,,,
Roller og skuespillere,Hvem spiller replikanten Rachael i “Blade Runner”?,500,Sean Young,Daryl Hannah,Joanna Cassidy,Mia Sara,,,
Roller og skuespillere,Hvem spiller menig Trip i borgerkrigsfilmen “Glory”?,600,Denzel Washington,Morgan Freeman,Wesley Snipes,Forest Whitaker,,,
Roller og skuespillere,Hvem spiller Christy Brown i “My Left Foot”?,700,Daniel Day-Lewis,Jeremy Irons,John Hurt,Gary Oldman,,,
Roller og skuespillere,Hvem spiller børsmægleren Gordon Gekko i “Wall Street”?,800,Michael Douglas,Charlie Sheen,Richard Gere,Kevin Costner,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “Rain Man”?,100,Dustin Hoffman,Gene Hackman,Tom Hanks,Edward James Olmos,,,
Oscarvindere,Hvem vandt Oscar for bedste mandlige hovedrolle for “My Left Foot”?,200,Daniel Day-Lewis,Kenneth Branagh,Morgan Freeman,Robin Williams,,,
Oscarvindere,Hvem vandt Oscar for bedste instruktør for “Ordinary People”?,300,Robert Redford,Martin Scorsese,David Lynch,Roman Polanski,,,
Oscarvindere,Hvem vandt Oscar for bedste instruktør for “Reds”?,400,Warren Beatty,Steven Spielberg,Louis Malle,Hugh Hudson,,,
Oscarvindere,Hvem vandt Oscar for bedste instruktør for “Gandhi”?,500,Richard Attenborough,Wolfgang Petersen,Sydney Pollack,Sidney Lumet,,,
Oscarvindere,Hvem vandt Oscar for bedste instruktør for “Amadeus”?,600,Miloš Forman,David Lean,Woody Allen,Roland Joffé,,,
Oscarvindere,Hvem vandt Oscar for bedste instruktør for “The Last Emperor”?,700,Bernardo Bertolucci,John Boorman,Lasse Hallström,Norman Jewison,,,
"Musik, teknik og filmhistorie",Hvilken film fra 1988 kombinerer live action og klassisk animation omkring privatdetektiven Eddie Valiant?,100,Who Framed Roger Rabbit,Cool World,The Adventures of Baron Munchausen,Little Shop of Horrors,,,
"Musik, teknik og filmhistorie","Hvilken Disney-film fra 1989 var studiets sidste animationsspillefilm, der i stor stil brugte håndmalede celler?",200,The Little Mermaid,Oliver & Company,The Great Mouse Detective,The Rescuers Down Under,,,
"Musik, teknik og filmhistorie",Hvilket lydkvalitetssystem blev udviklet af Lucasfilm i forbindelse med “Return of the Jedi”?,300,THX,Dolby Atmos,DTS,Sensurround,,,
"Musik, teknik og filmhistorie","Hvilken film var den første amerikanske biograffilm, der blev udsendt med aldersmærket PG-13?",400,Red Dawn,Gremlins,Indiana Jones and the Temple of Doom,The Goonies,,,
"Musik, teknik og filmhistorie",Hvilken computeranimeret Pixar-kortfilm fra 1988 blev den første af sin type til at vinde en Oscar?,500,Tin Toy,Luxo Jr.,Red’s Dream,Knick Knack,,,
"Musik, teknik og filmhistorie",Hvilken film vandt Guldpalmen i Cannes i 1989 og blev Steven Soderberghs gennembrud?,600,"sex, lies, and videotape",Do the Right Thing,Cinema Paradiso,My Left Foot,,,
"Musik, teknik og filmhistorie",Hvilken japansk animationsfilm fra 1988 bygger på Katsuhiro Otomos egen manga?,700,Akira,Nausicaä of the Valley of the Wind,Grave of the Fireflies,Patlabor: The Movie,,,
