Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Første Verdenskrig,Hvad kaldes den uofficielle våbenhvile mellem dele af fronten ved julen 1914?,100,Julefreden,Påskefreden,Marnevåbenhvilen,Yprespagten,,,
Første Verdenskrig,Hvilket søslag i 1916 var krigens største sammenstød mellem britiske og tyske flådestyrker?,200,Jyllandsslaget,Doggerbanke-slaget,Dardanellerslaget,Skagerrakraidet,,,
Første Verdenskrig,Hvilket land sluttede sig til Centralmagterne i 1914 og lukkede Dardanellerne for Rusland?,300,Det Osmanniske Rige,Grækenland,Rumænien,Portugal,,,
Første Verdenskrig,"Hvilket telegram lovede tysk støtte til Mexico, hvis landet gik i krig mod USA?",400,Zimmermanntelegrammet,Emsdepechen,Krügertelegrammet,Sykes-Picot-noten,,,
Første Verdenskrig,Hvilket slag i 1917 kaldes også Det Tredje Slag ved Ypres?,500,Passchendaele,Cambrai,Amiens,Arras,,,
Første Verdenskrig,Hvad var Hindenburglinjen?,600,et tysk forsvarssystem på Vestfronten,en britisk søblokade,en russisk jernbane,en fransk allianceaftale,,,
Første Verdenskrig,Hvilken offensiv i august 1918 blev begyndelsen på De Hundrede Dage?,700,Slaget ved Amiens,Forårsoffensiven,Brusilovoffensiven,Gallipolifelttoget,,,
Første Verdenskrig,Hvilken italiensk front blev gennembrudt ved Caporetto i 1917?,800,Isonzofronten,Vestfronten,Salonika-fronten,Kaukasusfronten,,,
Anden Verdenskrig i Europa,Hvad var Enigma?,100,en tysk chiffermaskine,en britisk radarstation,en sovjetisk kampvogn,en italiensk ubåd,,,
Anden Verdenskrig i Europa,Hvem blev leder af Frie Frankrig fra London?,200,Charles de Gaulle,Philippe Pétain,Pierre Laval,Georges Bidault,,,
Anden Verdenskrig i Europa,"På hvilken dato fejres VE Day, sejren i Europa, i mange vestlige lande?",300,8. maj 1945,9. april 1945,2. september 1945,11. november 1945,,,
Anden Verdenskrig i Europa,Hvilken hær erobrede Berlin i 1945?,400,Den Røde Hær,Den britiske 8. armé,Den amerikanske 1. armé,Den frie franske hær,,,
Anden Verdenskrig i Europa,Hvilke tre statsledere mødtes på Jalta-konferencen i februar 1945?,500,"Churchill, Roosevelt og Stalin","Truman, de Gaulle og Stalin","Hitler, Mussolini og Hirohito","Churchill, Eisenhower og Tito",,,
Anden Verdenskrig i Europa,Hvilken ørkenkamp i 1942 standsede aksemagternes fremrykning i Egypten?,600,Det Andet Slag ved El Alamein,Slaget ved Tobruk,Slaget ved Kasserine,Slaget ved Gazala,,,
Anden Verdenskrig i Europa,Hvilken konference i juli-august 1945 fastlagde centrale efterkrigsordninger for Tyskland?,700,Potsdamkonferencen,Casablancakonferencen,Teherankonferencen,Münchenkonferencen,,,
Anden Verdenskrig i Europa,Hvad betegnede kodenavnet Ultra?,800,efterretninger fra brudte aksemagtschifre,den tyske invasion af England,den amerikanske atombombe,det sovjetiske angreb på Berlin,,,
Global krig og Holocaust,Hvad var “den endelige løsning” nazisternes eufemisme for?,100,udryddelsen af Europas jøder,fredsaftalen med Sovjetunionen,invasionen af Storbritannien,delingen af Tyskland,,,
Global krig og Holocaust,"Hvad kaldtes japanske piloter, der udførte planlagte selvmordsangreb?",200,kamikazepiloter,samuraivagter,ninjapiloter,shogunflyvere,,,
Global krig og Holocaust,"Hvilken befolkningsgruppe blev sammen med jøder udsat for et nazistisk folkedrab, ofte kaldet Porajmos?",300,Roma og sinti,Baskere,Samer,Irere,,,
Global krig og Holocaust,Hvad var Aktion T4?,400,nazisternes mordprogram mod mennesker med handicap,en ubådskampagne,en plan for invasion af Schweiz,en allieret luftbro,,,
Global krig og Holocaust,Hvilken tvangsmarch fulgte efter kapitulationen på Bataan-halvøen i 1942?,500,Bataan-dødsmarchen,Den lange march,Burma-marchen,Midway-marchen,,,
Global krig og Holocaust,Hvilken forsyningsrute forbandt Burma med Kina under krigen?,600,Burma Road,Silkevejen,Ledo-kanalen,Transsibiriske jernbane,,,
Global krig og Holocaust,Hvilket stort søslag i oktober 1944 fandt sted omkring Filippinerne?,700,Leyte Gulf,Midway,Coral Sea,Tsushima,,,
"Danmark, Norden og efterspil",Hvilken international organisation blev grundlagt i 1945?,100,De Forenede Nationer,Folkeforbundet,NATO,Europarådet,,,
"Danmark, Norden og efterspil",Hvilket nordisk land forblev formelt neutralt under hele Anden Verdenskrig?,200,Sverige,Norge,Danmark,Finland,,,
"Danmark, Norden og efterspil",Hvad hed krigen mellem Finland og Sovjetunionen fra november 1939 til marts 1940?,300,Vinterkrigen,Fortsættelseskrigen,Laplandskrigen,Den karelske krig,,,
"Danmark, Norden og efterspil",Hvilken forsvarsalliance blev grundlagt i 1949 med Danmark og Norge som medlemmer?,400,NATO,Warszawapagten,SEATO,Folkeforbundet,,,
"Danmark, Norden og efterspil",I hvilken by blev de vigtigste internationale retssager mod nazistiske ledere ført?,500,Nürnberg,Haag,Genève,Berlin,,,
"Danmark, Norden og efterspil",Hvad hed Finlands krig mod Sovjetunionen fra 1941 til 1944?,600,Fortsættelseskrigen,Vinterkrigen,Laplandskrigen,Nordfrontskrigen,,,
"Danmark, Norden og efterspil",Hvilket amerikansk hjælpeprogram fra 1947 støttede Europas genopbygning?,700,Marshallplanen,Trumanplanen,Dawesplanen,Youngplanen,,,
