Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Kommunikation og medier,Hvem opfandt World Wide Web på CERN omkring 1989–1990?,100,Tim Berners-Lee,Vint Cerf,Ray Tomlinson,Douglas Engelbart,,,
Kommunikation og medier,Hvilke virksomheder udviklede compact disc-formatet i fællesskab?,200,Philips og Sony,IBM og Intel,Kodak og Polaroid,Xerox og Canon,,,
Kommunikation og medier,Hvem sendte i 1971 en tidlig netværksmail og valgte @-tegnet mellem bruger og computer?,300,Ray Tomlinson,Tim Berners-Lee,Robert Metcalfe,Larry Roberts,,,
Kommunikation og medier,Hvilket tysk forskningsinstitut spillede en central rolle i udviklingen af MP3-lydformatet?,400,Fraunhofer-instituttet,Max Planck-instituttet,CERN,Bell Labs,,,
Kommunikation og medier,Hvilken opfindelse gjorde Alois Senefelder kendt omkring 1796?,500,litografi,fotografi,telegrafi,xerografi,,,
Kommunikation og medier,"Hvem opfandt Linotype-maskinen, som støbte hele tekstlinjer i metal?",600,Ottmar Mergenthaler,Johannes Gutenberg,Christopher Latham Sholes,Alois Senefelder,,,
Kommunikation og medier,Hvem udviklede en automatisk telefoncentral efter at have patenteret en automatisk omkobler i 1891?,700,Almon Strowger,Alexander Graham Bell,Elisha Gray,Antonio Meucci,,,
Kommunikation og medier,Hvilken magnetisk lydoptager opfandt Valdemar Poulsen i 1898?,800,telegrafonen,fonografen,grammofonen,dictafonen,,,
Transport og maskiner,Hvilke brødre stod bag den første bemandede varmluftsballonflyvning i 1783?,100,Joseph-Michel og Jacques-Étienne Montgolfier,Orville og Wilbur Wright,Auguste og Louis Lumière,Jacques og Pierre Curie,,,
Transport og maskiner,"Hvem byggede i 1807 den kommercielt succesfulde dampbåd North River Steamboat, ofte kaldet Clermont?",200,Robert Fulton,John Fitch,James Watt,George Stephenson,,,
Transport og maskiner,Hvem gennemførte i 1797 den første veldokumenterede faldskærmsnedstigning fra en ballon?,300,André-Jacques Garnerin,Louis Blériot,Alberto Santos-Dumont,Otto Lilienthal,,,
Transport og maskiner,Hvem opfandt et praktisk luftpudeprincip til hovercraft i 1950’erne?,400,Christopher Cockerell,Frank Whittle,Igor Sikorsky,Robert Goddard,,,
Transport og maskiner,Hvem udviklede den moderne dampturbine i 1880’erne?,500,Charles Parsons,James Watt,Thomas Newcomen,Rudolf Diesel,,,
Transport og maskiner,Hvem patenterede den hydrauliske presse i 1795?,600,Joseph Bramah,Blaise Pascal,James Watt,Henry Maudslay,,,
Transport og maskiner,"Hvem konstruerede ubåden Turtle, der blev forsøgt anvendt under den amerikanske uafhængighedskrig?",700,David Bushnell,Robert Fulton,John Holland,Cornelis Drebbel,,,
Transport og maskiner,Hvem fik i 1794 patent på et tidligt kugleleje til vognaksler?,800,Philip Vaughan,George Stephenson,John Harrison,Joseph Bramah,,,
Medicin og hverdag,Hvem udviklede den moderne lynlås med sammenlåsende tænder i 1910’erne?,100,Gideon Sundback,Whitcomb Judson,Elias Howe,Isaac Singer,,,
Medicin og hverdag,Hvem udviklede et masseproduceret sikkerhedsbarbersystem med udskiftelige blade?,200,King Camp Gillette,George de Mestral,László Bíró,Gideon Sundback,,,
Medicin og hverdag,Hvem patenterede en praktisk opvaskemaskine i 1886?,300,Josephine Cochrane,Margaret Knight,Mary Anderson,Melitta Bentz,,,
Medicin og hverdag,Hvem opfandt engangskaffefilteret af papir i 1908?,400,Melitta Bentz,Josephine Cochrane,Margaret Knight,Mary Anderson,,,
Medicin og hverdag,Hvem fik i 1846 et vigtigt amerikansk patent på en symaskine med låsesøm?,500,Elias Howe,Isaac Singer,Walter Hunt,Barthélemy Thimonnier,,,
Medicin og hverdag,"Hvem demonstrerede i 1901 en motordrevet støvsuger, der sugede støv gennem slanger?",600,Hubert Cecil Booth,James Dyson,Ives McGaffey,William Hoover,,,
Medicin og hverdag,Hvem forbedrede sikkerhedstændstikken i Sverige ved at placere rødt fosfor på strygefladen?,700,Johan Edvard Lundström,John Walker,Gustaf Erik Pasch,Alfred Nobel,,,
Elektronik og computere,Hvem byggede den første fungerende laser i 1960?,100,Theodore Maiman,Charles Townes,Arthur Schawlow,Gordon Gould,,,
Elektronik og computere,Hvem byggede i 1975 den første selvstændige digitale kamera-prototype hos Kodak?,200,Steven Sasson,Edwin Land,George Eastman,Willard Boyle,,,
Elektronik og computere,Hvilke to udviklere skabte Unix på Bell Labs?,300,Ken Thompson og Dennis Ritchie,Vint Cerf og Bob Kahn,John Mauchly og J. Presper Eckert,Bill Gates og Paul Allen,,,
Elektronik og computere,Hvilken Xerox PARC-computer fra 1973 havde en tidlig grafisk brugerflade og mus?,400,Xerox Alto,Apple Lisa,IBM PC,Commodore PET,,,
Elektronik og computere,Hvem demonstrerede den første praktiske synlige lysdiode i 1962?,500,Nick Holonyak Jr.,Theodore Maiman,John Bardeen,Russell Ohl,,,
Elektronik og computere,Hvilket laboratorium demonstrerede i 1954 en praktisk siliciumsolcelle?,600,Bell Labs,Xerox PARC,CERN,Los Alamos,,,
Elektronik og computere,Hvilke to ingeniører byggede det første kvartsur hos Bell Telephone Laboratories i 1927?,700,Warren Marrison og J. W. Horton,John Bardeen og Walter Brattain,Ken Thompson og Dennis Ritchie,Jack Kilby og Robert Noyce,,,
