Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘arrival’?,100,ankomst,afgang,bagage,billetpris,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘luggage’?,200,bagage,afgang,ankomst,billetpris,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘fare’?,300,billetpris,afgang,ankomst,bagage,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘although’?,400,selvom,medmindre,derfor,imens,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘unless’?,500,medmindre,selvom,derfor,imens,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘therefore’?,600,derfor,selvom,medmindre,imens,,,
Ord og vendinger,Hvad betyder det engelske ord eller udtryk ‘meanwhile’?,700,imens,selvom,medmindre,derfor,,,
Ord og vendinger,Hvad betyder det engelske udtryk ‘break the ice’?,800,at skabe en afslappet begyndelse,at afslutte et venskab,at tage en stor risiko,at tie helt stille,,,
Grammatik og udtale,"Hvilket question tag passer til “She is coming, ___”?",100,isn't she?,doesn't she?,is she?,won't she?,,,
Grammatik og udtale,Hvilken sætning står i passiv?,200,The novel was written in 1949.,The author wrote the novel in 1949.,The author was writing in 1949.,The novel wrote the author.,,,
Grammatik og udtale,Hvilket relativt pronomen bruges normalt om en person i “The woman ___ called”?,300,who,which,where,what,,,
Grammatik og udtale,Hvilken præposition passer i udtrykket “interested ___ music”?,400,in,on,at,for,,,
Grammatik og udtale,Hvad betyder phrasal verbet “give up” i “She gave up smoking”?,500,holde op med,uddele,aflevere,opfinde,,,
Grammatik og udtale,Hvilket begyndelsesbogstav er stumt i ordet “know”?,600,k,n,o,w,,,
Grammatik og udtale,Hvordan udtales endelsen -ed i “wanted”?,700,som en ekstra stavelse /ɪd/,som /t/,som /d/ uden ekstra stavelse,den udtales slet ikke,,,
Grammatik og udtale,Hvilket udsagn om en almindelig engelsk hovedsætning er mest præcist?,800,den har et finit verbal og normalt et subjekt,den har altid to objekter,den har altid et adjektiv,den ender altid med et spørgsmålstegn,,,
Litteratur og kultur,Hvor forbindes traditionen eller begivenheden Guy Fawkes Night især med?,100,Storbritannien,Skotland,Dublin,Louisiana,,,
Litteratur og kultur,Hvor forbindes traditionen eller begivenheden Mardi Gras i New Orleans især med?,200,Louisiana,Skotland,Dublin,Storbritannien,,,
Litteratur og kultur,I hvilken by ligger British Library?,300,London,Manchester,Edinburgh,Dublin,,,
Litteratur og kultur,I hvilken by ligger Library of Congress?,400,"Washington, D.C.",New York,Boston,Philadelphia,,,
Litteratur og kultur,I hvilken by ligger Abbey Road Studios?,500,London,Liverpool,Birmingham,Bristol,,,
Litteratur og kultur,I hvilken by ligger Sydney Opera House?,600,Sydney,Melbourne,Perth,Brisbane,,,
Litteratur og kultur,Hvilken type værk kan modtage den ordinære Booker Prize?,700,et længere skønlitterært værk skrevet på engelsk og udgivet i Storbritannien eller Irland,en fagbog oversat til engelsk og udgivet i USA,et symfonisk værk uropført i Storbritannien,en dokumentarfilm produceret i Irland,,,
Den engelsktalende verden,I hvilket år fandt USA’s uafhængighedserklæring sted?,100,1776,1215,1840,1867,,,
Den engelsktalende verden,I hvilket år fandt underskrivelsen af Waitangi-traktaten sted?,200,1840,1215,1776,1867,,,
Den engelsktalende verden,I hvilket år fandt den canadiske konføderation sted?,300,1867,1215,1776,1840,,,
Den engelsktalende verden,I hvilken by ligger FN’s hovedkvarter?,400,New York,Geneve,London,"Washington, D.C.",,,
Den engelsktalende verden,I hvilken by ligger BBC’s Broadcasting House?,500,London,Manchester,Cardiff,Belfast,,,
Den engelsktalende verden,I hvilken by har Commonwealth Secretariat hovedsæde?,600,London,Ottawa,Canberra,Wellington,,,
Den engelsktalende verden,I hvilken by ligger New Zealands parlamentsbygning Beehive?,700,Wellington,Auckland,Christchurch,Dunedin,,,
