Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1948?,100,London,Paris,Athen,Helsinki,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1932?,200,Los Angeles,San Diego,San Francisco,Seattle,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1920?,300,Antwerpen,Bruxelles,Gent,Amsterdam,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1912?,400,Stockholm,Göteborg,Oslo,Helsinki,,,
Værtsbyer og år,"Hvilken by overtog værtskabet for sommerlegene 1908, efter at Rom trak sig?",500,London,Manchester,Paris,Athen,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1904?,600,St. Louis,Chicago,Boston,Philadelphia,,,
Værtsbyer og år,Hvilken by var vært for sommer-OL i 1900?,700,Paris,Athen,London,Bruxelles,,,
Værtsbyer og år,"Hvilken by lagde navn til sommer-OL 2020, som på grund af pandemien blev afholdt i 2021?",800,Tokyo,Beijing,Seoul,Osaka,,,
Sportsgrene og discipliner,Hvilke tre dele består den olympiske standardtriatlon af?,100,"1500 m svømning, 40 km cykling og 10 km løb","750 m svømning, 20 km cykling og 5 km løb","3 km svømning, 100 km cykling og 30 km løb","10 km løb, 40 km roning og 1500 m svømning",,,
Sportsgrene og discipliner,Hvilke fem discipliner indgik i moderne femkamp ved Paris 2024?,200,"fægtning, svømning, ridning samt kombineret løb og skydning","cykling, roning, tennis, boksning og løb","fægtning, gymnastik, ridning, kajak og bueskydning","svømning, vægtløftning, judo, skydning og cykling",,,
Sportsgrene og discipliner,Hvilket gymnastikredskab bruges kun i mændenes redskabsgymnastik?,300,bensvinghest,bom,forskudt barre,rytmegymnastisk bånd,,,
Sportsgrene og discipliner,Hvilket gymnastikredskab bruges kun i kvindernes redskabsgymnastik?,400,bom,ringe,bensvinghest,reck,,,
Sportsgrene og discipliner,Hvilken skydedisciplin kombineres med løb i laser-run under moderne femkamp?,500,pistolskydning,riffelskydning,bueskydning,lerdueskydning,,,
Sportsgrene og discipliner,"Hvilken atletikdisciplin bruger et kugleformet metalredskab, der stødes fra skulderen?",600,kuglestød,diskoskast,hammerkast,spydkast,,,
Sportsgrene og discipliner,"Hvilken cykeldisciplin køres på en stejl, oval indendørs eller udendørs bane?",700,banecykling,mountainbike,BMX freestyle,landevejscykling,,,
Sportsgrene og discipliner,Hvilken vandsport har discipliner som kajak og canadier på fladt vand?,800,sprintkajak og -kano,roning,sejlsport,vandpolo,,,
Symboler og organisation,Hvem komponerede den olympiske hymne?,100,Spyridon Samaras,Mikis Theodorakis,Manos Hatzidakis,Vangelis,,,
Symboler og organisation,Hvem skrev teksten til den olympiske hymne?,200,Kostis Palamas,Nikos Kazantzakis,Odysseas Elytis,Konstantinos Kavafis,,,
Symboler og organisation,Hvilken rækkefølge har medaljerne fra første- til tredjeplads?,300,"guld, sølv, bronze","guld, bronze, sølv","sølv, guld, bronze","bronze, sølv, guld",,,
Symboler og organisation,Hvad modtog sejrherrerne ved de antikke lege i Olympia som hæderstegn?,400,en krans af vilde olivengrene,en guldmedalje,en laurbærkrans af sølv,en kongekrone,,,
Symboler og organisation,"Hvilket ord blev i 2021 føjet til mottoet “Citius, Altius, Fortius”?",500,"Communiter, sammen","Aeternum, for evigt","Gloria, ære","Unitas, enhed",,,
Symboler og organisation,"Hvad betyder “Citius, Altius, Fortius” på dansk?",600,"hurtigere, højere, stærkere","fred, venskab, respekt","vilje, mod, sejr","længere, dybere, sikrere",,,
Symboler og organisation,Hvilken organisation styrer den paralympiske bevægelse globalt?,700,"International Paralympic Committee, IPC","International Olympic Committee, IOC",World Athletics,Special Olympics International,,,
Atleter og præstationer,Hvilken australsk løber tændte OL-ilden og vandt 400 meter ved Sydney 2000?,100,Cathy Freeman,Sally Pearson,Nova Peris,Raelene Boyle,,,
Atleter og præstationer,Hvilken vægtløfter vandt olympisk guld ved tre lege i træk fra 1988 til 1996?,200,Naim Süleymanoğlu,Pyrros Dimas,Vasily Alekseyev,Kakhi Kakhiashvili,,,
Atleter og præstationer,Hvilken tysk kajakroer vandt olympisk guld ved seks forskellige lege mellem 1980 og 2004?,300,Birgit Fischer,Josefa Idem,Rita Kőbán,Danuta Kozák,,,
Atleter og præstationer,Hvilken dansk sejler vandt fire olympiske guldmedaljer i træk fra 1948 til 1960?,400,Paul Elvstrøm,Jesper Bank,Jonas Høgh-Christensen,Valdemar Bandolowski,,,
Atleter og præstationer,Hvilken dansk roer vandt tre olympiske guldmedaljer i letvægtsfirer uden styrmand?,500,Eskild Ebbesen,Thomas Ebert,Mads Rasmussen,Victor Feddersen,,,
Atleter og præstationer,Hvilken dansk svømmer vandt guld på 50 meter fri ved Rio 2016?,600,Pernille Blume,Lotte Friis,Jeanette Ottesen,Mette Jacobsen,,,
Atleter og præstationer,Hvilken amerikansk atlet vandt fire guldmedaljer i atletik ved Los Angeles 1984?,700,Carl Lewis,Edwin Moses,Calvin Smith,Daley Thompson,,,
