Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Historie og idégrundlag,Hvad betyder Grundtvigs idé om “det levende ord” især?,100,at samtale og mundtlig formidling skal have stor plads,at bøger skulle være forbudt,at elever aldrig må skrive,at undervisning kun foregår gennem sang,,,
Historie og idégrundlag,Hvad betyder “historisk-poetisk” i den grundtvigske tradition?,200,forbindelse mellem fælles historie og menneskets forestillingsevne,kun udenadslære af kongerækker,forbud mod naturvidenskab,udelukkende undervisning i rim,,,
Historie og idégrundlag,Hvad betyder “levende vekselvirkning” mellem lærer og elev?,300,at begge kan lære gennem ligeværdig samtale,at læreren aldrig underviser,at eleven bestemmer alle karakterer,at rollerne skifter hver time,,,
Historie og idégrundlag,Hvad ville Grundtvig vægte ud over forstanden?,400,"følelser, fantasi og hele mennesket",kun tekniske færdigheder,kun fysisk styrke,kun udenadslære,,,
Historie og idégrundlag,Hvad skulle skolen ifølge Grundtvig både oplyse og gøre?,500,oplive,straffe,ensrette,sortere,,,
Historie og idégrundlag,Hvilken gruppe unge var blandt de første målgrupper for Kolds skoler?,600,unge fra landbosamfundet,universitetsprofessorer,søofficerer,børnehavebørn,,,
Historie og idégrundlag,Hvad var et demokratisk mål med den tidlige frie skoletradition?,700,at udvikle deltagende borgere,at afskaffe valg,at genindføre enevælde,at begrænse læsefærdighed,,,
Historie og idégrundlag,Hvilken spænding har efterskolen historisk balanceret mellem siden prøveadgangen?,800,livsoplysning og formelle skolekrav,kirke og militær,by og hav,landbrug og søfart alene,,,
Skoleform og rammer,Hvilken økonomisk støtte er central for mange familiers mulighed for efterskoleophold?,100,statslig elevstøtte,SU til alle elever,folkepension,dagpenge,,,
Skoleform og rammer,Hvad afhænger familiens egenbetaling typisk blandt andet af?,200,husstandsindkomsten,elevens skostørrelse,afstanden til nærmeste bibliotek,antal fag i folkeskolen,,,
