Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Fødsel og udvikling,Hvad kan en kold unge uden for reden være tegn på?,100,at den behøver hurtig hjælp og varme,at den er klar til fravænning,at den er i normal dvale,at den har fået for meget hø,,,
Fødsel og udvikling,Hvilken type udvikling har kaninunger ved fødslen?,200,de er hjælpeløse og uudviklede,de kan straks løbe og æde græs,de kan flyve efter få timer,de lever uden moderpleje,,,
Fødsel og udvikling,Hvilken dyreorden tilhører kaniner?,300,hareordenen,gnaverordenen,rovdyrordenen,pungdyrordenen,,,
Fødsel og udvikling,"Hvad hedder den europæiske vildkanins videnskabelige art, som tamkaninen stammer fra?",400,Oryctolagus cuniculus,Lepus europaeus,Cavia porcellus,Rattus norvegicus,,,
Fødsel og udvikling,Hvor mange fortænder har en kanin i over- og underkæben tilsammen?,500,seks,to,fire,otte,,,
Fødsel og udvikling,Hvad er særligt ved kaninens tænder gennem hele livet?,600,de vokser kontinuerligt,de falder ud hvert år,de bliver til horn,de holder op med at vokse efter fravænning,,,
Fødsel og udvikling,"Hvad er cecotrofer, som unge kaniner efterhånden begynder at æde?",700,næringsrige bløde blindtarmsklumper,ufordøjelige træpiller,parasitter i pelsen,mineralske sten,,,
Fødsel og udvikling,Hvad er den vigtigste biologiske forskel mellem en kanin og en hareunge ved fødslen?,800,"kaninunger fødes blinde og nøgne, hareunger mere udviklede","kaninunger fødes med gevir, hareunger uden",hareunger fødes i æg,kaninunger kan straks løbe hurtigere end voksne,,,
Rede og moderpleje,"Hvad er formålet med tidlig, rolig socialisering?",100,at mindske senere frygt for normal menneskelig kontakt,at lære ungerne at leve alene,at gøre dem afhængige af sukker,at stoppe deres pelsvækst,,,
Rede og moderpleje,Hvilket tegn hos moderen bør få en til at gå langsommere frem med håndtering?,200,stress eller uro,at hun spiser hø,at hun vasker sig,at hun drikker vand,,,
Rede og moderpleje,Hvorfor bør man ikke løfte en kaninunge højt over gulvet uden sikker støtte?,300,et fald kan give alvorlig skade,ørerne bliver længere,den lærer at flyve,den mister sine fortænder,,,
Rede og moderpleje,Hvordan støtter man bedst en kanin ved løft?,400,under bryst og bagpart,kun i ørerne,kun i nakkeskindet,ved at holde i ét bagben,,,
Rede og moderpleje,Hvilken del af kaninen må aldrig bruges som håndtag?,500,ørerne,brystkassen,bagparten,forpoterne med støtte,,,
