Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Grækenland og Rom,Hvad hedder Artemis i den romerske gudeverden?,100,Diana,Venus,Minerva,Proserpina,,,
Grækenland og Rom,Hvad hedder Hefaistos i den romerske gudeverden?,200,Vulkan,Mars,Merkur,Neptun,,,
Grækenland og Rom,Hvad hedder Demeter i den romerske gudeverden?,300,Ceres,Vesta,Juno,Flora,,,
Grækenland og Rom,Hvad hedder Dionysos ofte i den romerske gudeverden?,400,Bacchus,Janus,Faunus,Quirinus,,,
Grækenland og Rom,Hvilken helt udfører de tolv arbejder i græsk mytologi?,500,Herakles,Perseus,Theseus,Jason,,,
Grækenland og Rom,Hvilken helt dræber Minotauros i labyrinten på Kreta?,600,Theseus,Achilleus,Odysseus,Bellerofon,,,
Grækenland og Rom,Hvilken helt hugger hovedet af Medusa?,700,Perseus,Herakles,Orfeus,Ajax,,,
Grækenland og Rom,"Hvad hedder Odysseus’ hustru, som venter på Ithaka?",800,Penelope,Andromache,Helena,Ariadne,,,
Egyptens gudeverden,"Hvad kaldes den store slange, som angriber Ras solbåd om natten?",100,Apophis,Mehen,Ammit,Wadjet,,,
Egyptens gudeverden,Hvilken gudinde personificerer himlen og afbildes ofte hvælvet over jorden?,200,Nut,Tefnut,Neith,Selket,,,
Egyptens gudeverden,Hvilken gud personificerer jorden i den heliopolitanske gudelære?,300,Geb,Shu,Atum,Khonsu,,,
Egyptens gudeverden,Hvilken gud personificerer luft og adskiller Nut fra Geb?,400,Shu,Min,Montu,Hapi,,,
Egyptens gudeverden,Hvilken gudinde personificerer fugtighed og er Shus søster?,500,Tefnut,Mut,Nephthys,Seshat,,,
Egyptens gudeverden,Hvad er Aten i den egyptiske religion?,600,solskiven som guddommelig kraft,månen som guddom,Nilen som guddom,underverdenens port,,,
Egyptens gudeverden,"Hvad indeholder den tekstsamling, der kaldes Den Egyptiske Dødebog?",700,formularer og besværgelser til rejsen efter døden,kongelister over alle faraoner,love om tempelbyggeri,astronomiske tabeller alene,,,
Egyptens gudeverden,Hvilken gud forbindes med månen og havde et vigtigt kultcentrum i Theben?,800,Khonsu,Atum,Hapi,Montu,,,
Mesopotamien og Nærorienten,Hvilken skrift blev typisk trykket med en griffel i lertavler i Mesopotamien?,100,kileskrift,hieroglyffer,linear B,fønikisk alfabet,,,
Mesopotamien og Nærorienten,"Hvilken ugaritisk gud forbindes med storm, regn og frugtbarhed?",200,Baal,Mot,Yam,Reshef,,,
Mesopotamien og Nærorienten,Hvilken gud optræder som en overordnet faderskikkelse i den kanaanæiske gudeverden?,300,El,Baal,Dagon,Kothar,,,
Mesopotamien og Nærorienten,Hvilken ugaritisk gudinde er en krigerisk søster og allieret til Baal?,400,Anat,Asherah,Astarte,Shapash,,,
Mesopotamien og Nærorienten,Hvilken kanaanæisk gudinde omtales ofte som gudernes mor og Els partner?,500,Asherah,Anat,Tanit,Ereshkigal,,,
Mesopotamien og Nærorienten,Hvilken ugaritisk gud personificerer døden og bliver Baals modstander?,600,Mot,Yam,El,Kothar,,,
Mesopotamien og Nærorienten,Hvilken havgud kæmper Baal imod i den ugaritiske Baal-cyklus?,700,Yam,Mot,Reshef,Dagon,,,
Myter fra andre kulturer,Hvilken maya- og yucatec-skikkelse svarer til den fjerklædte slange og kaldes Kukulkan?,100,Kukulkan,Chaac,Itzamna,Camazotz,,,
Myter fra andre kulturer,Hvilken polynesisk helt er kendt for blandt andet at fiske øer op og tæmme solen?,200,Maui,Tangaroa,Tane,Rongo,,,
Myter fra andre kulturer,Hvilken hawaiiansk gudinde forbindes med vulkaner og ild?,300,Pele,Hina,Laka,Haumea,,,
Myter fra andre kulturer,Hvilken polynesisk gud forbindes bredt med havet?,400,Tangaroa,Tane,Tu,Rongo,,,
Myter fra andre kulturer,Hvilken vestafrikansk trickster optræder ofte som en edderkop i akan-fortællinger?,500,Anansi,Legba,Ogun,Shango,,,
Myter fra andre kulturer,Hvilken yoruba-orisha forbindes med torden og lyn?,600,Shango,Obatala,Orunmila,Ogun,,,
Myter fra andre kulturer,"Hvilken yoruba-orisha forbindes med floden Osun, kærlighed og frugtbarhed?",700,Oshun,Oya,Yemaya,Eshu,,,
