Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Forfattere og værker,Hvem skabte drengen Silas i en række børnebøger?,100,Cecil Bødker,Ole Lund Kirkegaard,Bjarne Reuter,Lene Kaaberbøl,,,
Forfattere og værker,Hvem skrev kriminalromanen “Mord i mørket”?,200,Dan Turèll,Anders Bodelsen,Jussi Adler-Olsen,Leif Davidsen,,,
Forfattere og værker,Hvem skrev romanen “Rend mig i traditionerne”?,300,Leif Panduro,Klaus Rifbjerg,Villy Sørensen,Hans Scherfig,,,
Forfattere og værker,Hvem skrev ungdomsromanen “Martin & Victoria”?,400,Klaus Lynggaard,Bjarne Reuter,Bent Haller,Martha Christensen,,,
Forfattere og værker,Hvem skrev romanen “Nordkraft”?,500,Jakob Ejersbo,Morten Pape,Thomas Korsgaard,Jonas Eika,,,
Forfattere og værker,Hvem skrev novellesamlingen “Radiator”?,600,Jan Sonnergaard,Naja Marie Aidt,Simon Fruelund,Jens Blendstrup,,,
Forfattere og værker,Hvem skrev romanen “Planen”?,700,Morten Pape,Jakob Ejersbo,Thomas Korsgaard,Kim Leine,,,
Forfattere og værker,Hvem skrev romanen “De ansatte”?,800,Olga Ravn,Solvej Balle,Asta Olivia Nordenhof,Theis Ørntoft,,,
Perioder og strømninger,Hvilken efterkrigsforfatter skrev novellesamlingen “Sære historier”?,100,Villy Sørensen,Martin Andersen Nexø,Johannes Ewald,Jeppe Aakjær,,,
Perioder og strømninger,Hvilken betegnelse bruges om 1960'ernes formeksperimenter hos blandt andre Klaus Rifbjerg og Villy Sørensen?,200,modernisme,realisme,nationalromantik,barok,,,
Perioder og strømninger,"Hvilken poetisk retning arbejder efter tydelige systemer og begrænsninger, som i Inger Christensens “Alfabet”?",300,systemdigtning,lejlighedsdigtning,heltedigtning,bekendelsesprosa,,,
Perioder og strømninger,"Hvilken type litteratur fik stor betydning i 1970'erne med personlige skildringer af køn, familie og hverdagsliv?",400,kvindelitteratur,ridderromaner,hyrdedigtning,hofsagaer,,,
Perioder og strømninger,Hvilken stil forbindes ofte med Helle Helles knappe sprog og betydningsfulde udeladelser?,500,minimalisme,barok,ekspressionisme,naturromantik,,,
Perioder og strømninger,Hvilken betegnelse bruges ofte om Jan Sonnergaards rå skildringer af samtidens byliv og social ulighed?,600,dirty realism,højromantik,magisk realisme,klassicisme,,,
Perioder og strømninger,"Hvad kaldes litteratur, hvor forfatterens eget liv blandes med romanens fiktion?",700,autofiktion,allegori,epigram,versepos,,,
Perioder og strømninger,"Hvilken strømning er kendetegnet ved ironi, genreblanding og leg med tidligere tekster?",800,postmodernisme,naturalisme,barok,nationalromantik,,,
"Figurer, former og genrer","Hvad kaldes en bog, hvor forfatteren fortæller om sit eget liv?",100,selvbiografi,utopi,almanak,libretto,,,
"Figurer, former og genrer","Hvad kaldes en fortælling, der består af breve mellem personer?",200,brevroman,sonetkrans,kollektivroman,knækprosa,,,
"Figurer, former og genrer","Hvad kaldes en tekst, hvor dyr eller ting optræder menneskeligt og formidler en lære?",300,fabel,elegi,ode,reportage,,,
"Figurer, former og genrer",Hvad kaldes et digt på 14 linjer med fast formtradition?,400,sonet,haiku,limerick,ballade,,,
"Figurer, former og genrer","Hvilken digtform består traditionelt af 15 sonetter, hvor den sidste dannes af de foregående sonetters begyndelseslinjer?",500,sonetkrans,haikukæde,terzine,rondeau,,,
"Figurer, former og genrer","Hvad kaldes prosa sat op med korte linjer, så den visuelt minder om digt?",600,knækprosa,blankvers,heksameter,prosadigt,,,
"Figurer, former og genrer","Hvad kaldes den fortæller, som selv deltager i handlingen og bruger “jeg”?",700,jegfortæller,alvidende fortæller,personal fortæller,objektiv fortæller,,,
"Priser, sprog og litteraturliv",Hvad forkortes det store historiske værk “Ordbog over det danske Sprog” normalt til?,100,ODS,RO,DDO,ADL,,,
"Priser, sprog og litteraturliv",Hvilken periode af sproget beskriver hovedværket “Ordbog over det danske Sprog” især?,200,ca. 1700-1950,ca. 800-1200,ca. 1200-1500,ca. 1950-2000,,,
"Priser, sprog og litteraturliv",Hvad står forkortelsen ADL for i dansk litteraturformidling?,300,Arkiv for Dansk Litteratur,Akademiet for Dansk Læsning,Antologi over Danske Lyrikere,Arkiv for Dramatik og Lyrik,,,
"Priser, sprog og litteraturliv",Hvilke to institutioner samarbejder om Arkiv for Dansk Litteratur?,400,Det Kgl. Bibliotek og Det Danske Sprog- og Litteraturselskab,Folketinget og Dansk Sprognævn,DR og Det Danske Akademi,Gyldendal og Kulturministeriet,,,
"Priser, sprog og litteraturliv",Hvilket år blev Det Danske Sprog- og Litteraturselskab stiftet?,500,1911,1849,1955,1972,,,
"Priser, sprog og litteraturliv",Hvilket år blev Det Danske Akademi stiftet?,600,1960,1911,1948,1984,,,
"Priser, sprog og litteraturliv","Hvad kaldes lovkravet om, at udgivne værker skal afleveres til nationalbiblioteket og en anden bevaringsinstitution?",700,pligtaflevering,censurpligt,deponering,forlagsregistrering,,,
