Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Kroppe og tilpasninger,Hvilken øgle skyder tungen ud med ekstrem acceleration for at fange bytte?,100,kamæleon,leguan,varan,firben,,,
Kroppe og tilpasninger,Hvilken fuglegruppe kan som den eneste flyve kontrolleret baglæns?,200,kolibrier,sejlere,isfugle,albatrosser,,,
Kroppe og tilpasninger,Hvilken fugl har et enormt skoformet næb og lever i østafrikanske sumpe?,300,skonæb,marabustork,sekretærfugl,pelikan,,,
Kroppe og tilpasninger,Hvilke mikroskopiske strukturer hjælper gekkoer med at hæfte på glatte flader?,400,"setae, fine hårstrukturer",sugekopper,limkirtler,magnetiske skæl,,,
Kroppe og tilpasninger,Hvilken fisk skyder vandstråler mod insekter over vandoverfladen?,500,sprøjtefisk,flyvefisk,mudderspringer,klatrefisk,,,
Kroppe og tilpasninger,Hvilket lille krebsdyr skaber et kraftigt smæld og en kavitationboble med sin klo?,600,pistolreje,eremitkrebs,krabbe,krill,,,
Kroppe og tilpasninger,"Hvilken nordamerikansk frø kan overleve, at en stor del af kropsvæsken fryser om vinteren?",700,skovfrø,oksefrø,pilgiftfrø,løvfrø,,,
Kroppe og tilpasninger,Hvilken nordamerikansk øgle kan sprøjte blod fra området omkring øjnene som forsvar?,800,hornøgle,gilaøgle,anole,basilisk,,,
Levesteder og udbredelse,På hvilket kontinent lever vombatter naturligt?,100,Australien,Afrika,Sydamerika,Europa,,,
Levesteder og udbredelse,På hvilken ø lever næseaben naturligt?,200,Borneo,Sumatra,Java,Sri Lanka,,,
Levesteder og udbredelse,I hvilket land lever den kinesiske kæmpesalamander naturligt?,300,Kina,Indien,Japan,Vietnam,,,
Levesteder og udbredelse,På hvilket højtliggende område lever den tibetanske ræv?,400,Det Tibetanske Plateau,Det Etiopiske Højland,Altiplano,De skotske højlande,,,
Levesteder og udbredelse,I hvilke havområder lever nautiler naturligt?,500,det tropiske Indo-Stillehav,Nordatlanten,Middelhavet,Sortehavet,,,
Levesteder og udbredelse,I hvilke grottesystemer lever olmen naturligt?,600,Dinariske karsthuler på Balkan,lavahuler på Island,kalkhuler i Yucatán,grotter i Australien,,,
Levesteder og udbredelse,I hvilket havområde blev den nulevende latimeria først videnskabeligt dokumenteret?,700,det vestlige Indiske Ocean,Nordsøen,Det Caribiske Hav,Østersøen,,,
Levesteder og udbredelse,På hvilke caribiske øer findes de to nulevende solenodonarter?,800,Cuba og Hispaniola,Jamaica og Barbados,Trinidad og Tobago,Aruba og Curaçao,,,
Adfærd og føde,Hvilket havdyr lever mellem søanemonens brændende tentakler uden normalt at tage skade?,100,klovnfisk,søhest,tun,flyvefisk,,,
Adfærd og føde,Hvordan holder remoraen sig fast på større havdyr?,200,med en sugeskive på hovedet,med kløer,med gifttråde,med et silkespind,,,
Adfærd og føde,Hvordan dræber sekretærfuglen ofte slanger og andet bytte på jorden?,300,ved kraftige tramp og spark,ved at kvæle dem med vingerne,ved giftigt spyt,ved at drukne dem,,,
Adfærd og føde,Hvilken føde er skæggribben specialiseret i at spise?,400,knogler,frugt,krill,bambus,,,
Adfærd og føde,Hvad gør fregatfugle ofte for at få fisk fra andre havfugle?,500,stjæler byttet gennem kleptoparasitisme,bygger fælles fiskefælder,lammer dem med gift,lokker dem til en renseplads,,,
Adfærd og føde,Hvilket dyr kan lagre nødder tusindvis af steder og huske mange af gemmestederne?,600,Clarkes nøddekrige,albatros,kasuar,marabu,,,
Adfærd og føde,Hvilken primat vaskede søde kartofler i vand i et berømt japansk studie af tillært adfærd?,700,japansk makak,orangutang,gibbon,brøleabe,,,
Slægtskab og formering,Hvad kendetegner hajers skelet?,100,det består hovedsagelig af brusk,det består af kitin,det mangler rygsøjle,det består kun af kalkplader,,,
Slægtskab og formering,Hvilken papegøje er både nataktiv og flyveudygtig?,200,kakapo,kea,ara,lorikeet,,,
Slægtskab og formering,Hvilket køn hos næbdyret har giftsporer på bagbenene?,300,hannen,hunnen,begge køn altid,ungerne,,,
Slægtskab og formering,Hvilken bløddyrklasse tilhører nautilen?,400,blæksprutter,toskallede,snegle,søtænder,,,
Slægtskab og formering,Hvilken orden af pattedyr tilhører skældyrene?,500,Pholidota,Carnivora,Rodentia,Primates,,,
Slægtskab og formering,Hvilken slags dyr er en søpung trods dens plantelignende udseende?,600,et kordaterdyr,en alge,en svamp,en koral,,,
Slægtskab og formering,Hvilken truet tandhval er verdens mindste nulevende hvalart og lever i den nordlige Californiabugt?,700,vaquita,beluga,narhval,øresvin,,,
