Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Retter og hjemsteder,Hvilken dansk frokosttradition består af pålæg på en skive rugbrød?,100,smørrebrød,tapas,mezze,antipasti,,,
Retter og hjemsteder,Hvilke friterede kugler eller flade bidder af kikærter eller hestebønner forbindes med Mellemøsten?,200,falafel,pakora,arancini,croquetas,,,
Retter og hjemsteder,Hvilken ret af æg pocheret i en krydret tomatsauce forbindes med Nordafrika og Mellemøsten?,300,shakshuka,menemen,huevos rancheros,frittata,,,
Retter og hjemsteder,Hvilken indonesisk ret betyder “stegte ris”?,400,nasi goreng,mee goreng,rendang,gado-gado,,,
Retter og hjemsteder,Hvilken aromatisk lagdelt risret med rødder i Sydasien og den persisk-muslimske madtradition kaldes hvad?,500,biryani,paella,jollof,risotto,,,
Retter og hjemsteder,"Hvilken tynd, fermenteret pandekage af ris og linser forbindes især med Sydindien?",600,dosa,chapati,paratha,puri,,,
Retter og hjemsteder,Hvilken sydøstasiatisk nudelsuppe findes i mange regionale varianter med krydret bouillon eller kokosmælk?,700,laksa,pho,udon,borsjtj,,,
Retter og hjemsteder,"Hvilken langsomt kogt, krydret kødret stammer fra minangkabau-kulturen på Sumatra?",800,rendang,satay,soto,laksa,,,
Ingredienser og teknikker,Hvilket stof gennemgår den vigtigste forandring ved karamellisering?,100,sukker,protein,stivelse,mineraler,,,
Ingredienser og teknikker,Hvad betyder det at blanchere grøntsager?,200,kort koge dem og ofte straks køle dem ned,langtidsbage dem ved lav varme,tørre dem i solen,fermentere dem i ugevis,,,
Ingredienser og teknikker,Hvorfor forkorter en trykkoger tilberedningstiden?,300,den hæver vandets kogepunkt,den sænker temperaturen under frysepunktet,den fjerner al damp,den gør vandet basisk,,,
Ingredienser og teknikker,Hvad tilfører røgning ud over smag?,400,en konserverende virkning,en højere vandprocent,en neutralisering af alt salt,en omdannelse til sukker,,,
Ingredienser og teknikker,Hvad kendetegner braisering?,500,først bruning og derefter langsom tilberedning med lidt væske,hurtig kogning i meget vand,frysning under tryk,kun rå marinering,,,
Ingredienser og teknikker,Hvad gør syren i ceviche ved fiskens proteiner?,600,den denaturerer dem,den fryser dem,den omdanner dem til sukker,den fjerner alt salt,,,
Ingredienser og teknikker,Hvilken syre dannes typisk ved eddikesyregæring?,700,eddikesyre,mælkesyre,citronsyre,kulsyre,,,
Ingredienser og teknikker,Hvilke stoffer reagerer i Maillardreaktionen?,800,aminosyrer og reducerende sukkerarter,vand og salt,fedt og alkohol,kulsyre og stivelse,,,
"Brød, sødt og drikke",Hvilken kaffetype brygges ved at presse varmt vand gennem fintmalet kaffe under tryk?,100,espresso,filterkaffe,stempelkaffe,koldbryg,,,
"Brød, sødt og drikke",Hvad er kombucha?,200,en fermenteret tedrik,en destilleret risbrændevin,en krydret mælkedrik,en kakaoemulsion,,,
"Brød, sødt og drikke",Hvilken japansk alkoholisk drik fremstilles ved fermentering af ris?,300,sake,shochu,umeshu,awamori,,,
"Brød, sødt og drikke",Hvilken indisk drik kombinerer sort te med mælk og krydderier?,400,masala chai,lassi,kahwa,rasam,,,
"Brød, sødt og drikke",Hvilken sydamerikansk drik brygges på bladene fra yerba mate-planten?,500,mate,chicha,atole,tepache,,,
"Brød, sødt og drikke",Hvad kendetegner traditionel tyrkisk kaffe?,600,meget fintmalet kaffe koges uden filtrering,kaffen drypper gennem papirfilter,bønnerne udtrækkes kun i koldt vand,kaffen blandes altid med smør,,,
"Brød, sødt og drikke",Hvilken svagt alkoholisk drik fra Østeuropa fremstilles ofte af rugbrød?,700,kvass,arak,ouzo,soju,,,
Måltider og madkultur,Hvilken fugl er traditionelt centrum for mange amerikanske Thanksgiving-måltider?,100,kalkun,and,gås,vagtel,,,
Måltider og madkultur,Hvad kaldes den italienske skik med en drink og små snacks før aftensmaden?,200,aperitivo,fika,brunch,yum cha,,,
Måltider og madkultur,Hvad er en indisk thali?,300,et måltid med flere små retter serveret samlet,en lerovn,en krydderikværn,en sød mælkedrik,,,
Måltider og madkultur,Hvad kaldes den kantonesiske tradition med te og små dim sum-retter?,400,yum cha,kaiseki,izakaya,thali,,,
Måltider og madkultur,Hvad symboliserer dumplings ofte ved kinesisk nytår på grund af deres lighed med gamle sølvbarrer?,500,velstand,lang levetid,mod,stilhed,,,
Måltider og madkultur,Hvilken kaffetradition blev optaget på UNESCOs liste for Tyrkiet i 2013?,600,tyrkisk kaffekultur og tradition,cappuccino-kunst,filterkaffe i hjemmet,espressobarer,,,
Måltider og madkultur,"Hvilken fladbrødskultur omkring lavash, katyrma, jupka og yufka deles af flere lande på UNESCOs liste?",700,fremstilling og deling af fladbrød,produktion af surkål,fremstilling af nudler,bagning af rugbrød,,,
