Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og hovedstæder,Hvad er Indiens hovedstad?,100,New Delhi,Mumbai,Kolkata,Bengaluru,,,
Lande og hovedstæder,Hvad er Kenyas hovedstad?,200,Nairobi,Mombasa,Kampala,Dar es Salaam,,,
Lande og hovedstæder,Hvad er Marokkos hovedstad?,300,Rabat,Casablanca,Marrakech,Fès,,,
Lande og hovedstæder,Hvad er Nepals hovedstad?,400,Kathmandu,Pokhara,Thimphu,Dhaka,,,
Lande og hovedstæder,Hvad er Pakistans hovedstad?,500,Islamabad,Karachi,Lahore,Peshawar,,,
Lande og hovedstæder,Hvad er Ghanas hovedstad?,600,Accra,Kumasi,Lomé,Abuja,,,
Lande og hovedstæder,Hvad er Etiopiens hovedstad?,700,Addis Ababa,Asmara,Nairobi,Khartoum,,,
Lande og hovedstæder,Hvad er Bangladeshs hovedstad?,800,Dhaka,Chittagong,Kathmandu,Colombo,,,
"Bjerge, floder og landskaber",Hvilken bjergkæde regnes traditionelt som en del af grænsen mellem Europa og Asien?,100,Uralbjergene,Andesbjergene,Atlasbjergene,Appalacherne,,,
"Bjerge, floder og landskaber",På hvilken italiensk ø ligger vulkanen Etna?,200,Sicilien,Sardinien,Elba,Capri,,,
"Bjerge, floder og landskaber",På hvilken øgruppe ligger Mauna Loa?,300,Hawaiiøerne,Aleuterne,De Kanariske Øer,Galápagosøerne,,,
"Bjerge, floder og landskaber",I hvilket land ligger vulkanøen Krakatau?,400,Indonesien,Japan,Filippinerne,Papua Ny Guinea,,,
"Bjerge, floder og landskaber",I hvilken havbugt udmunder Mississippi?,500,Den Mexicanske Golf,Hudsonbugten,Californiabugten,Fundybugten,,,
"Bjerge, floder og landskaber","I hvilket hav udmunder Chang Jiang, også kaldet Yangtze?",600,Det Østkinesiske Hav,Det Sydkinesiske Hav,Det Japanske Hav,Det Gule Hav,,,
"Bjerge, floder og landskaber",Hvilket af disse områder ligger lavest på Jordens blotlagte landoverflade?,700,kysten ved Det Døde Hav,Death Valley,Qattara-lavningen,Turfan-lavningen,,,
"Bjerge, floder og landskaber","Hvilket bjerg regnes normalt som Europas højeste, når Kaukasus medregnes?",800,Elbrus,Mont Blanc,Matterhorn,Olympen,,,
"Hav, øer og grænser",Hvilke to lande deler verdens længste internationale landegrænse?,100,Canada og USA,Rusland og Kasakhstan,Argentina og Chile,Indien og Bangladesh,,,
"Hav, øer og grænser",Hvilket af disse sydamerikanske lande har ingen havkyst?,200,Bolivia,Ecuador,Uruguay,Guyana,,,
"Hav, øer og grænser",Hvad er verdens største lukkede indsø målt i areal?,300,Det Kaspiske Hav,Aralsøen,Victoriasøen,Bajkalsøen,,,
"Hav, øer og grænser",I hvilket hav ligger Great Barrier Reef?,400,Koralhavet,Tasmanhavet,Arafurahavet,Timorhavet,,,
"Hav, øer og grænser",Mellem hvilke to stater er øen Ny Guinea politisk delt?,500,Indonesien og Papua Ny Guinea,Malaysia og Indonesien,Australien og Papua Ny Guinea,Filippinerne og Indonesien,,,
"Hav, øer og grænser",Mellem hvilke to lande er øgruppen Ildlandet delt?,600,Argentina og Chile,Peru og Chile,Argentina og Uruguay,Bolivia og Chile,,,
"Hav, øer og grænser",Mellem hvilke to lande ligger Titicacasøen?,700,Peru og Bolivia,Chile og Argentina,Ecuador og Colombia,Paraguay og Brasilien,,,
"Kort, klima og verdensdele",Hvad kendetegner middelhavsklima?,100,"tørre somre og milde, nedbørsrige vintre",regn hele året og ingen årstider,meget kolde somre og milde vintre,tørre vintre og regnfulde somre,,,
"Kort, klima og verdensdele",Hvad kendetegner et udpræget fastlandsklima?,200,store temperaturforskelle mellem sommer og vinter,næsten samme temperatur hele året,daglig monsunregn,kun temperaturer under frysepunktet,,,
"Kort, klima og verdensdele",Hvad betyder maritimt klima?,300,et klima stærkt påvirket af havet,et klima kun på høje bjerge,et klima uden nedbør,et klima på indlandsis,,,
"Kort, klima og verdensdele",Hvilken vendekreds ligger nord for ækvator?,400,Krebsens vendekreds,Stenbukkens vendekreds,den sydlige polarcirkel,nulmeridianen,,,
"Kort, klima og verdensdele",Hvilken vendekreds ligger syd for ækvator?,500,Stenbukkens vendekreds,Krebsens vendekreds,den nordlige polarcirkel,datolinjen,,,
"Kort, klima og verdensdele",Hvorfor bruger verden tidszoner?,600,fordi lokal soltid ændrer sig med længdegraden,fordi højden over havet ændrer urets hastighed,fordi breddegrader har forskellig længde,fordi alle lande har forskellige kalendere,,,
"Kort, klima og verdensdele",Hvad er den internationale datolinjes vigtigste funktion?,700,"at markere, hvor kalenderdatoen normalt skifter med ét døgn",at dele Jorden i nord og syd,at vise grænsen mellem tropisk og tempereret klima,at markere alle landes politiske grænser,,,
