Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Solsystemets verdener,Hvilken planet er den eneste kendte med flydende overfladehave?,100,Jorden,Venus,Mars,Neptun,,,
Solsystemets verdener,Hvilken planet kaldes ofte den røde planet?,200,Mars,Merkur,Venus,Saturn,,,
Solsystemets verdener,Hvilken planet er størst i Solsystemet?,300,Jupiter,Saturn,Uranus,Neptun,,,
Måner og smålegemer,Hvilken planet kredser månerne Phobos og Deimos om?,100,Mars,Jupiter,Saturn,Neptun,,,
Måner og smålegemer,Hvad hedder Solsystemets største måne?,200,Ganymedes,Titan,Io,Callisto,,,
Måner og smålegemer,Hvilken Saturn-måne har en tæt atmosfære?,300,Titan,Enceladus,Mimas,Rhea,,,
Stjerner og galakser,Hvilken type galakse er Mælkevejen?,100,En stavspiralgalakse,En elliptisk galakse,En linseformet galakse,En uregelmæssig galakse,,,
Stjerner og galakser,Hvad hedder den nærmeste store galakse til Mælkevejen?,200,Andromedagalaksen,Triangulumgalaksen,Sombrerogalaksen,Whirlpoolgalaksen,,,
Rumfart og observation,Hvilket rumfartøj bragte de første mennesker til Månen?,100,Apollo 11,Apollo 8,Gemini 4,Voyager 1,,,
Rumfart og observation,Hvem var det første menneske på Månen?,200,Neil Armstrong,Buzz Aldrin,Michael Collins,Jurij Gagarin,,,
