Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Lande og hovedstæder,Hvad er hovedstaden i Sverige?,100,Stockholm,Tallinn,Athen,Sarajevo,,,
Lande og hovedstæder,Hvilket land har Helsinki som hovedstad?,200,Finland,Litauen,Belgien,Bulgarien,,,
Lande og hovedstæder,Hvad er hovedstaden i Island?,300,Reykjavík,Vilnius,London,Podgorica,,,
Kortet og naturen,Hvad er hovedstaden i Bulgarien?,100,Sofia,Kyiv,Vatikanstaten,Vilnius,,,
Kortet og naturen,Hvilket land har Bukarest som hovedstad?,200,Rumænien,Nederlandene,Tyrkiet,Italien,,,
Kortet og naturen,Hvad er hovedstaden i Moldova?,300,Chișinău,Amsterdam,Nicosia,Paris,,,
Kendte steder,I hvilken hovedstad ligger Colosseum?,100,Rom,Athen,Lissabon,Valletta,,,
Kendte steder,I hvilken hovedstad ligger Akropolis?,200,Athen,Sofia,Skopje,Nicosia,,,
Historie og institutioner,I hvilken hovedstad har NATO sit politiske hovedkvarter?,100,Bruxelles,Paris,Berlin,Wien,,,
Historie og institutioner,"Hvilken by er en af Europa-Parlamentets officielle arbejdsbyer, men ikke Frankrigs hovedstad?",200,Strasbourg,Lyon,Marseille,Bordeaux,,,
