Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
"Konger, krige og demokrati","Hvilken krig førte i 1864 til, at Danmark mistede Slesvig, Holsten og Lauenborg?",100,Den 2. Slesvigske Krig,Treårskrigen,Store Nordiske Krig,Englandskrigene,,,
"Konger, krige og demokrati",Hvilket område blev genforenet med Danmark i 1920 efter en folkeafstemning?,200,Nordslesvig,Skåne,Holsten,Island,,,
"Konger, krige og demokrati",På hvilken dato begyndte den tyske besættelse af Danmark i 1940?,300,9. april,4. maj,29. august,5. juni,,,
"Byer, øer og landskaber","Hvilken ø er den største i Danmark, når Grønland ikke medregnes?",100,Sjælland,Fyn,Lolland,Bornholm,,,
"Byer, øer og landskaber",Hvilken by er den største på Fyn?,200,Odense,Svendborg,Nyborg,Middelfart,,,
"Byer, øer og landskaber",Hvilket hav ligger Bornholm i?,300,Østersøen,Nordsøen,Skagerrak,Kattegat,,,
Oldtid og middelalder,"Hvad kaldes den unge bronzealderkvinde, der blev fundet i en egekiste ved Vejle?",100,Egtvedpigen,Skrydstruppigen,Huldremosekvinden,Haraldskærkvinden,,,
Oldtid og middelalder,Hvilket moselig blev fundet nær Silkeborg i 1950?,200,Tollundmanden,Grauballemanden,Borremosemanden,Koelbjergmanden,,,
Kulturhistorie og samfund,Hvilken forlystelseshave åbnede i København i 1843?,100,Tivoli,Bakken,Sommerland Sjælland,Fælledparken,,,
Kulturhistorie og samfund,Hvilket bryggeri blev grundlagt af J.C. Jacobsen i 1847?,200,Carlsberg,Tuborg,Ceres,Faxe,,,
