Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Pionerer og milepæle,Hvad hed verdens første kunstige satellit?,100,Sputnik 1,Explorer 1,Vostok 1,Luna 2,,,
Pionerer og milepæle,I hvilket år blev Sputnik 1 opsendt?,200,1957,1955,1959,1961,,,
Pionerer og milepæle,Hvilken rumfartspioner udgav i 1923 bogen “Die Rakete zu den Planetenräumen”?,300,Hermann Oberth,Robert Goddard,Sergej Koroljov,Edwin Hubble,,,
Raketter og rumfartøjer,"Hvad kaldes en raket, der bringer en nyttelast ud i rummet?",100,en løfteraket,et kredsløbsteleskop,et landingsmodul,et rumhabitat,,,
Raketter og rumfartøjer,Hvad er en rakets nyttelast?,200,"det udstyr eller rumfartøj, raketten skal transportere",rakettens tomme brændstoftanke,opsendelsesrampens fundament,"den gas, motoren udleder",,,
Raketter og rumfartøjer,Hvad er formålet med en nyttelastkappe?,300,at beskytte nyttelasten under opstigning gennem atmosfæren,at bremse rumfartøjet på Månen,at levere strøm i kredsløb,at styre astronauternes ilt,,,
Månen og Mars,Hvilken sonde gennemførte den første vellykkede bløde landing på Månen?,100,Luna 9,Luna 2,Surveyor 1,Ranger 7,,,
Månen og Mars,Hvilken amerikansk sonde gennemførte USA’s første bløde månelanding?,200,Surveyor 1,Ranger 8,Lunar Orbiter 1,Pioneer 4,,,
Satellitter og rumstationer,Hvilket strålingsområde omkring Jorden blev opdaget med data fra Explorer 1?,100,Van Allen-bælterne,Kuiperbæltet,asteroidebæltet,ozonlaget,,,
Satellitter og rumstationer,Hvilken satellit sendte i 1962 de første direkte tv-signaler over Atlanterhavet?,200,Telstar 1,Explorer 1,Landsat 1,Sputnik 2,,,
