Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘merci’?,100,tak,goddag,farvel,vær venlig,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘s’il vous plaît’?,200,vær venlig,goddag,farvel,tak,,,
Ord og udtryk,Hvad betyder det franske ord eller udtryk ‘maison’?,300,hus,vindue,dør,tag,,,
Grammatik og udtale,Hvilken bestemt artikel passer til “table” i ental?,100,la,le,les,un,,,
Grammatik og udtale,Hvilken form bruges normalt foran “homme”?,200,l’,le,la,les,,,
Grammatik og udtale,Hvad er den korrekte flertalsform af “cheval”?,300,chevaux,chevals,chevales,chevaus,,,
Kunst og kultur,Hvem skrev værket “Les Misérables”?,100,Victor Hugo,Molière,Gustave Flaubert,Albert Camus,,,
Kunst og kultur,Hvem skrev værket “Madame Bovary”?,200,Gustave Flaubert,Molière,Victor Hugo,Albert Camus,,,
Den frankofone verden,Hvad er hovedstaden i Belgien?,100,Bruxelles,Paris,Dakar,Port-au-Prince,,,
Den frankofone verden,Hvad er hovedstaden i Senegal?,200,Dakar,Paris,Bruxelles,Port-au-Prince,,,
