Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Retter og hjemsteder,Hvilken vietnamesisk nudelsuppe laves typisk med aromatisk bouillon og risnudler?,100,phở,ramen,laksa,udon,,,
Retter og hjemsteder,"Hvilken thailandsk ret består typisk af wokstegte risnudler med tamarind, æg og ofte jordnødder?",200,pad thai,bibimbap,nasi goreng,chow mein,,,
Retter og hjemsteder,Hvilken koreansk ret betyder omtrent “blandet ris” og serveres med forskellige grøntsager og ofte æg?,300,bibimbap,kimchi,bulgogi,tteokbokki,,,
Ingredienser og teknikker,Hvilken type gæring omdanner sukker til mælkesyre i blandt andet kimchi og surkål?,100,mælkesyregæring,alkoholisk destillation,eddikesyrefri tørring,maillardreaktion,,,
Ingredienser og teknikker,Hvad betyder confit traditionelt som tilberedningsmetode?,200,langsom tilberedning og opbevaring i fedt,hurtig stegning over åben ild,tørring i sukker,kogning i saltvand,,,
Ingredienser og teknikker,"Hvilken metode tilbereder vakuumpakket mad ved præcist kontrolleret, relativt lav temperatur?",300,sous vide,flambering,gratinering,fritering,,,
"Brød, sødt og drikke",Hvilket fladbrød bages ofte på indersiden af en tandoor i Syd- og Centralasien?,100,naan,pita,focaccia,injera,,,
"Brød, sødt og drikke","Hvilket fladbrød danner ofte en lomme, når det bages?",200,pita,baguette,brioche,lavash,,,
Måltider og madkultur,"Hvad kaldes et udvalg af små retter, der deles i det østlige Middelhav og Mellemøsten?",100,mezze,antipasti,dim sum,pintxos,,,
Måltider og madkultur,Hvad kaldes den svenske pause med kaffe og ofte noget sødt?,200,fika,siesta,aperitivo,yum cha,,,
