Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Byer og kendte steder,Hvilken vestjysk by blev udbygget som eksporthavn efter nederlaget i 1864?,100,Esbjerg,Ringkøbing,Lemvig,Thisted,,,
Byer og kendte steder,Hvilken by ligger ved Gudenåens udløb i Randers Fjord?,200,Randers,Silkeborg,Horsens,Vejle,,,
Byer og kendte steder,"Hvilken midtjysk by er kendt for søerne, skovene og Museum Jorn?",300,Silkeborg,Herning,Viborg,Skive,,,
Landskab og farvande,Hvilket farvand ligger mellem Nordjylland og Norge?,100,Skagerrak,Kattegat,Lillebælt,Storebælt,,,
Landskab og farvande,Hvilket farvand ligger øst for Jylland mellem Danmark og Sverige?,200,Kattegat,Skagerrak,Vadehavet,Øresund,,,
Landskab og farvande,Hvilket bælt adskiller Jylland fra Fyn?,300,Lillebælt,Storebælt,Femern Bælt,Øresund,,,
Historie og arkæologi,Hvad kaldes vikingeborgen ved Hobro?,100,Fyrkat,Trelleborg,Borgring,Nonnebakken,,,
Historie og arkæologi,Hvad hedder den store ringborg ved Limfjorden nær Aggersund?,200,Aggersborg,Fyrkat,Trelleborg,Borgeby,,,
"Kultur, erhverv og forbindelser",Hvilken lyd- og designvirksomhed blev grundlagt i Struer i 1925?,100,Bang & Olufsen,LEGO,Vestas,Grundfos,,,
"Kultur, erhverv og forbindelser",Hvilken pumpevirksomhed har hovedsæde i Bjerringbro?,200,Grundfos,Danfoss,Velux,JYSK,,,
