Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skibe og rejser,Hvilken skibstype var lang og smal og især bygget til krig og troppetransport?,100,langskibet,knarren,kystfareren,prammen,,,
Skibe og rejser,Hvilken skibstype var bredere og især indrettet til langdistancehandel og tung last?,200,knarren,langskibet,snekken,færgen,,,
Skibe og rejser,"Hvad kaldes byggemetoden, hvor skibets bordplanker overlapper hinanden?",300,klinkbygning,kravelbygning,bindingsværk,tømmerflådning,,,
Hverdag og handel,"Hvad kaldes den aflange hustype, som var almindelig på vikingetidens gårde?",100,langhuset,rundhuset,atriumhuset,skyskraberen,,,
Hverdag og handel,Hvad var ofte placeret centralt i langhuset og gav varme og lys?,200,ildstedet,brønden,smedjen,bålhuset udenfor,,,
Hverdag og handel,Hvilke dyr kunne i nogle langhuse være opstaldet i den ene ende?,300,husdyr,hvaler,rensdyrflokke fra hele egnen,vilde ulve,,,
"Tro, runer og kunst",Hvad hedder Thors hammer?,100,Mjølner,Gungner,Gram,Skofnung,,,
"Tro, runer og kunst","Hvilken gud blev blandt andet forbundet med visdom, krig og digtning?",200,Odin,Balder,Tyr,Njord,,,
"Konger, steder og begivenheder",Hvem var far til Harald Blåtand?,100,Gorm den Gamle,Knud den Store,Svend Tveskæg,Harald Hårfager,,,
"Konger, steder og begivenheder","Hvilken konge herskede i 1000-tallet over Danmark, England og Norge i dele af sin regeringstid?",200,Knud den Store,Harald Hårderåde,Alfred den Store,Erik den Røde,,,
