Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Krop og bevægelse,Hvad kaldes den øverste del af bagparten omkring korsbenet?,100,krydset,manken,koden,bringen,,,
Krop og bevægelse,Hvad kaldes leddet lige over hestens hov?,200,kodeleddet,haseleddet,knæleddet,hofteleddet,,,
Krop og bevægelse,Hvad kaldes det skrå stykke mellem kodeled og hov?,300,koden,piben,haseleddet,krydset,,,
Pasning og sundhed,Hvilken ressource skal en hest have adgang til i tilstrækkelig og ren form hver dag?,100,frisk drikkevand,saltvand,frugtjuice,mælk,,,
Pasning og sundhed,Hvordan bør større ændringer i en hests foder normalt gennemføres?,200,gradvist,fra den ene dag til den anden,kun én gang om året,uden at ændre mængden af grovfoder,,,
Pasning og sundhed,"Hvorfor passer små, hyppige måltider godt til hestens fordøjelse?",300,hesten er udviklet til at æde fiberrigt foder mange timer i døgnet,hestens mave kan rumme ubegrænsede mængder,heste er drøvtyggere med fire maver,heste kan lagre alt foder i kindposer,,,
Racer og anvendelse,"I hvilket land blev fuldblodshesten, Thoroughbred, udviklet?",100,England,Frankrig,Spanien,USA,,,
Racer og anvendelse,Hvilket land har givet navn til den islandske hest?,200,Island,Irland,Norge,Finland,,,
Ridning og hestesport,Hvad bedømmes primært i dressur?,100,"hestens uddannelse, bevægelser og samspil med rytteren",hvor hurtigt en bane med spring gennemføres alene,hvor tung en vogn hesten kan trække,hvor langt en bold kan slås,,,
Ridning og hestesport,Hvad er hovedopgaven i ridebanespringning?,200,at gennemføre en bane med forhindringer med færrest fejl,at udføre gymnastik på en longe,at løbe et langt terrænløb uden spring,at vise kvæg sorteret fra en flok,,,
