Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Historie og idégrundlag,På hvilken dansk ø lå Kristen Kolds skole i Ryslinge?,100,Fyn,Mors,Als,Lolland,,,
Historie og idégrundlag,Hvilket år blev den første efterskole i Ryslinge grundlagt?,200,1851,1844,1879,1930,,,
Historie og idégrundlag,Hvilken skole fra 1879 regnes som den ældste eksisterende efterskole?,300,Galtrup Efterskole,Rødding Højskole,Ryslinge Efterskole,Tinglev Efterskole,,,
Skoleform og rammer,Hvilke klassetrin kan en dansk efterskole tilbyde?,100,"8., 9. og/eller 10. klasse",1.-3. klasse alene,kun gymnasiets 3.g,kun videregående uddannelser,,,
Skoleform og rammer,"Hvad betyder det, at en efterskole er en kostskole?",200,at eleverne både bor og modtager undervisning på skolen,at skolen kun underviser i madlavning,at eleverne kun møder i weekenden,at lærerne bor i udlandet,,,
Skoleform og rammer,Hvad tilbyder en efterskole ud over undervisning ifølge lovens beskrivelse?,300,samvær,lønnet arbejde til alle elever,universitetsgrader,værnepligt,,,
Hverdag og fællesskab,Hvad er kontaktlærerens typiske opgave?,100,at følge elevens trivsel og være bindeled,at udstede pas,at vælge elevens venner,at bestemme alle karakterer alene,,,
Hverdag og fællesskab,"Hvad kaldes de elever, man deler værelse med?",200,værelseskammerater,censorer,bestyrelsesmedlemmer,vejledere,,,
"Fag, prøver og elevdemokrati",Hvad er et valgfag?,100,et fag eleven vælger blandt flere tilbud,et fag uden undervisning,en tvungen eksamen i alle skoler,en bestyrelsespost,,,
"Fag, prøver og elevdemokrati",Hvad er projektundervisning?,200,undervisning organiseret omkring en opgave eller problemstilling,kun læsning af én bog,undervisning uden mål,kun individuel eksamen,,,
