Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Skæve taktarter og danse,Hvor mange ottendedele giver grupperingen 2+2+3 tilsammen?,100,syv,fem,otte,ni,,,
Skæve taktarter og danse,Hvad betyder det tyrkiske musikord aksak omtrent?,200,haltende eller ujævn,meget langsom,sunget uden ord,spillet helt frit,,,
Skæve taktarter og danse,"Hvad er horo, hora og oro typisk betegnelser for i Balkanområdet?",300,kæde- eller kredsdanse,solosange uden dans,militære fanfarer,vuggeviser,,,
Roma og musik på tværs,"Hvilken betegnelse bruges normalt respektfuldt om det folk, der tidligere ofte blev kaldt sigøjnere?",100,Roma,maorier,sorbere,katalanere,,,
Roma og musik på tværs,Hvad er en lăutar i rumænsk musiktradition?,200,en professionel musiker,en folkedanser,en instrumentbygger,en sangtekst,,,
Roma og musik på tværs,Hvad er et taraf i rumænsk musikliv?,300,et mindre ensemble af lăutari,en stor kirkeklokke,en solodans,en rytmisk taktart,,,
Instrumenter og ensembler,Hvilken type blæseinstrument er en kaval?,100,en endeblæst fløjte,en dobbelt-rørbladsobo,en messingbasun,en sækkepibe,,,
Instrumenter og ensembler,Hvad er en tapan eller davul?,200,en stor dobbeltskindet tromme,en lille strygeviolin,en træfløjte,en langhalset lut,,,
"Stilarter, sange og steder",Hvilken region forbindes med den flerstemmige a cappella-tradition klapa?,100,Dalmatien i Kroatien,Thrakien i Bulgarien,Epirus i Grækenland,Banat i Rumænien,,,
"Stilarter, sange og steder",Hvilket land forbindes især med den urbane sangtradition sevdalinka?,200,Bosnien-Hercegovina,Albanien,Bulgarien,Slovenien,,,
