Kategori,Spørgsmål,Point,Rigtigt svar,Forkert svar 1,Forkert svar 2,Forkert svar 3,Rigtige hold,Hold 1 svar,Hold 2 svar
Renæssance og barok,Hvem komponerede værket “Messias”?,100,Georg Friedrich Händel,Antonio Vivaldi,Johann Sebastian Bach,Henry Purcell,,,
Renæssance og barok,Hvem komponerede værket “Dido and Aeneas”?,200,Henry Purcell,Antonio Vivaldi,Johann Sebastian Bach,Georg Friedrich Händel,,,
Renæssance og barok,Hvem komponerede værket “L’Orfeo”?,300,Claudio Monteverdi,Giovanni Pierluigi da Palestrina,Thomas Tallis,Josquin des Prez,,,
Klassik og tidlig romantik,Hvem komponerede værket “Symfoni nr. 5 i c-mol”?,100,Ludwig van Beethoven,Joseph Haydn,Wolfgang Amadeus Mozart,Christoph Willibald Gluck,,,
Klassik og tidlig romantik,Hvem komponerede værket “Tryllefløjten”?,200,Wolfgang Amadeus Mozart,Joseph Haydn,Ludwig van Beethoven,Christoph Willibald Gluck,,,
Klassik og tidlig romantik,Hvem komponerede værket “Orfeo ed Euridice”?,300,Christoph Willibald Gluck,Joseph Haydn,Wolfgang Amadeus Mozart,Ludwig van Beethoven,,,
Romantik og nationalromantik,Hvem komponerede værket “Ungarsk rapsodi nr. 2”?,100,Franz Liszt,Frédéric Chopin,Robert Schumann,Felix Mendelssohn,,,
Romantik og nationalromantik,"Hvem komponerede værket “klavercyklussen Carnaval, opus 9”?",200,Robert Schumann,Frédéric Chopin,Franz Liszt,Felix Mendelssohn,,,
1900-tallet og Norden,Hvem komponerede værket “Boléro”?,100,Maurice Ravel,Claude Debussy,Igor Stravinskij,Arnold Schönberg,,,
1900-tallet og Norden,Hvem komponerede værket “Le Sacre du printemps”?,200,Igor Stravinskij,Claude Debussy,Maurice Ravel,Arnold Schönberg,,,
